Freq.	V(d_3p)
2.00000000000000e+007	(-3.56624374454556e+001dB,2.75216178211185e+001°)
3.99900000000000e+007	(-3.39632671575918e+001dB,1.75350687053266e+001°)
5.99800000000000e+007	(-3.34965010657199e+001dB,1.11367128225191e+001°)
7.99700000000000e+007	(-3.34132457054324e+001dB,7.27595302304663e+000°)
9.99600000000000e+007	(-3.34447776227006e+001dB,5.00162172032770e+000°)
1.19950000000000e+008	(-3.34957132964155e+001dB,3.66554691324135e+000°)
1.39940000000000e+008	(-3.35340490384810e+001dB,2.85839920717073e+000°)
1.59930000000000e+008	(-3.35524542038835e+001dB,2.33021523763739e+000°)
1.79920000000000e+008	(-3.35530283868931e+001dB,1.93285328317630e+000°)
1.99910000000000e+008	(-3.35409412228369e+001dB,1.58267225356248e+000°)
2.19900000000000e+008	(-3.35216904943544e+001dB,1.23675387444974e+000°)
2.39890000000000e+008	(-3.34999380834933e+001dB,8.77380529858904e-001°)
2.59880000000000e+008	(-3.34791015233535e+001dB,5.01571974274153e-001°)
2.79870000000000e+008	(-3.34613393013485e+001dB,1.13978392249877e-001°)
2.99860000000000e+008	(-3.34477384346250e+001dB,-2.77782729583164e-001°)
3.19850000000000e+008	(-3.34385834070830e+001dB,-6.65941242063642e-001°)
3.39840000000000e+008	(-3.34336280979304e+001dB,-1.04403384539260e+000°)
3.59830000000000e+008	(-3.34323265674838e+001dB,-1.40744763532186e+000°)
3.79820000000000e+008	(-3.34340055625337e+001dB,-1.75341439378419e+000°)
3.99810000000000e+008	(-3.34379795507355e+001dB,-2.08072953043526e+000°)
4.19800000000000e+008	(-3.34436183147280e+001dB,-2.38937616347303e+000°)
4.39790000000000e+008	(-3.34503798982574e+001dB,-2.68015748959118e+000°)
4.59780000000000e+008	(-3.34578207279462e+001dB,-2.95438579486507e+000°)
4.79770000000000e+008	(-3.34655922126775e+001dB,-3.21364264888863e+000°)
4.99760000000000e+008	(-3.34734303821134e+001dB,-3.45960684462696e+000°)
5.19750000000000e+008	(-3.34811427958523e+001dB,-3.69393894988900e+000°)
5.39740000000000e+008	(-3.34885952192249e+001dB,-3.91820950056695e+000°)
5.59730000000000e+008	(-3.34956993819993e+001dB,-4.13385890327120e+000°)
5.79720000000000e+008	(-3.35024023926884e+001dB,-4.34217924971162e+000°)
5.99710000000000e+008	(-3.35086779462621e+001dB,-4.54431054215432e+000°)
6.19700000000000e+008	(-3.35145192310823e+001dB,-4.74124586646864e+000°)
6.39690000000000e+008	(-3.35199333341412e+001dB,-4.93384168973321e+000°)
6.59680000000000e+008	(-3.35249369095609e+001dB,-5.12283070298795e+000°)
6.79670000000000e+008	(-3.35295528801550e+001dB,-5.30883553331325e+000°)
6.99660000000000e+008	(-3.35338079652582e+001dB,-5.49238228539248e+000°)
7.19650000000000e+008	(-3.35377308582441e+001dB,-5.67391330697631e+000°)
7.39640000000000e+008	(-3.35413509078640e+001dB,-5.85379886186460e+000°)
7.59630000000000e+008	(-3.35446971856528e+001dB,-6.03234758035965e+000°)
7.79620000000000e+008	(-3.35477978459413e+001dB,-6.20981567296276e+000°)
7.99610000000000e+008	(-3.35506797052457e+001dB,-6.38641496161820e+000°)
8.19600000000000e+008	(-3.35533679842623e+001dB,-6.56231981969180e+000°)
8.39590000000000e+008	(-3.35558861688261e+001dB,-6.73767312860963e+000°)
8.59580000000000e+008	(-3.35582559565633e+001dB,-6.91259136344344e+000°)
8.79570000000000e+008	(-3.35604972640504e+001dB,-7.08716891639838e+000°)
8.99560000000000e+008	(-3.35626282755619e+001dB,-7.26148175979843e+000°)
9.19550000000000e+008	(-3.35646655193118e+001dB,-7.43559054053396e+000°)
9.39540000000000e+008	(-3.35666239607834e+001dB,-7.60954318802470e+000°)
9.59530000000000e+008	(-3.35685171055514e+001dB,-7.78337710756974e+000°)
9.79520000000000e+008	(-3.35703571061254e+001dB,-7.95712102163017e+000°)
9.99510000000000e+008	(-3.35721548689473e+001dB,-8.13079651296749e+000°)
1.01950000000000e+009	(-3.35739201588743e+001dB,-8.30441931580928e+000°)
1.03949000000000e+009	(-3.35756616993706e+001dB,-8.47800039451708e+000°)
1.05948000000000e+009	(-3.35773872672888e+001dB,-8.65154684328058e+000°)
1.07947000000000e+009	(-3.35791037816022e+001dB,-8.82506263530012e+000°)
1.09946000000000e+009	(-3.35808173857982e+001dB,-8.99854924550309e+000°)
1.11945000000000e+009	(-3.35825335238854e+001dB,-9.17200616710655e+000°)
1.13944000000000e+009	(-3.35842570101386e+001dB,-9.34543133922194e+000°)
1.15943000000000e+009	(-3.35859920928235e+001dB,-9.51882149985253e+000°)
1.17942000000000e+009	(-3.35877425122088e+001dB,-9.69217247654137e+000°)
1.19941000000000e+009	(-3.35895115532241e+001dB,-9.86547942480293e+000°)
1.21940000000000e+009	(-3.35913020931357e+001dB,-1.00387370229955e+001°)
1.23939000000000e+009	(-3.35931166446217e+001dB,-1.02119396308456e+001°)
1.25938000000000e+009	(-3.35949573946214e+001dB,-1.03850814176069e+001°)
1.27937000000000e+009	(-3.35968262393180e+001dB,-1.05581564650943e+001°)
1.29936000000000e+009	(-3.35987248156005e+001dB,-1.07311588496793e+001°)
1.31935000000000e+009	(-3.36006545293255e+001dB,-1.09040827069884e+001°)
1.33934000000000e+009	(-3.36026165806793e+001dB,-1.10769222821874e+001°)
1.35933000000000e+009	(-3.36046119869203e+001dB,-1.12496719684307e+001°)
1.37932000000000e+009	(-3.36066416027531e+001dB,-1.14223263355445e+001°)
1.39931000000000e+009	(-3.36087061385733e+001dB,-1.15948801506986e+001°)
1.41930000000000e+009	(-3.36108061767896e+001dB,-1.17673283925767e+001°)
1.43929000000000e+009	(-3.36129421864243e+001dB,-1.19396662602176e+001°)
1.45928000000000e+009	(-3.36151145361605e+001dB,-1.21118891775991e+001°)
1.47927000000000e+009	(-3.36173235060003e+001dB,-1.22839927947677e+001°)
1.49926000000000e+009	(-3.36195692976746e+001dB,-1.24559729862657e+001°)
1.51925000000000e+009	(-3.36218520439338e+001dB,-1.26278258474101e+001°)
1.53924000000000e+009	(-3.36241718168375e+001dB,-1.27995476889326e+001°)
1.55923000000000e+009	(-3.36265286351447e+001dB,-1.29711350303523e+001°)
1.57922000000000e+009	(-3.36289224709021e+001dB,-1.31425845924587e+001°)
1.59921000000000e+009	(-3.36313532553121e+001dB,-1.33138932891083e+001°)
1.61920000000000e+009	(-3.36338208839570e+001dB,-1.34850582186262e+001°)
1.63919000000000e+009	(-3.36363252214481e+001dB,-1.36560766549282e+001°)
1.65918000000000e+009	(-3.36388661055591e+001dB,-1.38269460385690e+001°)
1.67917000000000e+009	(-3.36414433508997e+001dB,-1.39976639677618e+001°)
1.69916000000000e+009	(-3.36440567521766e+001dB,-1.41682281895282e+001°)
1.71915000000000e+009	(-3.36467060870875e+001dB,-1.43386365910086e+001°)
1.73914000000000e+009	(-3.36493911188854e+001dB,-1.45088871909961e+001°)
1.75913000000000e+009	(-3.36521115986496e+001dB,-1.46789781317405e+001°)
1.77912000000000e+009	(-3.36548672672940e+001dB,-1.48489076710412e+001°)
1.79911000000000e+009	(-3.36576578573404e+001dB,-1.50186741746784e+001°)
1.81910000000000e+009	(-3.36604830944833e+001dB,-1.51882761091470e+001°)
1.83909000000000e+009	(-3.36633426989671e+001dB,-1.53577120347472e+001°)
1.85908000000000e+009	(-3.36662363867965e+001dB,-1.55269805990088e+001°)
1.87907000000000e+009	(-3.36691638707982e+001dB,-1.56960805304475e+001°)
1.89906000000000e+009	(-3.36721248615496e+001dB,-1.58650106326697e+001°)
1.91905000000000e+009	(-3.36751190681889e+001dB,-1.60337697787799e+001°)
1.93904000000000e+009	(-3.36781461991203e+001dB,-1.62023569061183e+001°)
1.95903000000000e+009	(-3.36812059626237e+001dB,-1.63707710113205e+001°)
1.97902000000000e+009	(-3.36842980673820e+001dB,-1.65390111456200e+001°)
1.99901000000000e+009	(-3.36874222229331e+001dB,-1.67070764105013e+001°)
2.01900000000000e+009	(-3.36905781400553e+001dB,-1.68749659535713e+001°)
2.03899000000000e+009	(-3.36937655310940e+001dB,-1.70426789647000e+001°)
2.05898000000000e+009	(-3.36969841102359e+001dB,-1.72102146724277e+001°)
2.07897000000000e+009	(-3.37002335937360e+001dB,-1.73775723405752e+001°)
2.09896000000000e+009	(-3.37035137001046e+001dB,-1.75447512650851e+001°)
2.11895000000000e+009	(-3.37068241502551e+001dB,-1.77117507710853e+001°)
2.13894000000000e+009	(-3.37101646676224e+001dB,-1.78785702101174e+001°)
2.15893000000000e+009	(-3.37135349782501e+001dB,-1.80452089575729e+001°)
2.17892000000000e+009	(-3.37169348108531e+001dB,-1.82116664103106e+001°)
2.19891000000000e+009	(-3.37203638968579e+001dB,-1.83779419844001e+001°)
2.21890000000000e+009	(-3.37238219704229e+001dB,-1.85440351130641e+001°)
2.23889000000000e+009	(-3.37273087684406e+001dB,-1.87099452447270e+001°)
2.25888000000000e+009	(-3.37308240305259e+001dB,-1.88756718412272e+001°)
2.27887000000000e+009	(-3.37343674989890e+001dB,-1.90412143761404e+001°)
2.29886000000000e+009	(-3.37379389187981e+001dB,-1.92065723332152e+001°)
2.31885000000000e+009	(-3.37415380375302e+001dB,-1.93717452049489e+001°)
2.33884000000000e+009	(-3.37451646053145e+001dB,-1.95367324912242e+001°)
2.35883000000000e+009	(-3.37488183747663e+001dB,-1.97015336980813e+001°)
