time	V(d_1p)	V(d_3p)	V(d_5p)
4.227919314574046e-010	1.442637e-001	1.719453e-001	2.678317e-001
4.232646507981589e-010	1.288516e-001	1.623541e-001	2.701188e-001
4.237564116595243e-010	1.130191e-001	1.511477e-001	2.723227e-001
4.242822092291174e-010	9.677812e-002	1.375968e-001	2.741774e-001
4.247709320019073e-010	8.273344e-002	1.234427e-001	2.751337e-001
4.253260105886567e-010	6.847032e-002	1.055542e-001	2.749476e-001
4.259174795248500e-010	5.562530e-002	8.457326e-002	2.728895e-001
4.262958308183513e-010	4.878567e-002	7.026214e-002	2.704307e-001
4.264654160541587e-010	4.607984e-002	6.360740e-002	2.690212e-001
4.266350012899660e-010	4.358031e-002	5.691208e-002	2.674171e-001
4.268045865257734e-010	4.128711e-002	5.017619e-002	2.656184e-001
4.269741717615808e-010	3.920021e-002	4.339972e-002	2.636250e-001
4.271437569973882e-010	3.731963e-002	3.658268e-002	2.614369e-001
4.273133422331956e-010	3.564536e-002	2.972505e-002	2.590541e-001
4.274829274690030e-010	3.417740e-002	2.282685e-002	2.564767e-001
4.278113077110217e-010	3.171268e-002	9.361479e-003	2.506981e-001
4.281494484551587e-010	2.966555e-002	-4.633003e-003	2.439468e-001
4.285320000000000e-010	2.784453e-002	-2.036293e-002	2.355113e-001
4.291058273172620e-010	2.583205e-002	-4.338662e-002	2.214019e-001
4.293885517232671e-010	2.501492e-002	-5.430427e-002	2.141596e-001
4.297448757889352e-010	2.413477e-002	-6.739648e-002	2.047568e-001
4.300732916614877e-010	2.338771e-002	-7.890294e-002	1.957490e-001
4.304936662759662e-010	2.238881e-002	-9.306489e-002	1.836730e-001
4.309317948413171e-010	2.120003e-002	-1.073224e-001	1.704651e-001
4.313754805768929e-010	1.981186e-002	-1.213060e-001	1.565927e-001
4.318685019424754e-010	1.813347e-002	-1.362153e-001	1.409065e-001
4.323386779768770e-010	1.657482e-002	-1.496168e-001	1.260528e-001
4.328695026765130e-010	1.518658e-002	-1.634710e-001	1.099178e-001
4.333670345198981e-010	1.457761e-002	-1.749645e-001	9.583482e-002
4.339754033303645e-010	1.525204e-002	-1.867822e-001	8.050214e-002
4.345337237235995e-010	1.764134e-002	-1.953591e-001	6.855141e-002
4.348092614429943e-010	1.954289e-002	-1.987894e-001	6.344777e-002
4.349489245612103e-010	2.070419e-002	-2.003298e-001	6.106259e-002
4.352282507976424e-010	2.344070e-002	-2.030224e-001	5.668784e-002
4.355271749202357e-010	2.699974e-002	-2.053743e-001	5.255754e-002
4.356902244416502e-010	2.918391e-002	-2.064693e-001	5.051082e-002
4.359076238035363e-010	3.233508e-002	-2.074919e-001	4.809140e-002
4.362245039791935e-010	3.761674e-002	-2.084639e-001	4.502569e-002
4.365806127432808e-010	4.456550e-002	-2.090543e-001	4.207746e-002
4.368316735242137e-010	5.005247e-002	-2.091632e-001	4.025960e-002
4.370584098278410e-010	5.536167e-002	-2.090026e-001	3.877416e-002
4.371659412143912e-010	5.798297e-002	-2.087958e-001	3.813496e-002
4.372734726009415e-010	6.066749e-002	-2.085352e-001	3.751129e-002
4.373810039874918e-010	6.341524e-002	-2.082208e-001	3.690316e-002
4.374885353740420e-010	6.622620e-002	-2.078526e-001	3.631056e-002
4.375960667605923e-010	6.910039e-002	-2.074305e-001	3.573350e-002
4.377035981471426e-010	7.203780e-002	-2.069547e-001	3.517198e-002
4.378111295336928e-010	7.503843e-002	-2.064251e-001	3.462598e-002
4.381911830865357e-010	8.570492e-002	-2.038011e-001	3.278935e-002
4.386625183247666e-010	9.932119e-002	-1.989687e-001	3.071285e-002
4.391840378066098e-010	1.149899e-001	-1.919385e-001	2.847490e-002
4.398286000330354e-010	1.352254e-001	-1.813848e-001	2.556157e-002
4.405602891195996e-010	1.588867e-001	-1.671668e-001	2.208745e-002
4.411531325836643e-010	1.779706e-001	-1.537443e-001	1.942749e-002
4.416535409018867e-010	1.934703e-001	-1.408642e-001	1.762983e-002
4.421182136189706e-010	2.069575e-001	-1.275034e-001	1.662114e-002
4.425697062917331e-010	2.189220e-001	-1.132052e-001	1.649420e-002
4.430617856827830e-010	2.304160e-001	-9.622634e-002	1.755691e-002
4.435785333204927e-010	2.405665e-001	-7.703476e-002	2.024045e-002
4.442100000000000e-010	2.502417e-001	-5.215692e-002	2.592986e-002
4.443994400038521e-010	2.526000e-001	-4.437521e-002	2.809577e-002
4.446520266756550e-010	2.552915e-001	-3.414014e-002	3.139582e-002
4.450153041630004e-010	2.584528e-001	-1.927648e-002	3.708639e-002
4.453580899204873e-010	2.608262e-001	-5.004202e-003	4.341689e-002
4.456458624757957e-010	2.624343e-001	7.055456e-003	4.934804e-002
4.459826137524204e-010	2.639349e-001	2.101219e-002	5.687892e-002
4.463817811325868e-010	2.653317e-001	3.730884e-002	6.662663e-002
4.467581391900752e-010	2.664404e-001	5.223880e-002	7.617970e-002
4.471785313538499e-010	2.674413e-001	6.798217e-002	8.724366e-002
4.476982974458577e-010	2.685695e-001	8.629619e-002	1.016703e-001
4.482699050308194e-010	2.699611e-001	1.054425e-001	1.185760e-001
4.489096513119085e-010	2.718588e-001	1.259313e-001	1.384958e-001
4.494313215316604e-010	2.735758e-001	1.418051e-001	1.550658e-001
4.499369786211869e-010	2.751333e-001	1.561902e-001	1.708770e-001
4.504916612654311e-010	2.763255e-001	1.704596e-001	1.873505e-001
4.509509992962731e-010	2.765952e-001	1.808502e-001	1.999304e-001
4.514569100021812e-010	2.757969e-001	1.906265e-001	2.123424e-001
4.519197354594508e-010	2.738242e-001	1.979851e-001	2.222103e-001
4.522937134748582e-010	2.712361e-001	2.028290e-001	2.290985e-001
4.531078859575425e-010	2.622209e-001	2.102121e-001	2.409087e-001
4.538152623609269e-010	2.506346e-001	2.128932e-001	2.478968e-001
4.541336600563890e-010	2.438384e-001	2.134672e-001	2.502306e-001
4.544520577518511e-010	2.365837e-001	2.134253e-001	2.523852e-001
4.547704554473132e-010	2.288706e-001	2.127675e-001	2.543608e-001
4.550888531427753e-010	2.206991e-001	2.114938e-001	2.561571e-001
4.554072508382374e-010	2.120691e-001	2.096042e-001	2.577743e-001
4.557256485336994e-010	2.029807e-001	2.070987e-001	2.592124e-001
4.560440462291615e-010	1.934339e-001	2.039774e-001	2.604713e-001
4.568362689141640e-010	1.694282e-001	1.928535e-001	2.638529e-001
4.573342008354821e-010	1.535951e-001	1.842647e-001	2.661339e-001
4.578163330465384e-010	1.379324e-001	1.748638e-001	2.684418e-001
4.582962108933059e-010	1.223206e-001	1.643524e-001	2.706984e-001
4.587931129381012e-010	1.065212e-001	1.520881e-001	2.727582e-001
4.593407325651636e-010	9.005103e-002	1.367706e-001	2.743500e-001
4.598674534765215e-010	7.561150e-002	1.201876e-001	2.748509e-001
4.605016162826799e-010	6.060410e-002	9.794263e-002	2.736274e-001
4.606881713310228e-010	5.674655e-002	9.094120e-002	2.728303e-001
4.608747263793658e-010	5.314738e-002	8.379956e-002	2.718080e-001
4.610612814277087e-010	4.980658e-002	7.651769e-002	2.705604e-001
4.612478364760517e-010	4.672416e-002	6.909560e-002	2.690874e-001
4.614343915243946e-010	4.390011e-002	6.153329e-002	2.673892e-001
4.616209465727375e-010	4.133444e-002	5.383077e-002	2.654657e-001
4.618075016210804e-010	3.902715e-002	4.598802e-002	2.633168e-001
4.619660655826928e-010	3.727962e-002	3.941303e-002	2.613242e-001
4.622831935059174e-010	3.429201e-002	2.619735e-002	2.566975e-001
4.625897685209565e-010	3.193050e-002	1.321858e-002	2.514286e-001
4.629922451463613e-010	2.946145e-002	-4.005112e-003	2.434876e-001
4.633720000000000e-010	2.767828e-002	-2.017829e-002	2.351197e-001
4.639416322804580e-010	2.571894e-002	-4.387814e-002	2.211339e-001
4.642250595906232e-010	2.492023e-002	-5.524525e-002	2.138863e-001
4.645800841565676e-010	2.407146e-002	-6.881370e-002	2.045366e-001
4.649089573172530e-010	2.335158e-002	-8.081354e-002	1.955361e-001
4.653276929645344e-010	2.239477e-002	-9.551323e-002	1.835353e-001
4.657648651239833e-010	2.124951e-002	-1.103395e-001	1.703880e-001
4.662081844400204e-010	1.990255e-002	-1.248969e-001	1.565581e-001
4.667015100612591e-010	1.826274e-002	-1.404367e-001	1.408926e-001
4.671712168459658e-010	1.673606e-002	-1.543845e-001	1.260771e-001
4.677014790883617e-010	1.537273e-002	-1.688149e-001	1.099781e-001
4.682003065640303e-010	1.477423e-002	-1.808471e-001	9.587112e-002
4.688075870033128e-010	1.544865e-002	-1.931950e-001	8.057540e-002
4.693660644715166e-010	1.782729e-002	-2.022107e-001	6.862522e-002
4.696516923186644e-010	1.979923e-002	-2.059513e-001	6.334635e-002
4.697687443057043e-010	2.076712e-002	-2.073170e-001	6.134710e-002
4.700028482797840e-010	2.299226e-002	-2.097645e-001	5.762788e-002
4.703737151720215e-010	2.733268e-002	-2.129205e-001	5.245474e-002
4.705760062041510e-010	3.006913e-002	-2.142923e-001	4.997026e-002
4.708457275803237e-010	3.412989e-002	-2.155104e-001	4.709909e-002
4.711474530691475e-010	3.939432e-002	-2.163819e-001	4.432423e-002
4.716363210255298e-010	4.949426e-002	-2.169626e-001	4.055304e-002
4.718629178756420e-010	5.475229e-002	-2.168534e-001	3.905966e-002
4.721477246373073e-010	6.176526e-002	-2.162316e-001	3.739410e-002
4.724106231865367e-010	6.869477e-002	-2.152992e-001	3.598017e-002
4.727611545855092e-010	7.834260e-002	-2.134958e-001	3.418596e-002
4.731634503480610e-010	8.972625e-002	-2.102112e-001	3.232459e-002
4.736588271249140e-010	1.041939e-001	-2.044202e-001	3.020782e-002
4.741996140120855e-010	1.206608e-001	-1.963413e-001	2.789780e-002
4.748899955346259e-010	1.425848e-001	-1.839309e-001	2.475286e-002
4.755893949134400e-010	1.652601e-001	-1.690606e-001	2.147637e-002
4.761537796675254e-010	1.832681e-001	-1.551725e-001	1.909034e-002
4.766640682899556e-010	1.987690e-001	-1.409472e-001	1.749781e-002
4.771029473502434e-010	2.111552e-001	-1.273597e-001	1.681958e-002
4.776106673591015e-010	2.240422e-001	-1.100999e-001	1.712538e-002
4.780712703603022e-010	2.341847e-001	-9.312446e-002	1.862033e-002
4.784239761554116e-010	2.408746e-001	-7.939052e-002	2.065065e-002
4.790500000000000e-010	2.504377e-001	-5.385671e-002	2.631439e-002
4.792378071533765e-010	2.527721e-001	-4.588003e-002	2.846302e-002
4.794882166912118e-010	2.554383e-001	-3.538477e-002	3.173178e-002
4.798520485651955e-010	2.586010e-001	-1.999609e-002	3.742301e-002
4.801936848394227e-010	2.609618e-001	-5.303160e-003	4.372388e-002
4.804955438766746e-010	2.626362e-001	7.756541e-003	4.994923e-002
4.808216456123325e-010	2.640732e-001	2.170685e-002	5.724802e-002
4.812147950802726e-010	2.654366e-001	3.827308e-002	6.684033e-002
4.815869321979633e-010	2.665245e-001	5.352625e-002	7.627384e-002
4.820079995009103e-010	2.675151e-001	6.983478e-002	8.733565e-002
4.825229489753484e-010	2.686099e-001	8.860132e-002	1.015940e-001
4.830942847818977e-010	2.699672e-001	1.083770e-001	1.184465e-001
4.837321500981289e-010	2.718188e-001	1.294546e-001	1.382650e-001
4.842514642390134e-010	2.734997e-001	1.457435e-001	1.547389e-001
4.847557595588752e-010	2.750359e-001	1.605310e-001	1.705041e-001
4.853113801042251e-010	2.762269e-001	1.752705e-001	1.870203e-001
4.857732498664314e-010	2.765056e-001	1.860491e-001	1.996901e-001
4.862796569590616e-010	2.757234e-001	1.961521e-001	2.121401e-001
4.867420204708046e-010	2.737775e-001	2.037536e-001	2.220247e-001
4.871416479863842e-010	2.710042e-001	2.090804e-001	2.293735e-001
4.879455056040847e-010	2.620525e-001	2.165478e-001	2.409654e-001
4.886508789594654e-010	2.504933e-001	2.193141e-001	2.478966e-001
4.890128824320469e-010	2.426592e-001	2.199775e-001	2.504834e-001
4.893748859046284e-010	2.342815e-001	2.197966e-001	2.528603e-001
4.897368893772099e-010	2.253602e-001	2.187712e-001	2.550275e-001
4.900988928497915e-010	2.158952e-001	2.169014e-001	2.569849e-001
4.904608963223731e-010	2.058866e-001	2.141873e-001	2.587324e-001
4.908228997949545e-010	1.953343e-001	2.106288e-001	2.602702e-001
4.911849032675361e-010	1.842384e-001	2.062259e-001	2.615981e-001
4.916002134347402e-010	1.715324e-001	1.999667e-001	2.633536e-001
4.921003158719278e-010	1.557061e-001	1.912881e-001	2.655932e-001
4.925784984565773e-010	1.402076e-001	1.818833e-001	2.678466e-001
4.930621780482064e-010	1.244587e-001	1.711918e-001	2.701139e-001
4.935501073672574e-010	1.088657e-001	1.590494e-001	2.721747e-001
4.941025292393533e-010	9.208467e-002	1.434708e-001	2.738830e-001
4.946003078835091e-010	7.818554e-002	1.276883e-001	2.745334e-001
4.951643024202672e-010	6.429679e-002	1.078680e-001	2.738641e-001
4.957668026662254e-010	5.198219e-002	8.469522e-002	2.711352e-001
4.959244630071301e-010	4.921358e-002	7.833298e-002	2.700440e-001
4.961546793181904e-010	4.551312e-002	6.886640e-002	2.681488e-001
4.965645962045428e-010	3.986966e-002	5.150881e-002	2.639104e-001
4.968509809391541e-010	3.667459e-002	3.929804e-002	2.603457e-001
4.971714938629291e-010	3.375918e-002	2.555979e-002	2.555370e-001
4.974825016397614e-010	3.145270e-002	1.201265e-002	2.500662e-001
4.978057346058621e-010	2.950574e-002	-2.199575e-003	2.436519e-001
4.982120000000000e-010	2.759510e-002	-1.996626e-002	2.347342e-001
4.987733616484057e-010	2.568309e-002	-4.397326e-002	2.209644e-001
4.990756588754224e-010	2.484339e-002	-5.643703e-002	2.132400e-001
4.994106190190995e-010	2.405622e-002	-6.961829e-002	2.044270e-001
4.997578142822126e-010	2.330692e-002	-8.268379e-002	1.949340e-001
5.001567620290266e-010	2.241016e-002	-9.713668e-002	1.835141e-001
5.006114083927755e-010	2.123531e-002	-1.130595e-001	1.698631e-001
5.010680871537844e-010	1.986002e-002	-1.285269e-001	1.556276e-001
5.015580506231836e-010	1.824806e-002	-1.444342e-001	1.400903e-001
5.020310886737583e-010	1.673715e-002	-1.589040e-001	1.252101e-001
5.025591826877420e-010	1.542267e-002	-1.737038e-001	1.092421e-001
5.030574695399397e-010	1.487793e-002	-1.860880e-001	9.522656e-002
5.036645887360189e-010	1.563154e-002	-1.988227e-001	8.004177e-002
5.042248615107669e-010	1.810564e-002	-2.081699e-001	6.816290e-002
5.044885061887988e-010	1.995159e-002	-2.117657e-001	6.332425e-002
5.046527106439361e-010	2.134054e-002	-2.137506e-001	6.055466e-002
5.048515910897253e-010	2.327689e-002	-2.158985e-001	5.744543e-002
5.052128408910275e-010	2.753100e-002	-2.191347e-001	5.244238e-002
5.054098862371923e-010	3.020134e-002	-2.205622e-001	5.003129e-002
5.056726133654120e-010	3.414737e-002	-2.218646e-001	4.723919e-002
5.059759767750872e-010	3.941976e-002	-2.228549e-001	4.445406e-002
5.064018842692731e-010	4.809494e-002	-2.235442e-001	4.113659e-002
5.065306943427009e-010	5.098976e-002	-2.235894e-001	4.026268e-002
5.066595044161285e-010	5.398231e-002	-2.235352e-001	3.942686e-002
5.067883144895563e-010	5.707260e-002	-2.233818e-001	3.862912e-002
5.069171245629839e-010	6.026061e-002	-2.231291e-001	3.786946e-002
5.070459346364116e-010	6.354635e-002	-2.227770e-001	3.714788e-002
5.071747447098393e-010	6.692982e-002	-2.223257e-001	3.646439e-002
5.073035547832670e-010	7.041103e-002	-2.217750e-001	3.581899e-002
5.076974177853491e-010	8.132561e-002	-2.195063e-001	3.386459e-002
5.080970644068431e-010	9.270947e-002	-2.158716e-001	3.207995e-002
5.086266144403013e-010	1.083137e-001	-2.091478e-001	2.985904e-002
5.091720063486911e-010	1.250912e-001	-2.004176e-001	2.752762e-002
5.098411342832997e-010	1.464745e-001	-1.876715e-001	2.446661e-002
5.105513529582519e-010	1.694793e-001	-1.716848e-001	2.118897e-002
5.111124592671828e-010	1.872259e-001	-1.570342e-001	1.893885e-002
5.116347446598143e-010	2.028138e-001	-1.415825e-001	1.751414e-002
5.120767967898336e-010	2.149547e-001	-1.270762e-001	1.708120e-002
5.125793006140040e-010	2.272563e-001	-1.090502e-001	1.773193e-002
5.130477881914028e-010	2.370972e-001	-9.091891e-002	1.963346e-002
5.132122826412354e-010	2.401587e-001	-8.428302e-002	2.062563e-002
5.135412715409007e-010	2.456579e-001	-7.067142e-002	2.315305e-002
5.138900000000000e-010	2.505976e-001	-5.583346e-002	2.664250e-002
5.141341099213694e-010	2.535669e-001	-4.518836e-002	2.947499e-002
5.144130926886487e-010	2.563784e-001	-3.314021e-002	3.328793e-002
5.147432340351955e-010	2.591022e-001	-1.870278e-002	3.865020e-002
5.151445496173701e-010	2.617133e-001	-8.874343e-004	4.628823e-002
5.154186083186051e-010	2.631198e-001	1.130998e-002	5.210179e-002
5.156533391681395e-010	2.641134e-001	2.163676e-002	5.740381e-002
5.159520875220920e-010	2.651530e-001	3.460258e-002	6.464235e-002
5.162935142123235e-010	2.662092e-001	4.922042e-002	7.321135e-002
5.166972807748358e-010	2.672189e-001	6.568308e-002	8.367353e-002
5.171853081373327e-010	2.682576e-001	8.439378e-002	9.692147e-002
5.177255449957331e-010	2.694583e-001	1.040044e-001	1.125074e-001
5.183840848268673e-010	2.712463e-001	1.267835e-001	1.326610e-001
5.189418224479236e-010	2.730101e-001	1.451039e-001	1.502928e-001
5.194540028320976e-010	2.746177e-001	1.608890e-001	1.664041e-001
5.200145158188435e-010	2.759759e-001	1.766241e-001	1.833186e-001
5.205450861519782e-010	2.764674e-001	1.897059e-001	1.981193e-001
5.210467423584619e-010	2.758517e-001	2.002418e-001	2.106520e-001
5.215195338506289e-010	2.740347e-001	2.084582e-001	2.209548e-001
5.220279683282519e-010	2.705082e-001	2.154430e-001	2.303089e-001
5.227716095015244e-010	2.621137e-001	2.224350e-001	2.409100e-001
5.234651911030871e-010	2.508326e-001	2.252836e-001	2.477476e-001
5.240825367493599e-010	2.375479e-001	2.258110e-001	2.521984e-001
5.245682417316451e-010	2.250905e-001	2.246278e-001	2.547070e-001
5.250539467139305e-010	2.120396e-001	2.219086e-001	2.571298e-001
5.255396516962158e-010	1.983952e-001	2.176536e-001	2.594667e-001
5.260253566785010e-010	1.841574e-001	2.118626e-001	2.617176e-001
5.265110616607863e-010	1.693261e-001	2.045358e-001	2.638826e-001
5.269967666430717e-010	1.539014e-001	1.956731e-001	2.659617e-001
5.274824716253569e-010	1.378833e-001	1.852745e-001	2.679549e-001
5.279579801156646e-010	1.224156e-001	1.743068e-001	2.701498e-001
5.284576462866679e-010	1.065218e-001	1.613364e-001	2.721917e-001
5.290058202715173e-010	9.001927e-002	1.452296e-001	2.737690e-001
5.295266200921508e-010	7.570953e-002	1.280404e-001	2.742725e-001
5.301615107785875e-010	6.062683e-002	1.047276e-001	2.730870e-001
5.307651944418745e-010	4.901535e-002	8.049306e-002	2.697551e-001
5.310453988931761e-010	4.457145e-002	6.868390e-002	2.674004e-001
5.313893803320471e-010	3.988675e-002	5.376671e-002	2.638030e-001
5.316540870324325e-010	3.688471e-002	4.221599e-002	2.605648e-001
5.319718195477443e-010	3.393158e-002	2.831452e-002	2.559041e-001
5.322791688799241e-010	3.160171e-002	1.465463e-002	2.505997e-001
5.326823220555976e-010	2.917730e-002	-3.450377e-003	2.426224e-001
5.330520000000001e-010	2.747944e-002	-1.997786e-002	2.344713e-001
5.336065169166036e-010	2.561484e-002	-4.423759e-002	2.208809e-001
5.338926020242059e-010	2.482756e-002	-5.633860e-002	2.135832e-001
5.342429468980063e-010	2.401665e-002	-7.049169e-002	2.043846e-001
5.345736147417924e-010	2.332178e-002	-8.326647e-002	1.953678e-001
5.349865279317468e-010	2.242022e-002	-9.862661e-002	1.835818e-001
5.354219910848283e-010	2.132811e-002	-1.142835e-001	1.705416e-001
5.358648162264108e-010	2.003184e-002	-1.297009e-001	1.567786e-001
5.363588203316197e-010	1.843786e-002	-1.462069e-001	1.411360e-001
5.368271605931732e-010	1.694965e-002	-1.609778e-001	1.263898e-001
5.373554765224776e-010	1.561077e-002	-1.762906e-001	1.103583e-001
5.378583668132013e-010	1.500948e-002	-1.892567e-001	9.613136e-002
5.384619554163163e-010	1.565842e-002	-2.024531e-001	8.090787e-002
5.390208675481786e-010	1.799552e-002	-2.122477e-001	6.891768e-002
5.393392216555626e-010	2.019794e-002	-2.167767e-001	6.305306e-002
5.394714320445708e-010	2.131394e-002	-2.184370e-001	6.082502e-002
5.397068917614369e-010	2.360613e-002	-2.210814e-001	5.715132e-002
5.398217902845466e-010	2.487845e-002	-2.222449e-001	5.549066e-002
5.399366888076564e-010	2.623604e-002	-2.233099e-001	5.391139e-002
5.400515873307662e-010	2.767889e-002	-2.242765e-001	5.241351e-002
5.401664858538759e-010	2.920701e-002	-2.251446e-001	5.099703e-002
5.402813843769856e-010	3.082039e-002	-2.259143e-001	4.966193e-002
5.403962829000954e-010	3.251904e-002	-2.265855e-001	4.840822e-002
5.405111814232052e-010	3.430296e-002	-2.271583e-001	4.723591e-002
5.408307391040666e-010	3.988276e-002	-2.282779e-001	4.432836e-002
5.413070329949380e-010	4.973768e-002	-2.290580e-001	4.071042e-002
5.415735780778416e-010	5.595101e-002	-2.289933e-001	3.899390e-002
5.416839394893915e-010	5.864546e-002	-2.288088e-001	3.835665e-002
5.417943009009414e-010	6.140561e-002	-2.285592e-001	3.773567e-002
5.419046623124913e-010	6.423145e-002	-2.282444e-001	3.713096e-002
5.420150237240412e-010	6.712299e-002	-2.278644e-001	3.654251e-002
5.421253851355910e-010	7.008023e-002	-2.274192e-001	3.597032e-002
5.422357465471410e-010	7.310316e-002	-2.269089e-001	3.541440e-002
5.423461079586909e-010	7.619179e-002	-2.263334e-001	3.487474e-002
5.427313401661576e-010	8.702818e-002	-2.234724e-001	3.308710e-002
5.432042852735751e-010	1.007221e-001	-2.182318e-001	3.108803e-002
5.437296480613962e-010	1.165426e-001	-2.105464e-001	2.891498e-002
5.443784603698592e-010	1.369472e-001	-1.989271e-001	2.607049e-002
5.451061708477125e-010	1.604829e-001	-1.833432e-001	2.271261e-002
5.456961621140013e-010	1.794396e-001	-1.685731e-001	2.015183e-002
5.461954642965987e-010	1.948496e-001	-1.543669e-001	1.843816e-002
5.466531296370983e-010	2.080721e-001	-1.398586e-001	1.751721e-002
5.471063394065630e-010	2.200131e-001	-1.240800e-001	1.746038e-002
5.475965883698872e-010	2.313788e-001	-1.055287e-001	1.859555e-002
5.481188921439825e-010	2.415310e-001	-8.429892e-002	2.139455e-002
5.487300000000000e-010	2.507956e-001	-5.800878e-002	2.696460e-002
5.489133323568052e-010	2.530667e-001	-4.980228e-002	2.906076e-002
5.491577754992122e-010	2.556660e-001	-3.899284e-002	3.223830e-002
5.495229029134239e-010	2.588346e-001	-2.270005e-002	3.792074e-002
5.498615225143085e-010	2.611654e-001	-7.337462e-003	4.413859e-002
5.502002709996783e-010	2.630111e-001	8.125202e-003	5.113222e-002
5.504991729000323e-010	2.642922e-001	2.162361e-002	5.783544e-002
5.508769404590164e-010	2.655746e-001	3.844519e-002	6.703252e-002
5.512383386094682e-010	2.666150e-001	5.415875e-002	7.616608e-002
5.516614914265219e-010	2.675873e-001	7.159831e-002	8.723793e-002
5.521642724536945e-010	2.686120e-001	9.112297e-002	1.010836e-001
5.527353146774385e-010	2.699030e-001	1.121815e-001	1.178277e-001
5.533672584682690e-010	2.716633e-001	1.344024e-001	1.373740e-001
5.538848060415775e-010	2.732936e-001	1.516721e-001	1.537546e-001
5.543876134868840e-010	2.748094e-001	1.673715e-001	1.694791e-001
5.549447814920124e-010	2.760248e-001	1.831399e-001	1.860934e-001
5.554096371026099e-010	2.763516e-001	1.947381e-001	1.989141e-001
5.559158410583039e-010	2.756472e-001	2.055658e-001	2.114514e-001
5.563774607695837e-010	2.737987e-001	2.137365e-001	2.214152e-001
5.568413849509298e-010	2.705884e-001	2.203144e-001	2.299414e-001
5.576195845147211e-010	2.618468e-001	2.279083e-001	2.410482e-001
5.583199400038578e-010	2.503886e-001	2.308470e-001	2.478851e-001
5.589726915727209e-010	2.361991e-001	2.313133e-001	2.525031e-001
5.594257562919864e-010	2.245287e-001	2.301051e-001	2.548185e-001
5.598788210112521e-010	2.123361e-001	2.275053e-001	2.570522e-001
5.603318857305177e-010	1.996215e-001	2.235139e-001	2.592041e-001
5.607849504497834e-010	1.863848e-001	2.181309e-001	2.612744e-001
5.612380151690490e-010	1.726260e-001	2.113564e-001	2.632629e-001
5.616910798883147e-010	1.583451e-001	2.031902e-001	2.651697e-001
5.621441446075803e-010	1.435421e-001	1.936325e-001	2.669948e-001
5.626136324737985e-010	1.282418e-001	1.829889e-001	2.691759e-001
5.631079722078245e-010	1.123350e-001	1.704002e-001	2.713068e-001
5.636300606553561e-010	9.621570e-002	1.553932e-001	2.730747e-001
5.641224736186692e-010	8.207327e-002	1.395296e-001	2.739821e-001
5.646795369818977e-010	6.777985e-002	1.196031e-001	2.737418e-001
5.652700571308951e-010	5.498550e-002	9.640309e-002	2.716467e-001
5.656386695102245e-010	4.832991e-002	8.098864e-002	2.692481e-001
5.659241057311167e-010	4.389281e-002	6.866483e-002	2.667652e-001
5.660901158598489e-010	4.159415e-002	6.132499e-002	2.651051e-001
5.662561259885812e-010	3.948397e-002	5.395759e-002	2.632425e-001
5.664221361173135e-010	3.756228e-002	4.656264e-002	2.611775e-001
5.665881462460457e-010	3.582907e-002	3.914013e-002	2.589101e-001
5.667541563747779e-010	3.428435e-002	3.169006e-002	2.564402e-001
5.669201665035102e-010	3.292812e-002	2.421243e-002	2.537678e-001
5.670861766322425e-010	3.176037e-002	1.670724e-002	2.508930e-001
5.675665464487246e-010	2.889497e-002	-5.302119e-003	2.413588e-001
5.676753779033658e-010	2.836999e-002	-1.028709e-002	2.390019e-001
5.679136622096634e-010	2.736381e-002	-2.110020e-002	2.336226e-001
5.684916872181695e-010	2.544777e-002	-4.687824e-002	2.194005e-001
5.688037516465922e-010	2.462273e-002	-6.023218e-002	2.114037e-001
5.691370519340297e-010	2.387502e-002	-7.385902e-002	2.025993e-001
5.694948691526693e-010	2.312569e-002	-8.787594e-002	1.927644e-001
5.698946821670105e-010	2.223744e-002	-1.029744e-001	1.812546e-001
5.703701543629492e-010	2.100647e-002	-1.203321e-001	1.669060e-001
5.708666028551406e-010	1.950524e-002	-1.377941e-001	1.513792e-001
5.713364370171930e-010	1.797979e-002	-1.535707e-001	1.364995e-001
5.718307984572071e-010	1.648417e-002	-1.691265e-001	1.210802e-001
5.723523746763251e-010	1.535453e-002	-1.840575e-001	1.055643e-001
5.728510863093823e-010	1.504864e-002	-1.966472e-001	9.187116e-002
5.734568038422558e-010	1.618450e-002	-2.094719e-001	7.721158e-002
5.740297508793111e-010	1.917518e-002	-2.190265e-001	6.559458e-002
5.741620901658749e-010	2.016288e-002	-2.208769e-001	6.323560e-002
5.744267687390023e-010	2.250196e-002	-2.241866e-001	5.887999e-002
5.748600000000000e-010	2.740573e-002	-2.285107e-001	5.274766e-002
5.749899693782993e-010	2.914672e-002	-2.296342e-001	5.110414e-002
5.751632618826984e-010	3.158123e-002	-2.308012e-001	4.912077e-002
5.755098468914965e-010	3.713107e-002	-2.324147e-001	4.569267e-002
5.758302760216973e-010	4.316599e-002	-2.333253e-001	4.301091e-002
5.761121211170986e-010	4.915139e-002	-2.337318e-001	4.095332e-002
5.766509878882901e-010	6.200581e-002	-2.332092e-001	3.766014e-002
5.769449152180309e-010	6.975873e-002	-2.321781e-001	3.613929e-002
5.776286929402355e-010	8.887374e-002	-2.275705e-001	3.292460e-002
5.780534997690481e-010	1.012092e-001	-2.226883e-001	3.116874e-002
5.786493347833463e-010	1.192183e-001	-2.137031e-001	2.873141e-002
