Freq.	V(d_3p)
9.79520000000000e+008	(-7.80411908837673e+000dB,-1.92225612862247e+001°)
9.99510000000000e+008	(-7.79563757198205e+000dB,-1.96309431128741e+001°)
1.01950000000000e+009	(-7.78700789588325e+000dB,-2.00407858231223e+001°)
1.03949000000000e+009	(-7.77823468073439e+000dB,-2.04521145154826e+001°)
1.05948000000000e+009	(-7.76932254142193e+000dB,-2.08649539872403e+001°)
1.07947000000000e+009	(-7.76027609573779e+000dB,-2.12793287506945e+001°)
1.09946000000000e+009	(-7.75109997228367e+000dB,-2.16952630444955e+001°)
1.11945000000000e+009	(-7.74179881768224e+000dB,-2.21127808408283e+001°)
1.13944000000000e+009	(-7.73237730316284e+000dB,-2.25319058490614e+001°)
1.15943000000000e+009	(-7.72284013058153e+000dB,-2.29526615163714e+001°)
1.17942000000000e+009	(-7.71319203792908e+000dB,-2.33750710257669e+001°)
1.19941000000000e+009	(-7.70343780437340e+000dB,-2.37991572918645e+001°)
1.21940000000000e+009	(-7.69358225487930e+000dB,-2.42249429547092e+001°)
1.23939000000000e+009	(-7.68363026444168e+000dB,-2.46524503718850e+001°)
1.25938000000000e+009	(-7.67358676196548e+000dB,-2.50817016091185e+001°)
1.27937000000000e+009	(-7.66345673382092e+000dB,-2.55127184295490e+001°)
1.29936000000000e+009	(-7.65324522710002e+000dB,-2.59455222818068e+001°)
1.31935000000000e+009	(-7.64295735259624e+000dB,-2.63801342870220e+001°)
1.33934000000000e+009	(-7.63259828752752e+000dB,-2.68165752248646e+001°)
1.35933000000000e+009	(-7.62217327801953e+000dB,-2.72548655187024e+001°)
1.37932000000000e+009	(-7.61168764136442e+000dB,-2.76950252199487e+001°)
1.39931000000000e+009	(-7.60114676806823e+000dB,-2.81370739916628e+001°)
1.41930000000000e+009	(-7.59055612369798e+000dB,-2.85810310914538e+001°)
1.43929000000000e+009	(-7.57992125053882e+000dB,-2.90269153537362e+001°)
1.45928000000000e+009	(-7.56924776906857e+000dB,-2.94747451713722e+001°)
1.47927000000000e+009	(-7.55854137925751e+000dB,-2.99245384767382e+001°)
1.49926000000000e+009	(-7.54780786169912e+000dB,-3.03763127222441e+001°)
1.51925000000000e+009	(-7.53705307857607e+000dB,-3.08300848603317e+001°)
1.53924000000000e+009	(-7.52628297446592e+000dB,-3.12858713229773e+001°)
1.55923000000000e+009	(-7.51550357698925e+000dB,-3.17436880007214e+001°)
1.57922000000000e+009	(-7.50472099730216e+000dB,-3.22035502212444e+001°)
1.59921000000000e+009	(-7.49394143043550e+000dB,-3.26654727275118e+001°)
1.61920000000000e+009	(-7.48317115548068e+000dB,-3.31294696555059e+001°)
1.63919000000000e+009	(-7.47241653562310e+000dB,-3.35955545115650e+001°)
1.65918000000000e+009	(-7.46168401802256e+000dB,-3.40637401493497e+001°)
1.67917000000000e+009	(-7.45098013354076e+000dB,-3.45340387464579e+001°)
