Freq.	V(n_3p)
2.00000000000000e+007	(-1.07773058848640e+001dB,-1.78890733679499e+000°)
3.99900000000000e+007	(-1.07820166686478e+001dB,-3.51083025311419e+000°)
5.99800000000000e+007	(-1.07849854494616e+001dB,-5.23725567102860e+000°)
7.99700000000000e+007	(-1.07881509943954e+001dB,-6.96517749820869e+000°)
9.99600000000000e+007	(-1.07918962476770e+001dB,-8.69084094848410e+000°)
1.19950000000000e+008	(-1.07961332250724e+001dB,-1.04115714481031e+001°)
1.39940000000000e+008	(-1.08005829298265e+001dB,-1.21259255392766e+001°)
1.59930000000000e+008	(-1.08049097705410e+001dB,-1.38336223996195e+001°)
1.79920000000000e+008	(-1.08088034042950e+001dB,-1.55353368292036e+001°)
1.99910000000000e+008	(-1.08120270969814e+001dB,-1.72324096798233e+001°)
2.19900000000000e+008	(-1.08144392480749e+001dB,-1.89265339256195e+001°)
2.39890000000000e+008	(-1.08159934150602e+001dB,-2.06194695271711e+001°)
2.59880000000000e+008	(-1.08167233876121e+001dB,-2.23128260995413e+001°)
2.79870000000000e+008	(-1.08167206231259e+001dB,-2.40079306139169e+001°)
2.99860000000000e+008	(-1.08161105599428e+001dB,-2.57057754751504e+001°)
3.19850000000000e+008	(-1.08150322769362e+001dB,-2.74070276742579e+001°)
3.39840000000000e+008	(-1.08136235980914e+001dB,-2.91120747994213e+001°)
3.59830000000000e+008	(-1.08120118360327e+001dB,-3.08210863700228e+001°)
3.79820000000000e+008	(-1.08103092485426e+001dB,-3.25340752958176e+001°)
3.99810000000000e+008	(-1.08086118729239e+001dB,-3.42509509317023e+001°)
4.19800000000000e+008	(-1.08070004565519e+001dB,-3.59715604092433e+001°)
4.39790000000000e+008	(-1.08055424708920e+001dB,-3.76957182232925e+001°)
4.59780000000000e+008	(-1.08042945106152e+001dB,-3.94232257210512e+001°)
4.79770000000000e+008	(-1.08033046518327e+001dB,-4.11538827049067e+001°)
4.99760000000000e+008	(-1.08026145448204e+001dB,-4.28874933009065e+001°)
5.19750000000000e+008	(-1.08022611492372e+001dB,-4.46238679048883e+001°)
5.39740000000000e+008	(-1.08022780983739e+001dB,-4.63628226035075e+001°)
5.59730000000000e+008	(-1.08026967198283e+001dB,-4.81041770817286e+001°)
5.79720000000000e+008	(-1.08035467569155e+001dB,-4.98477517129280e+001°)
5.99710000000000e+008	(-1.08048568381202e+001dB,-5.15933642899333e+001°)
6.19700000000000e+008	(-1.08066547376045e+001dB,-5.33408266872208e+001°)
6.39690000000000e+008	(-1.08089674623350e+001dB,-5.50899416332191e+001°)
6.59680000000000e+008	(-1.08118211932241e+001dB,-5.68404997043230e+001°)
6.79670000000000e+008	(-1.08152411001724e+001dB,-5.85922766178575e+001°)
6.99660000000000e+008	(-1.08192510448466e+001dB,-6.03450308910244e+001°)
7.19650000000000e+008	(-1.08238731809371e+001dB,-6.20985019398599e+001°)
7.39640000000000e+008	(-1.08291274598372e+001dB,-6.38524087103874e+001°)
7.59630000000000e+008	(-1.08350310504560e+001dB,-6.56064489577963e+001°)
7.79620000000000e+008	(-1.08415976853674e+001dB,-6.73602993124561e+001°)
7.99610000000000e+008	(-1.08488369516865e+001dB,-6.91136162869900e+001°)
8.19600000000000e+008	(-1.08567535536316e+001dB,-7.08660383788572e+001°)
8.39590000000000e+008	(-1.08653465838569e+001dB,-7.26171894001085e+001°)
8.59580000000000e+008	(-1.08746088510376e+001dB,-7.43666831136483e+001°)
8.79570000000000e+008	(-1.08845263198800e+001dB,-7.61141291698464e+001°)
8.99560000000000e+008	(-1.08950777244524e+001dB,-7.78591402205954e+001°)
9.19550000000000e+008	(-1.09062344140336e+001dB,-7.96013399488533e+001°)
9.39540000000000e+008	(-1.09179604807101e+001dB,-8.13403716075214e+001°)
9.59530000000000e+008	(-1.09302131989594e+001dB,-8.30759065360192e+001°)
9.79520000000000e+008	(-1.09429437804336e+001dB,-8.48076520430024e+001°)
9.99510000000000e+008	(-1.09560984150968e+001dB,-8.65353580331938e+001°)
1.01950000000000e+009	(-1.09696195374592e+001dB,-8.82588218292317e+001°)
1.03949000000000e+009	(-1.09834472294550e+001dB,-8.99778907942840e+001°)
1.05948000000000e+009	(-1.09975206546803e+001dB,-9.16924625789565e+001°)
1.07947000000000e+009	(-1.10117794156214e+001dB,-9.34024830631119e+001°)
1.09946000000000e+009	(-1.10261647368831e+001dB,-9.51079422987209e+001°)
1.11945000000000e+009	(-1.10406204010375e+001dB,-9.68088689454419e+001°)
1.13944000000000e+009	(-1.10550933950539e+001dB,-9.85053237993736e+001°)
1.15943000000000e+009	(-1.10695342586770e+001dB,-1.00197393037479e+002°)
1.17942000000000e+009	(-1.10838971562548e+001dB,-1.01885181742937e+002°)
1.19941000000000e+009	(-1.10981397163798e+001dB,-1.03568808160849e+002°)
1.21940000000000e+009	(-1.11122226973544e+001dB,-1.05248398986590e+002°)
1.23939000000000e+009	(-1.11261095408797e+001dB,-1.06924085837502e+002°)
1.25938000000000e+009	(-1.11397658730380e+001dB,-1.08596002923998e+002°)
1.27937000000000e+009	(-1.11531590029175e+001dB,-1.10264285831703e+002°)
1.29936000000000e+009	(-1.11662574576257e+001dB,-1.11929071257030e+002°)
1.31935000000000e+009	(-1.11790305801501e+001dB,-1.13590497502986e+002°)
1.33934000000000e+009	(-1.11914482051650e+001dB,-1.15248705534301e+002°)
1.35933000000000e+009	(-1.12034804184101e+001dB,-1.16903840403513e+002°)
1.37932000000000e+009	(-1.12150973980859e+001dB,-1.18556052884753e+002°)
1.39931000000000e+009	(-1.12262693318062e+001dB,-1.20205501183124e+002°)
1.41930000000000e+009	(-1.12369663997329e+001dB,-1.21852352619867e+002°)
1.43929000000000e+009	(-1.12471588132030e+001dB,-1.23496785223560e+002°)
1.45928000000000e+009	(-1.12568168980007e+001dB,-1.25138989183758e+002°)
1.47927000000000e+009	(-1.12659112120568e+001dB,-1.26779168144894e+002°)
1.49926000000000e+009	(-1.12744126884471e+001dB,-1.28417540335086e+002°)
1.51925000000000e+009	(-1.12822927958598e+001dB,-1.30054339537120e+002°)
