time	V(n_3p)
0.000000000000000e+000	0.000000e+000
1.953124965725918e-017	0.000000e+000
3.906249931451836e-017	0.000000e+000
7.812499862903672e-017	0.000000e+000
1.562499972580734e-016	0.000000e+000
3.124999945161469e-016	0.000000e+000
6.249999890322938e-016	0.000000e+000
1.249999978064588e-015	0.000000e+000
2.499999956129175e-015	0.000000e+000
4.999999912258350e-015	0.000000e+000
9.999999824516700e-015	0.000000e+000
1.999999964903340e-014	0.000000e+000
3.999999929806680e-014	0.000000e+000
7.999999859613360e-014	0.000000e+000
1.599999971922672e-013	0.000000e+000
3.199999943845344e-013	0.000000e+000
5.699999943845344e-013	0.000000e+000
8.199999943845343e-013	0.000000e+000
1.069999994384534e-012	0.000000e+000
1.319999994384534e-012	0.000000e+000
1.569999994384534e-012	0.000000e+000
1.819999994384534e-012	0.000000e+000
2.069999994384534e-012	0.000000e+000
2.319999994384534e-012	0.000000e+000
2.569999994384534e-012	0.000000e+000
2.819999994384534e-012	0.000000e+000
3.069999994384534e-012	0.000000e+000
3.319999994384534e-012	0.000000e+000
3.569999994384534e-012	0.000000e+000
3.819999994384534e-012	0.000000e+000
4.069999994384534e-012	0.000000e+000
4.319999994384534e-012	0.000000e+000
4.569999994384534e-012	0.000000e+000
4.819999994384533e-012	0.000000e+000
5.069999994384533e-012	0.000000e+000
5.319999994384533e-012	0.000000e+000
5.569999994384533e-012	0.000000e+000
5.819999994384533e-012	0.000000e+000
6.069999994384533e-012	0.000000e+000
6.319999994384533e-012	0.000000e+000
6.569999994384533e-012	0.000000e+000
6.819999994384533e-012	0.000000e+000
7.069999994384533e-012	0.000000e+000
7.319999994384533e-012	0.000000e+000
7.569999994384534e-012	0.000000e+000
7.819999994384534e-012	0.000000e+000
8.069999994384535e-012	0.000000e+000
8.319999994384536e-012	0.000000e+000
8.569999994384537e-012	0.000000e+000
8.819999994384537e-012	0.000000e+000
9.069999994384538e-012	0.000000e+000
9.319999994384539e-012	0.000000e+000
9.569999994384540e-012	0.000000e+000
9.819999994384540e-012	0.000000e+000
1.006999999438454e-011	0.000000e+000
1.031999999438454e-011	0.000000e+000
1.056999999438454e-011	0.000000e+000
1.081999999438454e-011	0.000000e+000
