time	V(ctle_out)	V(n_3p)
1.165564452914420e-011	1.487986e-011	6.559017e-011
1.174719726351921e-011	1.547184e-011	6.932049e-011
1.183874999789421e-011	1.602080e-011	7.235789e-011
1.193030273226921e-011	1.651765e-011	7.466406e-011
1.202185546664421e-011	1.695369e-011	7.620837e-011
1.211340820101921e-011	1.732066e-011	7.696810e-011
1.220496093539421e-011	1.761091e-011	7.692866e-011
1.229651366976921e-011	1.781748e-011	7.608365e-011
1.238806640414421e-011	1.793422e-011	7.443490e-011
1.247961913851921e-011	1.795588e-011	7.199238e-011
1.257117187289421e-011	1.787821e-011	6.877404e-011
1.266272460726921e-011	1.769802e-011	6.480558e-011
1.275427734164421e-011	1.741321e-011	6.012021e-011
1.284583007601921e-011	1.702290e-011	5.475819e-011
1.293738281039421e-011	1.652738e-011	4.876644e-011
1.302893554476921e-011	1.592818e-011	4.219807e-011
1.312048827914421e-011	1.522806e-011	3.511179e-011
1.321204101351921e-011	1.443101e-011	2.757136e-011
1.330359374789421e-011	1.354223e-011	1.964494e-011
1.339514648226921e-011	1.256808e-011	1.140445e-011
1.348669921664421e-011	1.151607e-011	2.924833e-012
1.357825195101921e-011	1.039473e-011	-5.716596e-012
1.366980468539421e-011	9.213632e-012	-1.444091e-011
1.376135741976921e-011	7.983214e-012	-2.316827e-011
1.385291015414421e-011	6.714751e-012	-3.181867e-011
1.394446288851922e-011	5.420219e-012	-4.031267e-011
1.403601562289422e-011	4.112194e-012	-4.857206e-011
1.412756835726922e-011	2.803731e-012	-5.652057e-011
1.421912109164422e-011	1.508238e-012	-6.408456e-011
1.431067382601922e-011	2.393478e-013	-7.119359e-011
1.440222656039422e-011	-9.892149e-013	-7.778106e-011
1.449377929476922e-011	-2.163770e-012	-8.378478e-011
1.458533202914422e-011	-3.270817e-012	-8.914745e-011
1.467688476351922e-011	-4.297173e-012	-9.381713e-011
1.476843749789422e-011	-5.230098e-012	-9.774767e-011
1.485999023226922e-011	-6.057431e-012	-1.008991e-010
1.495154296664422e-011	-6.767712e-012	-1.032378e-010
1.504309570101922e-011	-7.350299e-012	-1.047370e-010
1.513464843539422e-011	-7.795484e-012	-1.053767e-010
1.522620116976922e-011	-8.094595e-012	-1.051440e-010
1.531775390414422e-011	-8.240094e-012	-1.040332e-010
1.540930663851922e-011	-8.225661e-012	-1.020456e-010
1.550085937289422e-011	-8.046268e-012	-9.918966e-011
1.559241210726922e-011	-7.698247e-012	-9.548076e-011
1.568396484164422e-011	-7.179343e-012	-9.094123e-011
1.577551757601922e-011	-6.488750e-012	-8.559999e-011
1.586707031039422e-011	-5.627141e-012	-7.949239e-011
1.595862304476922e-011	-4.596688e-012	-7.265987e-011
1.605017577914422e-011	-3.401059e-012	-6.514961e-011
1.614172851351923e-011	-2.045410e-012	-5.701420e-011
1.623328124789423e-011	-5.363616e-013	-4.831113e-011
1.632483398226923e-011	1.118040e-012	-3.910244e-011
1.641638671664423e-011	2.908366e-012	-2.945415e-011
1.650793945101923e-011	4.823871e-012	-1.943580e-011
1.659949218539423e-011	6.852558e-012	-9.119903e-012
1.669104491976923e-011	8.403138e-012	1.418603e-012
1.678259765414423e-011	8.865063e-012	1.210292e-011
1.687415038851923e-011	8.769119e-012	2.285493e-011
1.696570312289423e-011	8.673734e-012	3.359584e-011
1.705725585726923e-011	8.588325e-012	4.424665e-011
1.714880859164423e-011	8.531027e-012	5.472883e-011
1.724036132601923e-011	8.519481e-012	6.496480e-011
1.733191406039423e-011	8.561662e-012	7.487851e-011
1.742346679476923e-011	8.657560e-012	8.439601e-011
1.751501952914423e-011	8.804307e-012	9.344589e-011
1.760657226351923e-011	8.998078e-012	1.019598e-010
1.769812499789423e-011	9.234336e-012	1.098730e-010
1.778967773226923e-011	9.507890e-012	1.171247e-010
1.788123046664423e-011	9.812947e-012	1.236585e-010
1.797278320101923e-011	1.014319e-011	1.294226e-010
1.806433593539423e-011	1.049182e-011	1.343706e-010
1.815588866976923e-011	1.085167e-011	1.384613e-010
1.824744140414423e-011	1.121526e-011	1.416592e-010
1.833899413851924e-011	1.157487e-011	1.439346e-010
1.843054687289424e-011	1.192265e-011	1.452641e-010
1.852209960726924e-011	1.225068e-011	1.456303e-010
1.861365234164424e-011	1.255107e-011	1.450223e-010
1.870520507601924e-011	1.281604e-011	1.434353e-010
1.879675781039424e-011	1.303800e-011	1.408711e-010
1.888831054476924e-011	1.320965e-011	1.373379e-010
1.897986327914424e-011	1.332403e-011	1.328499e-010
1.907141601351924e-011	1.337462e-011	1.274279e-010
1.916296874789424e-011	1.335542e-011	1.210984e-010
1.925452148226924e-011	1.326101e-011	1.138939e-010
1.934607421664424e-011	1.308657e-011	1.058526e-010
1.943762695101924e-011	1.282804e-011	9.701809e-011
1.952917968539424e-011	1.248203e-011	8.743892e-011
1.962073241976924e-011	1.204600e-011	7.716863e-011
1.971228515414424e-011	1.151821e-011	6.626515e-011
1.980383788851924e-011	1.089778e-011	5.479055e-011
1.989539062289424e-011	1.018471e-011	4.281061e-011
1.998694335726924e-011	9.379914e-012	3.039444e-011
2.007849609164424e-011	8.485211e-012	1.761405e-011
2.017004882601924e-011	7.503330e-012	4.543899e-012
2.026160156039424e-011	6.437906e-012	-8.739517e-012
2.035315429476924e-011	5.293468e-012	-2.215815e-011
2.044470702914424e-011	4.075415e-012	-3.563284e-011
2.053625976351925e-011	2.789990e-012	-4.908380e-011
2.062781249789425e-011	1.444243e-012	-6.243107e-011
2.071936523226925e-011	4.598896e-014	-7.559500e-011
2.081091796664425e-011	-1.396239e-012	-8.849665e-011
2.090247070101925e-011	-2.873249e-012	-1.010583e-010
2.099402343539425e-011	-4.375245e-012	-1.132040e-010
2.108557616976925e-011	-5.891895e-012	-1.248596e-010
2.117712890414425e-011	-7.412395e-012	-1.359537e-010
2.126868163851925e-011	-8.925555e-012	-1.464176e-010
2.136023437289425e-011	-1.041986e-011	-1.561861e-010
2.145178710726925e-011	-1.188356e-011	-1.651974e-010
2.154333984164425e-011	-1.330476e-011	-1.733938e-010
2.163489257601925e-011	-1.467149e-011	-1.807218e-010
2.172644531039425e-011	-1.597178e-011	-1.871325e-010
2.181799804476925e-011	-1.719381e-011	-1.925819e-010
2.190955077914425e-011	-1.832590e-011	-1.970309e-010
2.200110351351925e-011	-1.935670e-011	-2.004459e-010
2.209265624789425e-011	-2.027517e-011	-2.027987e-010
2.218420898226925e-011	-2.107078e-011	-2.040664e-010
2.227576171664425e-011	-2.173349e-011	-2.042323e-010
2.236731445101925e-011	-2.225389e-011	-2.032852e-010
2.245886718539425e-011	-2.262323e-011	-2.012198e-010
2.255041991976925e-011	-2.283356e-011	-1.980368e-010
2.264197265414425e-011	-2.287771e-011	-1.937425e-010
2.273352538851926e-011	-2.274943e-011	-1.883495e-010
2.282507812289426e-011	-2.244338e-011	-1.818757e-010
2.291663085726926e-011	-2.195527e-011	-1.743451e-010
2.300818359164426e-011	-2.128181e-011	-1.657870e-010
2.309973632601926e-011	-2.042080e-011	-1.562362e-010
2.319128906039426e-011	-1.937120e-011	-1.457328e-010
2.328284179476926e-011	-1.813306e-011	-1.343219e-010
2.337439452914426e-011	-1.670765e-011	-1.220533e-010
2.346594726351926e-011	-1.509739e-011	-1.089816e-010
2.355749999789426e-011	-1.330591e-011	-9.516547e-011
2.364905273226926e-011	-1.133803e-011	-8.066777e-011
2.374060546664426e-011	-9.199730e-012	-6.555498e-011
2.383215820101926e-011	-6.898186e-012	-4.989696e-011
2.392371093539426e-011	-4.441705e-012	-3.376664e-011
2.401526366976926e-011	-1.839715e-012	-1.723962e-011
2.410681640414426e-011	8.972712e-013	-3.938521e-013
2.419836913851926e-011	3.757701e-012	1.669078e-011
2.428992187289426e-011	6.729026e-012	3.393281e-011
2.438147460726926e-011	9.797761e-012	5.124957e-011
2.447302734164426e-011	1.294954e-011	6.855760e-011
2.456458007601926e-011	1.616917e-011	8.577303e-011
2.465613281039426e-011	1.944073e-011	1.028120e-010
2.474768554476926e-011	2.274763e-011	1.195910e-010
2.483923827914426e-011	2.607268e-011	1.360272e-010
2.493079101351927e-011	2.939819e-011	1.520392e-010
2.502234374789427e-011	3.270605e-011	1.675468e-010
2.511389648226927e-011	3.597782e-011	1.824718e-010
2.520544921664427e-011	3.919486e-011	1.967385e-010
2.529700195101927e-011	4.233835e-011	2.102734e-010
2.538855468539427e-011	4.538945e-011	2.230062e-010
2.548010741976927e-011	4.832938e-011	2.348699e-010
2.557166015414427e-011	5.113951e-011	2.458009e-010
2.566321288851927e-011	5.380148e-011	2.557395e-010
2.575476562289427e-011	5.597054e-011	2.646302e-010
2.584631835726927e-011	5.735479e-011	2.724219e-010
2.593787109164427e-011	5.837293e-011	2.790680e-010
2.602942382601927e-011	5.940068e-011	2.845269e-010
2.612097656039427e-011	6.044113e-011	2.887619e-010
2.621252929476927e-011	6.149854e-011	2.917416e-010
2.630408202914427e-011	6.257347e-011	2.934398e-010
2.639563476351927e-011	6.366027e-011	2.938358e-010
2.648718749789427e-011	6.474950e-011	2.929147e-010
2.657874023226927e-011	6.583074e-011	2.906669e-010
2.667029296664427e-011	6.689342e-011	2.870888e-010
2.676184570101927e-011	6.792703e-011	2.821823e-010
2.685339843539427e-011	6.892110e-011	2.759552e-010
2.694495116976927e-011	6.986541e-011	2.684210e-010
2.703650390414427e-011	7.074995e-011	2.595988e-010
2.712805663851928e-011	7.156502e-011	2.495134e-010
2.721960937289428e-011	7.230133e-011	2.381950e-010
2.731116210726928e-011	7.295008e-011	2.256795e-010
2.740271484164428e-011	7.350295e-011	2.120076e-010
2.749426757601928e-011	7.395226e-011	1.972256e-010
2.758582031039428e-011	7.429097e-011	1.813846e-010
2.767737304476928e-011	7.451273e-011	1.645403e-010
2.776892577914428e-011	7.461197e-011	1.467531e-010
2.786047851351928e-011	7.458392e-011	1.280878e-010
2.795203124789428e-011	7.442468e-011	1.086130e-010
2.804358398226928e-011	7.413123e-011	8.840149e-011
2.813513671664428e-011	7.370146e-011	6.752918e-011
2.822668945101928e-011	7.313422e-011	4.607547e-011
2.831824218539428e-011	7.242932e-011	2.412258e-011
2.840979491976928e-011	7.158753e-011	1.755373e-012
2.850134765414428e-011	7.061063e-011	-2.093901e-011
2.859290038851928e-011	6.950139e-011	-4.387150e-011
2.868445312289428e-011	6.826359e-011	-6.695140e-011
2.877600585726928e-011	6.690197e-011	-9.008681e-011
2.886755859164428e-011	6.542229e-011	-1.131849e-010
2.895911132601928e-011	6.383126e-011	-1.361523e-010
2.905066406039428e-011	6.213650e-011	-1.588955e-010
2.914221679476928e-011	6.034660e-011	-1.813212e-010
2.923376952914428e-011	5.847094e-011	-2.033365e-010
2.932532226351928e-011	5.651983e-011	-2.248497e-010
2.941687499789428e-011	5.450432e-011	-2.457701e-010
2.950842773226928e-011	5.243622e-011	-2.660087e-010
2.959998046664428e-011	5.032802e-011	-2.854785e-010
2.969153320101928e-011	4.819285e-011	-3.040948e-010
2.978308593539428e-011	4.604438e-011	-3.217756e-010
2.987463866976928e-011	4.389680e-011	-3.384417e-010
2.996619140414428e-011	4.176471e-011	-3.540173e-010
3.005774413851929e-011	3.966308e-011	-3.684302e-010
3.014929687289429e-011	3.760717e-011	-3.816120e-010
3.024084960726929e-011	3.561247e-011	-3.934983e-010
3.033240234164429e-011	3.369457e-011	-4.040294e-010
3.042395507601929e-011	3.186915e-011	-4.131501e-010
3.051550781039429e-011	3.015182e-011	-4.208100e-010
3.060706054476929e-011	2.855810e-011	-4.269637e-010
3.069861327914429e-011	2.710332e-011	-4.315713e-010
3.079016601351929e-011	2.580253e-011	-4.345982e-010
3.088171874789429e-011	2.467040e-011	-4.360154e-010
3.097327148226929e-011	2.372119e-011	-4.357996e-010
3.106482421664429e-011	2.296859e-011	-4.339335e-010
3.115637695101929e-011	2.242570e-011	-4.304056e-010
3.124792968539429e-011	2.210494e-011	-4.252103e-010
3.133948241976929e-011	2.201793e-011	-4.183483e-010
3.143103515414429e-011	2.217548e-011	-4.098262e-010
3.152258788851929e-011	2.258748e-011	-3.996568e-010
3.161414062289429e-011	2.326288e-011	-3.878589e-010
3.170569335726929e-011	2.420956e-011	-3.744574e-010
3.179724609164429e-011	2.543433e-011	-3.594832e-010
3.188879882601929e-011	2.694285e-011	-3.429731e-010
3.198035156039429e-011	2.873958e-011	-3.249698e-010
3.207190429476929e-011	3.082773e-011	-3.055214e-010
3.216345702914429e-011	3.320922e-011	-2.846818e-010
3.225500976351930e-011	3.588467e-011	-2.625104e-010
3.234656249789430e-011	3.885333e-011	-2.390716e-010
3.243811523226930e-011	4.211308e-011	-2.144348e-010
3.252966796664430e-011	4.566041e-011	-1.886745e-010
3.262122070101930e-011	4.949039e-011	-1.618694e-010
3.271277343539430e-011	5.359666e-011	-1.341028e-010
3.280432616976930e-011	5.797146e-011	-1.054621e-010
3.289587890414430e-011	6.260562e-011	-7.603815e-011
3.298743163851930e-011	6.748854e-011	-4.592567e-011
3.307898437289430e-011	7.260829e-011	-1.522237e-011
3.317053710726930e-011	7.795155e-011	1.597112e-011
3.326208984164430e-011	8.350370e-011	4.755161e-011
3.335364257601930e-011	8.924879e-011	7.941371e-011
3.344519531039430e-011	9.516966e-011	1.114502e-010
3.353674804476930e-011	1.012479e-010	1.435523e-010
3.362830077914430e-011	1.074641e-010	1.756100e-010
3.371985351351930e-011	1.137975e-010	2.075128e-010
3.381140624789430e-011	1.202266e-010	2.391495e-010
3.390295898226930e-011	1.267287e-010	2.704089e-010
3.399451171664430e-011	1.332805e-010	3.011802e-010
3.408606445101930e-011	1.398576e-010	3.313533e-010
3.417761718539430e-011	1.464351e-010	3.608191e-010
3.426916991976930e-011	1.529873e-010	3.894700e-010
3.436072265414430e-011	1.594883e-010	4.172002e-010
3.445227538851931e-011	1.659112e-010	4.439061e-010
3.454382812289431e-011	1.722294e-010	4.694864e-010
3.463538085726931e-011	1.784155e-010	4.938432e-010
3.472693359164431e-011	1.844424e-010	5.168813e-010
3.481848632601931e-011	1.892844e-010	5.385093e-010
3.491003906039431e-011	1.919774e-010	5.586395e-010
3.500159179476931e-011	1.936225e-010	5.771886e-010
3.509314452914431e-011	1.952759e-010	5.940776e-010
3.518469726351931e-011	1.969507e-010	6.092323e-010
3.527624999789431e-011	1.986699e-010	6.225837e-010
3.536780273226931e-011	2.004509e-010	6.340679e-010
3.545935546664431e-011	2.022939e-010	6.436265e-010
3.555090820101931e-011	2.041872e-010	6.512069e-010
3.564246093539431e-011	2.061149e-010	6.567626e-010
3.573401366976931e-011	2.080608e-010	6.602531e-010
3.582556640414431e-011	2.100082e-010	6.616442e-010
3.591711913851931e-011	2.119403e-010	6.609081e-010
3.600867187289431e-011	2.138400e-010	6.580236e-010
3.610022460726931e-011	2.156903e-010	6.529765e-010
3.619177734164431e-011	2.174739e-010	6.457588e-010
3.628333007601931e-011	2.191740e-010	6.363699e-010
3.637488281039431e-011	2.207737e-010	6.248156e-010
3.646643554476931e-011	2.222567e-010	6.111091e-010
3.655798827914431e-011	2.236068e-010	5.952701e-010
3.664954101351932e-011	2.248085e-010	5.773252e-010
3.674109374789432e-011	2.258468e-010	5.573082e-010
3.683264648226932e-011	2.267072e-010	5.352593e-010
3.692419921664432e-011	2.273762e-010	5.112255e-010
3.701575195101932e-011	2.278408e-010	4.852606e-010
3.710730468539432e-011	2.280892e-010	4.574245e-010
3.719885741976932e-011	2.281104e-010	4.277837e-010
3.729041015414432e-011	2.278944e-010	3.964107e-010
3.738196288851932e-011	2.274323e-010	3.633839e-010
3.747351562289432e-011	2.267163e-010	3.287876e-010
3.756506835726932e-011	2.257400e-010	2.927115e-010
3.765662109164432e-011	2.244981e-010	2.552507e-010
3.774817382601932e-011	2.229865e-010	2.165052e-010
3.783972656039432e-011	2.212025e-010	1.765797e-010
3.793127929476932e-011	2.191450e-010	1.355835e-010
3.802283202914432e-011	2.168139e-010	9.363002e-011
3.811438476351932e-011	2.142108e-010	5.083634e-011
3.820593749789432e-011	2.113386e-010	7.323179e-012
3.829749023226932e-011	2.082017e-010	-3.678565e-011
3.838904296664432e-011	2.048060e-010	-8.136355e-011
3.848059570101932e-011	2.011589e-010	-1.262815e-010
3.857214843539432e-011	1.972689e-010	-1.714084e-010
3.866370116976932e-011	1.931462e-010	-2.166116e-010
3.875525390414432e-011	1.888024e-010	-2.617570e-010
3.884680663851933e-011	1.842505e-010	-3.067097e-010
3.893835937289433e-011	1.795046e-010	-3.513344e-010
3.902991210726933e-011	1.745802e-010	-3.954955e-010
3.912146484164433e-011	1.694941e-010	-4.390579e-010
3.921301757601933e-011	1.642643e-010	-4.818872e-010
3.930457031039433e-011	1.589100e-010	-5.238500e-010
3.939612304476933e-011	1.534513e-010	-5.648144e-010
3.948767577914433e-011	1.479094e-010	-6.046506e-010
3.957922851351933e-011	1.423065e-010	-6.432309e-010
3.967078124789433e-011	1.366658e-010	-6.804304e-010
3.976233398226933e-011	1.310110e-010	-7.161272e-010
3.985388671664433e-011	1.253666e-010	-7.502028e-010
3.994543945101933e-011	1.196136e-010	-7.825428e-010
4.000000000000000e-011	1.159846e-010	-8.009479e-010
4.000915527343750e-011	1.151109e-010	-8.056084e-010
4.002746582031250e-011	1.137987e-010	-8.143897e-010
4.006408691406250e-011	1.115261e-010	-8.291454e-010
4.013732910156250e-011	1.072009e-010	-8.509448e-010
4.022888183593750e-011	1.022085e-010	-8.703784e-010
4.032043457031250e-011	9.774322e-011	-8.872506e-010
4.041198730468750e-011	9.355915e-011	-9.048292e-010
4.050354003906250e-011	8.928803e-011	-9.238897e-010
4.059509277343750e-011	8.478888e-011	-9.438504e-010
4.068664550781250e-011	8.010986e-011	-9.635208e-010
4.077819824218750e-011	7.539647e-011	-9.815714e-010
4.086975097656251e-011	7.082974e-011	-9.968063e-010
4.096130371093751e-011	6.658698e-011	-1.008301e-009
4.105285644531251e-011	6.281904e-011	-1.015450e-009
4.114440917968751e-011	5.963940e-011	-1.017956e-009
4.123596191406251e-011	5.712129e-011	-1.015792e-009
4.132751464843751e-011	5.530018e-011	-1.009141e-009
4.141906738281251e-011	5.417933e-011	-9.983369e-010
4.151062011718751e-011	5.373700e-011	-9.838015e-010
4.160217285156251e-011	5.393401e-011	-9.659966e-010
4.169372558593751e-011	5.472109e-011	-9.453792e-010
4.178527832031251e-011	5.604536e-011	-9.223693e-010
4.187683105468751e-011	5.785575e-011	-8.973274e-010
4.196838378906251e-011	6.010725e-011	-8.705404e-010
4.205993652343751e-011	6.276389e-011	-8.422157e-010
4.215148925781251e-011	6.580054e-011	-8.124823e-010
4.224304199218751e-011	6.920373e-011	-7.813953e-010
4.233459472656251e-011	7.297155e-011	-7.489457e-010
4.242614746093751e-011	7.711282e-011	-7.150722e-010
4.251770019531251e-011	8.164566e-011	-6.796734e-010
4.260925292968751e-011	8.659577e-011	-6.426223e-010
4.270080566406251e-011	9.199434e-011	-6.037787e-010
4.279235839843751e-011	9.787588e-011	-5.630023e-010
4.288391113281251e-011	1.042761e-010	-5.201627e-010
4.297546386718751e-011	1.112297e-010	-4.751504e-010
4.306701660156252e-011	1.187687e-010	-4.278833e-010
4.315856933593752e-011	1.269205e-010	-3.783133e-010
4.325012207031252e-011	1.357064e-010	-3.264305e-010
4.334167480468752e-011	1.451406e-010	-2.722652e-010
4.343322753906252e-011	1.552296e-010	-2.158894e-010
4.352478027343752e-011	1.659708e-010	-1.574154e-010
4.361633300781252e-011	1.739019e-010	-9.699463e-011
4.370788574218752e-011	1.753960e-010	-3.481420e-011
4.379943847656252e-011	1.735750e-010	2.890659e-011
4.389099121093752e-011	1.717419e-010	9.392077e-011
4.398254394531252e-011	1.699567e-010	1.599586e-010
4.407409667968752e-011	1.683368e-010	2.267328e-010
4.416564941406252e-011	1.670016e-010	2.939436e-010
4.425720214843752e-011	1.660143e-010	3.612842e-010
