time	V(sum)
6.763491210938036e-010	1.128359e-002
6.764711914063036e-010	1.123333e-002
6.765932617188035e-010	1.118350e-002
6.767153320313035e-010	1.113410e-002
6.768374023438035e-010	1.108508e-002
6.768779296875001e-010	1.106890e-002
6.769189453126068e-010	1.105261e-002
6.770000000000000e-010	1.102051e-002
6.770081054687393e-010	1.101732e-002
6.770243164062180e-010	1.101093e-002
6.770567382811753e-010	1.099819e-002
6.771215820310899e-010	1.097282e-002
6.772436523435899e-010	1.092536e-002
6.773657226560898e-010	1.087829e-002
6.774877929685898e-010	1.083167e-002
6.776098632810898e-010	1.078553e-002
6.777319335935897e-010	1.073986e-002
6.778540039060897e-010	1.069465e-002
6.779760742185896e-010	1.064990e-002
6.780981445310896e-010	1.060561e-002
6.782202148435895e-010	1.056179e-002
6.783422851560895e-010	1.051845e-002
6.784643554685895e-010	1.047559e-002
6.785864257810894e-010	1.043322e-002
6.787084960935894e-010	1.039136e-002
6.788305664060893e-010	1.034999e-002
6.789526367185893e-010	1.030910e-002
6.790747070310892e-010	1.026869e-002
6.791967773435892e-010	1.022875e-002
6.793188476560892e-010	1.018929e-002
6.794409179685891e-010	1.015033e-002
6.795629882810891e-010	1.011186e-002
6.796850585935890e-010	1.007389e-002
6.798071289060890e-010	1.003643e-002
6.799291992185890e-010	9.999482e-003
6.800512695310889e-010	9.963039e-003
6.801733398435889e-010	9.927092e-003
6.802954101560888e-010	9.891624e-003
6.804174804685888e-010	9.856633e-003
6.805395507810887e-010	9.822125e-003
6.806616210935887e-010	9.788098e-003
6.807836914060887e-010	9.754557e-003
6.809057617185886e-010	9.721508e-003
6.810278320310886e-010	9.688951e-003
6.811499023435885e-010	9.656888e-003
6.812719726560885e-010	9.625313e-003
6.813940429685884e-010	9.594226e-003
6.815161132810884e-010	9.563625e-003
6.816381835935884e-010	9.533506e-003
6.817602539060883e-010	9.503865e-003
6.818823242185883e-010	9.474699e-003
6.820043945310882e-010	9.446004e-003
6.821264648435882e-010	9.417776e-003
6.822485351560881e-010	9.390010e-003
6.823706054685881e-010	9.362699e-003
6.824926757810881e-010	9.335840e-003
6.826147460935880e-010	9.309427e-003
6.827368164060880e-010	9.283453e-003
6.828588867185879e-010	9.257914e-003
6.829809570310879e-010	9.232801e-003
6.831030273435878e-010	9.208109e-003
6.832250976560878e-010	9.183831e-003
6.833471679685878e-010	9.159957e-003
6.834692382810877e-010	9.136483e-003
6.835913085935877e-010	9.113399e-003
6.837133789060876e-010	9.090698e-003
6.838354492185876e-010	9.068425e-003
6.839575195310875e-010	9.046637e-003
6.840795898435875e-010	9.025299e-003
6.842016601560875e-010	9.004366e-003
6.843237304685874e-010	8.983832e-003
6.844458007810874e-010	8.963684e-003
6.845678710935873e-010	8.943908e-003
6.846899414060873e-010	8.924493e-003
6.848120117185873e-010	8.905429e-003
6.849340820310872e-010	8.886710e-003
6.850561523435872e-010	8.868323e-003
6.851782226560871e-010	8.850277e-003
6.853002929685871e-010	8.832589e-003
6.854223632810870e-010	8.815251e-003
6.855444335935870e-010	8.798252e-003
6.856665039060870e-010	8.781582e-003
6.857885742185869e-010	8.765228e-003
6.859106445310869e-010	8.749172e-003
6.860327148435868e-010	8.733399e-003
6.861547851560868e-010	8.717899e-003
6.862768554685867e-010	8.702662e-003
6.863989257810867e-010	8.687692e-003
6.865209960935867e-010	8.673008e-003
6.866430664060866e-010	8.658603e-003
6.867651367185866e-010	8.644467e-003
6.868872070310865e-010	8.630590e-003
6.870092773435865e-010	8.616955e-003
6.871313476560864e-010	8.603543e-003
6.872534179685864e-010	8.590337e-003
6.873754882810864e-010	8.577323e-003
6.874975585935863e-010	8.564505e-003
6.876196289060863e-010	8.551897e-003
6.877416992185862e-010	8.539497e-003
6.878637695310862e-010	8.527295e-003
6.879858398435861e-010	8.515281e-003
6.881079101560861e-010	8.503438e-003
6.882299804685861e-010	8.491744e-003
6.883520507810860e-010	8.480182e-003
6.884741210935860e-010	8.468749e-003
6.885961914060859e-010	8.457455e-003
6.887182617185859e-010	8.446299e-003
