time	V(n_3p)	V(sum)
1.612500000000002e-011	-1.274547e-010	-1.251739e-010
1.637500000000002e-011	-8.033620e-011	-7.867867e-011
1.662500000000001e-011	-2.658762e-011	-2.565166e-011
1.687500000000001e-011	3.090479e-011	3.106140e-011
1.712500000000001e-011	8.902366e-011	8.838590e-011
1.737500000000001e-011	1.445915e-010	1.431869e-010
1.762500000000001e-011	1.945408e-010	1.924368e-010
1.787500000000001e-011	2.360742e-010	2.333742e-010
1.812500000000001e-011	2.668075e-010	2.636443e-010
1.837500000000001e-011	2.848882e-010	2.814172e-010
1.862500000000001e-011	2.890850e-010	2.854758e-010
1.887500000000001e-011	2.788448e-010	2.752726e-010
1.912500000000001e-011	2.543157e-010	2.509530e-010
1.937500000000000e-011	2.163357e-010	2.133443e-010
1.962500000000000e-011	1.663902e-010	1.639139e-010
1.987500000000000e-011	1.065394e-010	1.055299e-010
2.000000000000000e-011	7.358555e-011	7.358555e-011
2.002500000000000e-011	5.985510e-011	6.079493e-011
2.007500000000000e-011	3.803318e-011	4.160297e-011
2.017500000000000e-011	1.580810e-011	1.828097e-011
2.037500000000000e-011	-1.380484e-011	-2.136962e-011
2.062500000000000e-011	-8.486253e-011	-9.247388e-011
2.087500000000000e-011	-1.863656e-010	-1.831313e-010
2.112500000000000e-011	-2.749314e-010	-2.661593e-010
2.137500000000000e-011	-3.284087e-010	-3.206610e-010
2.162500000000000e-011	-3.508951e-010	-3.469310e-010
2.187500000000000e-011	-3.575253e-010	-3.568239e-010
2.212500000000000e-011	-3.613500e-010	-3.619131e-010
2.237499999999999e-011	-3.674272e-010	-3.672630e-010
2.262499999999999e-011	-3.728477e-010	-3.707541e-010
2.287499999999999e-011	-3.698940e-010	-3.656434e-010
2.312499999999999e-011	-3.499381e-010	-3.440919e-010
2.337499999999999e-011	-3.065976e-010	-3.001659e-010
2.362499999999999e-011	-2.375303e-010	-2.316247e-010
2.387499999999999e-011	-1.448407e-010	-1.404056e-010
2.412499999999999e-011	-3.441067e-011	-3.206256e-011
2.437499999999999e-011	8.541180e-011	8.543902e-011
2.462499999999999e-011	2.053432e-010	2.031696e-010
2.487499999999999e-011	3.165804e-010	3.125974e-010
2.512499999999998e-011	4.118858e-010	4.066477e-010
2.537499999999998e-011	4.862390e-010	4.803538e-010
2.562499999999998e-011	5.370513e-010	5.310863e-010
2.587499999999998e-011	5.640037e-010	5.584178e-010
2.612499999999998e-011	5.686123e-010	5.637167e-010
2.637499999999998e-011	5.536385e-010	5.495868e-010
2.662499999999998e-011	5.224579e-010	5.192591e-010
2.687499999999998e-011	4.784819e-010	4.760308e-010
2.712499999999998e-011	4.247014e-010	4.228195e-010
2.737499999999998e-011	3.633934e-010	3.618723e-010
2.762499999999998e-011	2.960010e-010	2.946429e-010
2.787499999999998e-011	2.231764e-010	2.218280e-010
2.812499999999997e-011	1.449583e-010	1.435334e-010
2.837499999999997e-011	6.104053e-011	5.953188e-011
2.862499999999997e-011	-2.891187e-011	-3.043232e-011
2.887499999999997e-011	-1.249461e-010	-1.263371e-010
2.912499999999997e-011	-2.265444e-010	-2.276135e-010
2.937499999999997e-011	-3.324189e-010	-3.329451e-010
2.962499999999997e-011	-4.403982e-010	-4.401583e-010
2.987499999999997e-011	-5.474180e-010	-5.462120e-010
3.012499999999997e-011	-6.496136e-010	-6.472873e-010
3.037499999999997e-011	-7.425039e-010	-7.389678e-010
3.062499999999997e-011	-8.212500e-010	-8.164919e-010
3.087499999999996e-011	-8.809637e-010	-8.750546e-010
3.112499999999996e-011	-9.170408e-010	-9.101340e-010
3.137499999999996e-011	-9.254909e-010	-9.178157e-010
3.162499999999996e-011	-9.032401e-010	-8.950887e-010
3.187499999999996e-011	-8.483839e-010	-8.400950e-010
3.212499999999996e-011	-7.603723e-010	-7.523115e-010
3.237499999999996e-011	-6.401175e-010	-6.326559e-010
3.262499999999996e-011	-4.900163e-010	-4.835100e-010
3.287499999999996e-011	-3.138898e-010	-3.086597e-010
3.312499999999996e-011	-1.168429e-010	-1.131580e-010
3.337499999999996e-011	9.494350e-011	9.687994e-011
3.362499999999996e-011	3.144757e-010	3.145359e-010
3.387499999999995e-011	5.342488e-010	5.323858e-010
3.412499999999995e-011	7.465700e-010	7.428185e-010
3.437499999999995e-011	9.438853e-010	9.383585e-010
3.462499999999995e-011	1.119093e-009	1.111976e-009
3.487499999999995e-011	1.265831e-009	1.257369e-009
3.512499999999995e-011	1.378720e-009	1.369208e-009
3.537499999999995e-011	1.453560e-009	1.443328e-009
3.562499999999995e-011	1.487470e-009	1.476866e-009
3.587499999999995e-011	1.478963e-009	1.468341e-009
3.612499999999995e-011	1.427970e-009	1.417675e-009
3.637499999999995e-011	1.335798e-009	1.326153e-009
3.662499999999995e-011	1.205045e-009	1.196337e-009
3.687499999999994e-011	1.039459e-009	1.031935e-009
3.712499999999994e-011	8.437747e-010	8.376301e-010
3.737499999999994e-011	6.235115e-010	6.188907e-010
3.762499999999994e-011	3.847652e-010	3.817571e-010
3.787499999999994e-011	1.339866e-010	1.326259e-010
3.812499999999994e-011	-1.222345e-010	-1.219645e-010
3.837499999999994e-011	-3.773753e-010	-3.755382e-010
3.862499999999994e-011	-6.251678e-010	-6.218686e-010
3.887499999999994e-011	-8.597637e-010	-8.551419e-010
3.912499999999994e-011	-1.075873e-009	-1.070094e-009
3.937499999999994e-011	-1.268869e-009	-1.262120e-009
3.962499999999993e-011	-1.434869e-009	-1.427347e-009
3.987499999999993e-011	-1.570782e-009	-1.562689e-009
4.012499999999993e-011	-1.674323e-009	-1.665860e-009
4.037499999999993e-011	-1.744011e-009	-1.735370e-009
4.062499999999993e-011	-1.779135e-009	-1.770497e-009
4.087499999999993e-011	-1.779709e-009	-1.771240e-009
4.112499999999993e-011	-1.746408e-009	-1.738256e-009
4.137499999999993e-011	-1.680497e-009	-1.672788e-009
4.162499999999993e-011	-1.583748e-009	-1.576590e-009
4.187499999999993e-011	-1.458364e-009	-1.451842e-009
4.212499999999993e-011	-1.306894e-009	-1.301078e-009
4.237499999999993e-011	-1.132160e-009	-1.127100e-009
4.262499999999992e-011	-9.371872e-010	-9.329187e-010
4.287499999999992e-011	-7.251408e-010	-7.216853e-010
4.312499999999992e-011	-4.992723e-010	-4.966403e-010
4.337499999999992e-011	-2.628760e-010	-2.610695e-010
4.362499999999992e-011	-1.925355e-011	-1.826746e-011
4.387499999999992e-011	2.283132e-010	2.284887e-010
4.412499999999992e-011	4.765819e-010	4.759600e-010
4.437499999999992e-011	7.223630e-010	7.209594e-010
4.462499999999992e-011	9.625296e-010	9.603613e-010
4.487499999999992e-011	1.194023e-009	1.191109e-009
4.512499999999992e-011	1.413860e-009	1.410219e-009
4.537499999999991e-011	1.619133e-009	1.614788e-009
4.562499999999991e-011	1.807026e-009	1.802000e-009
4.587499999999991e-011	1.974816e-009	1.969137e-009
4.612499999999991e-011	2.119891e-009	2.113592e-009
4.637499999999991e-011	2.239769e-009	2.232887e-009
4.662499999999991e-011	2.332120e-009	2.324701e-009
4.687499999999991e-011	2.394794e-009	2.386891e-009
4.712499999999991e-011	2.425855e-009	2.417530e-009
4.737499999999991e-011	2.423616e-009	2.414942e-009
4.762499999999991e-011	2.386682e-009	2.377742e-009
4.787499999999991e-011	2.313987e-009	2.304875e-009
4.812499999999991e-011	2.204845e-009	2.195666e-009
4.837499999999990e-011	2.058986e-009	2.049854e-009
4.862499999999990e-011	1.876598e-009	1.867637e-009
4.887499999999990e-011	1.658368e-009	1.649711e-009
4.912499999999990e-011	1.405509e-009	1.397295e-009
4.937499999999990e-011	1.119792e-009	1.112163e-009
4.962499999999990e-011	8.035584e-010	7.966601e-010
4.987499999999990e-011	4.597313e-010	4.537091e-010
5.012499999999990e-011	9.181518e-011	8.681102e-011
5.037499999999990e-011	-2.961176e-010	-2.999676e-010
5.062499999999990e-011	-6.994503e-010	-7.009059e-010
5.075000000000001e-011	-9.054834e-010	-9.062538e-010
5.100000000000001e-011	-1.322172e-009	-1.322172e-009
5.102500000000001e-011	-1.364090e-009	-1.364092e-009
5.107500000000001e-011	-1.447939e-009	-1.447927e-009
5.117500000000001e-011	-1.615562e-009	-1.615262e-009
5.137500000000000e-011	-1.949008e-009	-1.947356e-009
5.162500000000000e-011	-2.358383e-009	-2.356820e-009
5.175000000000001e-011	-2.558380e-009	-2.555979e-009
5.200000000000000e-011	-2.943967e-009	-2.943967e-009
5.202500000000000e-011	-2.981231e-009	-2.981146e-009
5.207500000000001e-011	-3.055247e-009	-3.054707e-009
5.217500000000000e-011	-3.200037e-009	-3.197605e-009
5.237500000000000e-011	-3.475028e-009	-3.468014e-009
5.262500000000000e-011	-3.787206e-009	-3.776970e-009
5.287500000000000e-011	-4.058441e-009	-4.046639e-009
5.312500000000000e-011	-4.282469e-009	-4.269202e-009
5.337500000000000e-011	-4.453430e-009	-4.438828e-009
5.362500000000000e-011	-4.565983e-009	-4.550204e-009
5.387500000000000e-011	-4.615421e-009	-4.598652e-009
5.412499999999999e-011	-4.597783e-009	-4.580235e-009
5.437499999999999e-011	-4.509951e-009	-4.491858e-009
5.462499999999999e-011	-4.349745e-009	-4.331361e-009
5.487499999999999e-011	-4.116004e-009	-4.097602e-009
5.512499999999999e-011	-3.808657e-009	-3.790521e-009
5.537499999999999e-011	-3.428766e-009	-3.411190e-009
5.562499999999999e-011	-2.978571e-009	-2.961852e-009
5.587499999999999e-011	-2.461502e-009	-2.445939e-009
5.612499999999999e-011	-1.882180e-009	-1.868063e-009
5.637499999999999e-011	-1.246393e-009	-1.234005e-009
5.662499999999999e-011	-5.610571e-010	-5.506656e-010
5.687499999999999e-011	1.658443e-010	1.739939e-010
5.712499999999998e-011	9.253440e-010	9.310303e-010
5.737499999999998e-011	1.707589e-009	1.710620e-009
5.762499999999998e-011	2.501959e-009	2.502177e-009
5.787499999999998e-011	3.297200e-009	3.294483e-009
5.812499999999998e-011	4.081575e-009	4.075844e-009
5.837499999999998e-011	4.843024e-009	4.834241e-009
5.862499999999998e-011	5.569339e-009	5.557511e-009
5.887499999999998e-011	6.248343e-009	6.233525e-009
5.912499999999998e-011	6.868075e-009	6.850369e-009
5.937499999999998e-011	7.416982e-009	7.396536e-009
5.962499999999998e-011	7.884104e-009	7.861113e-009
5.987499999999997e-011	8.259262e-009	8.233965e-009
6.012499999999997e-011	8.533231e-009	8.505911e-009
6.037499999999997e-011	8.697919e-009	8.668895e-009
6.062499999999997e-011	8.746512e-009	8.716142e-009
6.087499999999997e-011	8.673625e-009	8.642298e-009
6.112499999999997e-011	8.475426e-009	8.443553e-009
6.137499999999997e-011	8.149736e-009	8.117754e-009
6.162499999999997e-011	7.696118e-009	7.664476e-009
6.187499999999997e-011	7.115933e-009	7.085091e-009
6.212499999999997e-011	6.412380e-009	6.382799e-009
6.237499999999997e-011	5.590502e-009	5.562639e-009
6.262499999999997e-011	4.657170e-009	4.631471e-009
6.287499999999996e-011	3.621040e-009	3.597934e-009
6.312499999999996e-011	2.492485e-009	2.472377e-009
6.337499999999996e-011	1.283496e-009	1.266760e-009
6.362499999999996e-011	7.562325e-012	-5.462332e-012
6.387499999999996e-011	-1.320470e-009	-1.329486e-009
6.412499999999996e-011	-2.684566e-009	-2.689324e-009
6.437499999999996e-011	-4.067693e-009	-4.067992e-009
6.462499999999996e-011	-5.452016e-009	-5.447712e-009
6.487499999999996e-011	-6.819123e-009	-6.810130e-009
6.512499999999996e-011	-8.150257e-009	-8.136548e-009
6.537499999999996e-011	-9.426555e-009	-9.408165e-009
6.562499999999995e-011	-1.062929e-008	-1.060632e-008
6.587499999999995e-011	-1.174014e-008	-1.171275e-008
6.612499999999995e-011	-1.274142e-008	-1.270982e-008
6.637499999999995e-011	-1.361632e-008	-1.358081e-008
6.662499999999995e-011	-1.434919e-008	-1.431010e-008
6.687499999999995e-011	-1.492572e-008	-1.488345e-008
6.712499999999995e-011	-1.533317e-008	-1.528817e-008
6.737499999999995e-011	-1.556062e-008	-1.551337e-008
6.762499999999995e-011	-1.559907e-008	-1.555011e-008
6.787499999999995e-011	-1.544166e-008	-1.539154e-008
6.812499999999995e-011	-1.508379e-008	-1.503312e-008
6.837499999999995e-011	-1.452324e-008	-1.447263e-008
6.862499999999994e-011	-1.376025e-008	-1.371033e-008
6.887499999999994e-011	-1.279757e-008	-1.274897e-008
6.912499999999994e-011	-1.164049e-008	-1.159386e-008
6.937499999999994e-011	-1.029687e-008	-1.025282e-008
6.962499999999994e-011	-8.777044e-009	-8.736192e-009
6.987499999999994e-011	-7.093811e-009	-7.056744e-009
7.012499999999994e-011	-5.262311e-009	-5.229587e-009
7.037499999999994e-011	-3.299913e-009	-3.272048e-009
7.062499999999994e-011	-1.226055e-009	-1.203523e-009
7.087499999999994e-011	9.379312e-010	9.547088e-010
7.112499999999994e-011	3.169027e-009	3.179687e-009
7.137499999999993e-011	5.442760e-009	5.446999e-009
7.162499999999993e-011	7.733449e-009	7.731035e-009
7.187499999999993e-011	1.001448e-008	1.000525e-008
7.212499999999993e-011	1.225859e-008	1.224246e-008
7.237499999999993e-011	1.443817e-008	1.441513e-008
7.262499999999993e-011	1.652557e-008	1.649568e-008
7.287499999999993e-011	1.849341e-008	1.845683e-008
7.312499999999993e-011	2.031493e-008	2.027188e-008
7.337499999999993e-011	2.196426e-008	2.191507e-008
7.362499999999993e-011	2.341681e-008	2.336185e-008
7.387499999999993e-011	2.464951e-008	2.458924e-008
7.412499999999993e-011	2.564114e-008	2.557610e-008
7.437499999999992e-011	2.637264e-008	2.630344e-008
7.462499999999992e-011	2.682734e-008	2.675464e-008
7.487499999999992e-011	2.699124e-008	2.691576e-008
7.512499999999992e-011	2.685323e-008	2.677574e-008
7.537499999999992e-011	2.640526e-008	2.632657e-008
7.562499999999992e-011	2.564255e-008	2.556352e-008
7.587499999999992e-011	2.456373e-008	2.448523e-008
7.612499999999992e-011	2.317090e-008	2.309382e-008
7.637499999999992e-011	2.146975e-008	2.139498e-008
7.662499999999992e-011	1.946954e-008	1.939799e-008
7.687499999999992e-011	1.718315e-008	1.711570e-008
7.712499999999992e-011	1.462698e-008	1.456451e-008
7.737499999999991e-011	1.182092e-008	1.176425e-008
7.762499999999991e-011	8.788165e-009	8.738081e-009
7.787499999999991e-011	5.555070e-009	5.512317e-009
7.812499999999991e-011	2.150963e-009	2.116219e-009
7.837499999999991e-011	-1.392120e-009	-1.418244e-009
7.862499999999991e-011	-5.039701e-009	-5.056675e-009
7.887499999999991e-011	-8.755180e-009	-8.762559e-009
7.912499999999991e-011	-1.250017e-008	-1.249760e-008
7.937499999999991e-011	-1.623489e-008	-1.622212e-008
7.962499999999991e-011	-1.991851e-008	-1.989539e-008
7.987499999999991e-011	-2.350965e-008	-2.347613e-008
8.012499999999990e-011	-2.696672e-008	-2.692288e-008
8.037499999999990e-011	-3.024843e-008	-3.019445e-008
8.062499999999990e-011	-3.331424e-008	-3.325042e-008
8.087499999999990e-011	-3.612478e-008	-3.605154e-008
8.112499999999990e-011	-3.864235e-008	-3.856021e-008
8.137499999999990e-011	-4.083134e-008	-4.074093e-008
8.162499999999990e-011	-4.265868e-008	-4.256073e-008
8.187499999999990e-011	-4.409424e-008	-4.398960e-008
8.212499999999990e-011	-4.511127e-008	-4.500087e-008
8.237499999999990e-011	-4.568673e-008	-4.557159e-008
8.262499999999990e-011	-4.580164e-008	-4.568285e-008
8.287499999999990e-011	-4.544140e-008	-4.532012e-008
8.312499999999989e-011	-4.459604e-008	-4.447348e-008
8.337499999999989e-011	-4.326043e-008	-4.313784e-008
8.362499999999989e-011	-4.143446e-008	-4.131314e-008
8.387499999999989e-011	-3.912319e-008	-3.900442e-008
8.412499999999989e-011	-3.633685e-008	-3.622196e-008
8.437499999999989e-011	-3.309093e-008	-3.298121e-008
8.462499999999989e-011	-2.940610e-008	-2.930280e-008
8.487499999999989e-011	-2.530809e-008	-2.521247e-008
8.512499999999989e-011	-2.082759e-008	-2.074082e-008
8.537499999999989e-011	-1.600000e-008	-1.592320e-008
8.562499999999989e-011	-1.086518e-008	-1.079937e-008
8.587499999999988e-011	-5.467130e-009	-5.413263e-009
8.612499999999988e-011	1.463908e-010	1.874769e-010
8.637499999999988e-011	5.924256e-009	5.951837e-009
8.662499999999988e-011	1.181245e-008	1.182592e-008
8.687499999999988e-011	1.775454e-008	1.775344e-008
8.712499999999988e-011	2.369225e-008	2.367626e-008
8.737499999999988e-011	2.956599e-008	2.953491e-008
8.762499999999988e-011	3.531543e-008	3.526925e-008
8.787499999999988e-011	4.088015e-008	4.081898e-008
8.812499999999988e-011	4.620020e-008	4.612433e-008
8.837499999999988e-011	5.121677e-008	5.112662e-008
8.862499999999988e-011	5.587275e-008	5.576892e-008
8.887499999999987e-011	6.011341e-008	5.999662e-008
8.912499999999987e-011	6.388693e-008	6.375807e-008
8.937499999999987e-011	6.714500e-008	6.700508e-008
8.962499999999987e-011	6.984340e-008	6.969356e-008
8.987499999999987e-011	7.194244e-008	7.178395e-008
9.012499999999987e-011	7.340752e-008	7.324174e-008
9.037499999999987e-011	7.420948e-008	7.403788e-008
9.062499999999987e-011	7.432504e-008	7.414916e-008
9.087499999999987e-011	7.373709e-008	7.355855e-008
9.112499999999987e-011	7.243499e-008	7.225546e-008
9.137499999999987e-011	7.041476e-008	7.023593e-008
9.162499999999987e-011	6.767920e-008	6.750279e-008
9.187499999999986e-011	6.423801e-008	6.406576e-008
9.212499999999986e-011	6.010781e-008	5.994141e-008
9.237499999999986e-011	5.531202e-008	5.515316e-008
9.262499999999986e-011	4.988080e-008	4.973111e-008
9.287499999999986e-011	4.385083e-008	4.371188e-008
9.312499999999986e-011	3.726505e-008	3.713833e-008
9.337499999999986e-011	3.017237e-008	3.005927e-008
9.362499999999986e-011	2.262726e-008	2.252905e-008
9.387499999999986e-011	1.468931e-008	1.460717e-008
9.412499999999986e-011	6.422785e-009	6.357729e-009
9.437499999999986e-011	-2.103964e-009	-2.151049e-009
9.462499999999985e-011	-1.081905e-008	-1.084744e-008
9.487499999999985e-011	-1.964769e-008	-1.965682e-008
9.512499999999985e-011	-2.851285e-008	-2.850232e-008
9.537499999999985e-011	-3.733589e-008	-3.730549e-008
9.562499999999985e-011	-4.603734e-008	-4.598702e-008
9.587499999999985e-011	-5.453752e-008	-5.446742e-008
9.612499999999985e-011	-6.275733e-008	-6.266778e-008
9.637499999999985e-011	-7.061895e-008	-7.051043e-008
9.662499999999985e-011	-7.804650e-008	-7.791969e-008
9.687499999999985e-011	-8.496682e-008	-8.482256e-008
9.712499999999985e-011	-9.131011e-008	-9.114940e-008
9.737499999999985e-011	-9.701056e-008	-9.683457e-008
9.762499999999984e-011	-1.020070e-007	-1.018170e-007
9.787499999999984e-011	-1.062435e-007	-1.060410e-007
9.812499999999984e-011	-1.096699e-007	-1.094564e-007
9.837499999999984e-011	-1.122423e-007	-1.120195e-007
9.862499999999984e-011	-1.139234e-007	-1.136930e-007
9.887499999999984e-011	-1.146830e-007	-1.144470e-007
9.912499999999984e-011	-1.144985e-007	-1.142587e-007
9.937499999999984e-011	-1.133548e-007	-1.131132e-007
9.962499999999984e-011	-1.112447e-007	-1.111238e-007
9.975000000000001e-011	-1.098269e-007	-1.097069e-007
1.000000000000000e-010	-1.062710e-007	-1.062710e-007
1.000250000000000e-010	-1.058650e-007	-1.058609e-007
1.000750000000000e-010	-1.050282e-007	-1.050056e-007
1.001750000000000e-010	-1.032193e-007	-1.031421e-007
1.003750000000000e-010	-9.913803e-008	-9.896299e-008
1.006250000000000e-010	-9.324867e-008	-9.314268e-008
1.007500000000000e-010	-8.998602e-008	-8.987928e-008
1.010000000000000e-010	-8.282025e-008	-8.282025e-008
1.010250000000000e-010	-8.205249e-008	-8.204968e-008
1.010750000000000e-010	-8.050013e-008	-8.048349e-008
1.011750000000000e-010	-7.729558e-008	-7.723149e-008
1.013750000000000e-010	-7.050195e-008	-7.035193e-008
1.016250000000000e-010	-6.133484e-008	-6.116527e-008
1.018750000000000e-010	-5.148944e-008	-5.134036e-008
1.021250000000000e-010	-4.104773e-008	-4.091853e-008
1.023750000000000e-010	-3.008920e-008	-2.997911e-008
1.026250000000000e-010	-1.869028e-008	-1.859913e-008
1.028750000000000e-010	-6.926764e-009	-6.855202e-009
1.031250000000000e-010	5.122998e-009	5.173727e-009
1.033750000000000e-010	1.737568e-008	1.740405e-008
1.036250000000000e-010	2.974185e-008	2.974641e-008
1.038750000000000e-010	4.212626e-008	4.210588e-008
1.041250000000000e-010	5.442915e-008	5.438318e-008
1.043750000000000e-010	6.654815e-008	6.647649e-008
1.046250000000000e-010	7.838051e-008	7.828356e-008
1.048750000000000e-010	8.982507e-008	8.970367e-008
1.051250000000000e-010	1.007840e-007	1.006393e-007
1.053750000000000e-010	1.111641e-007	1.109974e-007
1.056250000000000e-010	1.208775e-007	1.206903e-007
1.058750000000000e-010	1.298421e-007	1.296359e-007
1.061250000000000e-010	1.379820e-007	1.377583e-007
1.063750000000000e-010	1.452271e-007	1.449874e-007
1.066250000000000e-010	1.515132e-007	1.512589e-007
1.068750000000000e-010	1.567819e-007	1.565145e-007
1.071250000000000e-010	1.609808e-007	1.607017e-007
1.073750000000000e-010	1.640634e-007	1.637743e-007
1.076250000000000e-010	1.659896e-007	1.656922e-007
1.078750000000000e-010	1.667261e-007	1.664222e-007
1.081250000000000e-010	1.662471e-007	1.659386e-007
1.083750000000000e-010	1.645343e-007	1.642235e-007
1.086250000000000e-010	1.615784e-007	1.612675e-007
1.088750000000000e-010	1.573787e-007	1.570699e-007
1.091250000000000e-010	1.519440e-007	1.516399e-007
1.093750000000000e-010	1.452930e-007	1.449960e-007
1.096250000000000e-010	1.374539e-007	1.371665e-007
1.098750000000000e-010	1.284652e-007	1.281897e-007
1.101250000000000e-010	1.183744e-007	1.181132e-007
1.103750000000000e-010	1.072387e-007	1.069940e-007
1.106250000000000e-010	9.512391e-008	9.489759e-008
1.108750000000000e-010	8.210378e-008	8.189776e-008
1.111250000000000e-010	6.825957e-008	6.807552e-008
1.113750000000000e-010	5.367912e-008	5.351846e-008
1.116250000000000e-010	3.845601e-008	3.831998e-008
1.118750000000000e-010	2.268877e-008	2.257840e-008
1.121250000000000e-010	6.480061e-009	6.396186e-009
1.123750000000000e-010	-1.006415e-008	-1.012089e-008
1.126250000000000e-010	-2.683533e-008	-2.686447e-008
1.128750000000000e-010	-4.372307e-008	-4.372432e-008
1.131250000000000e-010	-6.061580e-008	-6.058902e-008
1.133750000000000e-010	-7.740139e-008	-7.734658e-008
1.136250000000000e-010	-9.396773e-008	-9.388505e-008
1.138750000000000e-010	-1.102033e-007	-1.100931e-007
1.141250000000000e-010	-1.259978e-007	-1.258604e-007
1.143750000000000e-010	-1.412426e-007	-1.410786e-007
1.146250000000000e-010	-1.558312e-007	-1.556413e-007
1.148750000000000e-010	-1.696600e-007	-1.694450e-007
1.151250000000000e-010	-1.826288e-007	-1.823897e-007
1.153750000000000e-010	-1.946411e-007	-1.943791e-007
1.156250000000000e-010	-2.056053e-007	-2.053215e-007
1.158750000000000e-010	-2.154345e-007	-2.151305e-007
1.161250000000000e-010	-2.240479e-007	-2.237253e-007
1.163750000000000e-010	-2.313709e-007	-2.310314e-007
1.166250000000000e-010	-2.373359e-007	-2.369814e-007
