time	V(ctle_out)	V(n_3p)
3.455898434692265e-012	3.259003e-012	5.121255e-011
3.577968747192265e-012	3.595990e-012	5.054749e-011
3.700039059692265e-012	3.702173e-012	4.660494e-011
3.822109372192265e-012	3.553285e-012	3.967359e-011
3.944179684692266e-012	3.141882e-012	3.020401e-011
4.066249997192266e-012	2.477682e-012	1.877093e-011
4.188320309692266e-012	1.586815e-012	6.032905e-012
4.310390622192266e-012	5.100960e-013	-7.308298e-012
4.432460934692267e-012	-6.994808e-013	-2.054646e-011
4.554531247192267e-012	-1.979847e-012	-3.300621e-011
4.676601559692267e-012	-3.263341e-012	-4.407367e-011
4.798671872192268e-012	-4.480359e-012	-5.322156e-011
4.920742184692268e-012	-5.562977e-012	-6.002820e-011
5.042812497192268e-012	-6.448379e-012	-6.419047e-011
5.164882809692268e-012	-7.081917e-012	-6.553050e-011
5.286953122192269e-012	-7.419700e-012	-6.399681e-011
5.409023434692269e-012	-7.430613e-012	-5.966004e-011
5.531093747192269e-012	-7.097709e-012	-5.270426e-011
5.653164059692270e-012	-6.418938e-012	-4.341442e-011
5.775234372192270e-012	-5.407236e-012	-3.216080e-011
5.897304684692270e-012	-4.089974e-012	-1.938130e-011
6.019374997192270e-012	-2.507842e-012	-5.562401e-012
6.141445309692271e-012	-7.132188e-013	8.780489e-012
6.263515622192271e-012	1.231865e-012	2.312248e-011
6.385585934692271e-012	3.258100e-012	3.694792e-011
6.507656247192272e-012	5.291486e-012	4.976767e-011
6.629726559692272e-012	7.256054e-012	6.113465e-011
6.751796872192272e-012	9.076599e-012	7.065720e-011
6.873867184692272e-012	1.068135e-011	7.800985e-011
6.995937497192273e-012	1.200446e-011	8.294173e-011
7.118007809692273e-012	1.298829e-011	8.528202e-011
7.240078122192273e-012	1.358536e-011	8.494288e-011
7.362148434692274e-012	1.375994e-011	8.191973e-011
7.484218747192273e-012	1.348927e-011	7.628906e-011
7.606289059692273e-012	1.276432e-011	6.820401e-011
7.728359372192272e-012	1.159016e-011	5.788797e-011
7.850429684692271e-012	9.985850e-012	4.562644e-011
7.972499997192271e-012	7.983935e-012	3.175754e-011
8.094570309692270e-012	5.629576e-012	1.666150e-011
8.216640622192270e-012	2.979284e-012	7.492681e-013
8.338710934692269e-012	9.936354e-014	-1.554905e-011
8.460781247192269e-012	-2.935905e-012	-3.179601e-011
8.582851559692268e-012	-6.046286e-012	-4.755834e-011
8.704921872192268e-012	-9.147761e-012	-6.241797e-011
8.826992184692267e-012	-1.215477e-011	-7.598225e-011
8.949062497192267e-012	-1.498250e-011	-8.789335e-011
9.071132809692266e-012	-1.754909e-011	-9.783634e-011
9.193203122192266e-012	-1.977780e-011	-1.055461e-010
9.315273434692265e-012	-2.159901e-011	-1.108128e-010
9.437343747192265e-012	-2.295198e-011	-1.134860e-010
9.559414059692264e-012	-2.378648e-011	-1.134770e-010
9.681484372192264e-012	-2.406405e-011	-1.107601e-010
9.803554684692263e-012	-2.375904e-011	-1.053721e-010
9.925624997192263e-012	-2.285934e-011	-9.741045e-011
1.004769530969226e-011	-2.136668e-011	-8.703040e-011
1.016976562219226e-011	-2.006706e-011	-7.444056e-011
1.029183593469226e-011	-1.988828e-011	-5.989768e-011
1.041390624719226e-011	-2.034467e-011	-4.370049e-011
1.053597655969226e-011	-2.080026e-011	-2.618280e-011
1.065804687219226e-011	-2.123570e-011	-7.706003e-012
1.078011718469226e-011	-2.161156e-011	1.134875e-011
1.090218749719226e-011	-2.188574e-011	3.058862e-011
1.102425780969226e-011	-2.203453e-011	4.961723e-011
1.114632812219226e-011	-2.205262e-011	6.804266e-011
1.126839843469226e-011	-2.194424e-011	8.548516e-011
1.139046874719226e-011	-2.171938e-011	1.015845e-010
1.151253905969226e-011	-2.139299e-011	1.160069e-010
1.163460937219226e-011	-2.098454e-011	1.284510e-010
1.175667968469226e-011	-2.051735e-011	1.386532e-010
1.187874999719225e-011	-2.001790e-011	1.463926e-010
1.200082030969225e-011	-1.951498e-011	1.514945e-010
1.212289062219225e-011	-1.903886e-011	1.538331e-010
1.224496093469225e-011	-1.862035e-011	1.533336e-010
1.236703124719225e-011	-1.828990e-011	1.499729e-010
1.248910155969225e-011	-1.807667e-011	1.437795e-010
1.261117187219225e-011	-1.800770e-011	1.348328e-010
1.273324218469225e-011	-1.810704e-011	1.232611e-010
1.285531249719225e-011	-1.839503e-011	1.092390e-010
1.297738280969225e-011	-1.888761e-011	9.298410e-011
1.309945312219225e-011	-1.959582e-011	7.475270e-011
1.322152343469225e-011	-2.052540e-011	5.483540e-011
1.334359374719225e-011	-2.167640e-011	3.355188e-011
1.346566405969225e-011	-2.304308e-011	1.124537e-011
1.358773437219225e-011	-2.461384e-011	-1.172319e-011
1.370980468469225e-011	-2.637134e-011	-3.498114e-011
1.383187499719225e-011	-2.829266e-011	-5.815023e-011
1.395394530969225e-011	-3.034971e-011	-8.085270e-011
1.407601562219225e-011	-3.250967e-011	-1.027173e-010
1.419808593469224e-011	-3.473555e-011	-1.233851e-010
1.432015624719224e-011	-3.698690e-011	-1.425150e-010
1.444222655969224e-011	-3.922052e-011	-1.597889e-010
1.456429687219224e-011	-4.139129e-011	-1.749165e-010
1.468636718469224e-011	-4.345307e-011	-1.876393e-010
1.480843749719224e-011	-4.535952e-011	-1.977347e-010
1.493050780969224e-011	-4.706510e-011	-2.050188e-010
1.505257812219224e-011	-4.852591e-011	-2.093492e-010
1.517464843469224e-011	-4.970059e-011	-2.106266e-010
1.529671874719224e-011	-5.055124e-011	-2.087959e-010
1.541878905969224e-011	-5.104411e-011	-2.038474e-010
1.554085937219224e-011	-5.115044e-011	-1.958158e-010
1.566292968469224e-011	-5.084709e-011	-1.847804e-010
1.578499999719224e-011	-5.011707e-011	-1.708631e-010
1.590707030969224e-011	-4.895007e-011	-1.542266e-010
1.602914062219224e-011	-4.734278e-011	-1.350724e-010
1.615121093469224e-011	-4.529914e-011	-1.136372e-010
1.627328124719224e-011	-4.283050e-011	-9.018990e-011
1.639535155969224e-011	-3.995557e-011	-6.502784e-011
1.651742187219224e-011	-3.670036e-011	-3.847249e-011
1.663949218469224e-011	-3.309794e-011	-1.086520e-011
1.676156249719224e-011	-2.918805e-011	1.743742e-011
1.688363280969223e-011	-2.501670e-011	4.606825e-011
1.700570312219223e-011	-2.063558e-011	7.465445e-011
1.712777343469223e-011	-1.610143e-011	1.028223e-010
1.724984374719223e-011	-1.147525e-011	1.302020e-010
1.737191405969223e-011	-6.821539e-012	1.564323e-010
1.749398437219223e-011	-2.207395e-012	1.811650e-010
1.761605468469223e-011	2.298400e-012	2.040693e-010
1.773812499719223e-011	6.626335e-012	2.248360e-010
1.786019530969223e-011	1.070715e-011	2.431808e-010
1.798226562219223e-011	1.447280e-011	2.588481e-010
1.810433593469223e-011	1.785747e-011	2.716138e-010
1.822640624719223e-011	2.079852e-011	2.812878e-010
1.834847655969223e-011	2.323738e-011	2.877164e-010
1.847054687219223e-011	2.512048e-011	2.907840e-010
1.859261718469223e-011	2.640003e-011	2.904139e-010
1.871468749719223e-011	2.703480e-011	2.865697e-010
1.883675780969223e-011	2.699079e-011	2.792552e-010
1.895882812219223e-011	2.624180e-011	2.685142e-010
1.908089843469223e-011	2.476996e-011	2.544303e-010
1.920296874719222e-011	2.256605e-011	2.371254e-010
1.932503905969222e-011	1.962983e-011	2.167583e-010
1.944710937219222e-011	1.597021e-011	1.935233e-010
1.956917968469222e-011	1.160529e-011	1.676471e-010
1.969124999719222e-011	6.562319e-012	1.393872e-010
1.993539062219222e-011	-6.506896e-012	7.687914e-011
2.000000000000000e-011	-1.238957e-011	5.923963e-011
2.003662109375000e-011	-1.791241e-011	3.823736e-011
2.008544921875000e-011	-2.052183e-011	1.944971e-011
2.018310546875000e-011	-2.465513e-011	-2.960915e-013
2.030517578125000e-011	-2.897028e-011	-1.594044e-011
2.042724609375000e-011	-3.325117e-011	-3.981565e-011
2.054931640625000e-011	-3.911840e-011	-7.691869e-011
2.067138671875000e-011	-4.768942e-011	-1.237830e-010
2.079345703125000e-011	-5.856348e-011	-1.742760e-010
2.091552734375000e-011	-7.052802e-011	-2.226198e-010
2.103759765625000e-011	-8.230307e-011	-2.646935e-010
2.115966796875000e-011	-9.289793e-011	-2.983355e-010
2.128173828125000e-011	-1.017301e-010	-3.231158e-010
2.140380859374999e-011	-1.086089e-010	-3.398764e-010
2.152587890624999e-011	-1.136523e-010	-3.502217e-010
2.164794921874999e-011	-1.171797e-010	-3.560580e-010
2.177001953124999e-011	-1.196071e-010	-3.592303e-010
2.189208984374999e-011	-1.214099e-010	-3.612698e-010
2.201416015624999e-011	-1.230110e-010	-3.632491e-010
2.213623046874999e-011	-1.245987e-010	-3.657271e-010
2.225830078124999e-011	-1.261943e-010	-3.687650e-010
2.238037109374999e-011	-1.277975e-010	-3.719930e-010
2.250244140624999e-011	-1.294078e-010	-3.747073e-010
2.262451171874999e-011	-1.310228e-010	-3.759822e-010
2.274658203124999e-011	-1.326343e-010	-3.747840e-010
2.286865234374999e-011	-1.342233e-010	-3.700769e-010
2.299072265624999e-011	-1.357581e-010	-3.609143e-010
2.311279296874999e-011	-1.371950e-010	-3.465118e-010
2.323486328124999e-011	-1.384800e-010	-3.262996e-010
2.335693359374999e-011	-1.395528e-010	-2.999552e-010
2.347900390624999e-011	-1.403508e-010	-2.674163e-010
2.360107421874999e-011	-1.408131e-010	-2.288781e-010
2.384521484374998e-011	-1.405235e-010	-1.357533e-010
2.408935546874998e-011	-1.383862e-010	-2.636966e-011
2.421142578124998e-011	-1.365949e-010	3.199378e-011
2.433349609374998e-011	-1.343386e-010	9.136647e-011
2.445556640624998e-011	-1.316501e-010	1.506531e-010
2.457763671874998e-011	-1.285766e-010	2.087914e-010
2.469970703124998e-011	-1.251777e-010	2.647849e-010
2.482177734374998e-011	-1.215231e-010	3.177303e-010
2.494384765624998e-011	-1.176897e-010	3.668387e-010
2.506591796874998e-011	-1.137583e-010	4.114504e-010
2.518798828124998e-011	-1.098116e-010	4.510437e-010
2.531005859374998e-011	-1.059303e-010	4.852379e-010
2.543212890624998e-011	-1.021916e-010	5.137913e-010
2.555419921874998e-011	-9.866645e-011	5.365942e-010
2.567626953124998e-011	-9.541808e-011	5.536581e-010
2.579833984374998e-011	-9.250078e-011	5.651025e-010
2.592041015624998e-011	-8.995910e-011	5.711386e-010
2.604248046874998e-011	-8.782753e-011	5.720525e-010
2.616455078124997e-011	-8.613068e-011	5.681865e-010
2.628662109374997e-011	-8.488386e-011	5.599221e-010
2.640869140624997e-011	-8.409402e-011	5.476620e-010
2.653076171874997e-011	-8.376094e-011	5.318143e-010
2.665283203124997e-011	-8.387859e-011	5.127783e-010
2.677490234374997e-011	-8.443667e-011	4.909314e-010
2.689697265624997e-011	-8.542214e-011	4.666195e-010
2.701904296874997e-011	-8.682073e-011	4.401488e-010
2.714111328124997e-011	-8.861841e-011	4.117802e-010
2.726318359374997e-011	-9.080262e-011	3.817266e-010
2.738525390624997e-011	-9.336337e-011	3.501519e-010
2.750732421874997e-011	-9.629404e-011	3.171728e-010
2.762939453124997e-011	-9.959195e-011	2.828619e-010
2.775146484374997e-011	-1.032586e-010	2.472528e-010
2.787353515624997e-011	-1.072996e-010	2.103470e-010
2.799560546874997e-011	-1.117246e-010	1.721213e-010
2.811767578124997e-011	-1.165464e-010	1.325366e-010
2.823974609374997e-011	-1.217802e-010	9.154664e-011
2.848388671874996e-011	-1.335500e-010	5.185032e-012
2.872802734374996e-011	-1.471586e-010	-8.713151e-011
2.885009765624996e-011	-1.546804e-010	-1.354616e-010
2.897216796874996e-011	-1.626856e-010	-1.851320e-010
2.909423828124996e-011	-1.711689e-010	-2.360061e-010
2.921630859374996e-011	-1.801168e-010	-2.878972e-010
2.933837890624997e-011	-1.895056e-010	-3.405671e-010
2.946044921874997e-011	-1.993009e-010	-3.937252e-010
2.958251953124997e-011	-2.094563e-010	-4.470288e-010
2.970458984374998e-011	-2.199135e-010	-5.000859e-010
2.982666015624998e-011	-2.306015e-010	-5.524582e-010
2.994873046874998e-011	-2.414369e-010	-6.036659e-010
3.019287109374999e-011	-2.631555e-010	-7.004980e-010
3.043701171874999e-011	-2.841709e-010	-7.861647e-010
3.068115234375000e-011	-3.034347e-010	-8.560552e-010
3.092529296875000e-011	-3.197980e-010	-9.056552e-010
3.116943359375001e-011	-3.320741e-010	-9.308479e-010
3.141357421875001e-011	-3.391095e-010	-9.282011e-010
3.153564453125002e-011	-3.403289e-010	-9.156163e-010
3.165771484375002e-011	-3.398587e-010	-8.952222e-010
3.177978515625002e-011	-3.375970e-010	-8.668877e-010
3.190185546875002e-011	-3.334578e-010	-8.305623e-010
3.202392578125003e-011	-3.273722e-010	-7.862797e-010
3.214599609375003e-011	-3.192906e-010	-7.341582e-010
3.226806640625003e-011	-3.091838e-010	-6.744025e-010
3.239013671875004e-011	-2.970440e-010	-6.073022e-010
3.263427734375004e-011	-2.667475e-010	-4.526389e-010
3.275634765625004e-011	-2.486894e-010	-3.660582e-010
3.287841796875005e-011	-2.287958e-010	-2.740886e-010
3.300048828125005e-011	-2.071736e-010	-1.773959e-010
3.312255859375005e-011	-1.839517e-010	-7.670482e-011
3.324462890625005e-011	-1.592802e-010	2.720887e-011
3.336669921875006e-011	-1.333293e-010	1.335259e-010
3.348876953125006e-011	-1.062871e-010	2.413924e-010
3.361083984375006e-011	-7.835871e-011	3.499283e-010
3.373291015625006e-011	-4.976379e-011	4.582368e-010
3.397705078125007e-011	2.138514e-012	6.705548e-010
3.409912109375007e-011	1.234422e-011	7.727688e-010
3.422119140625008e-011	1.621821e-011	8.711826e-010
3.434326171875008e-011	2.015724e-011	9.649513e-010
3.446533203125008e-011	2.425934e-011	1.053266e-009
3.458740234375008e-011	2.870439e-011	1.135363e-009
3.470947265625009e-011	3.364798e-011	1.210529e-009
3.483154296875009e-011	3.912763e-011	1.278106e-009
3.495361328125009e-011	4.509033e-011	1.337503e-009
3.507568359375009e-011	5.145220e-011	1.388195e-009
3.519775390625010e-011	5.812014e-011	1.429730e-009
3.531982421875010e-011	6.499529e-011	1.461731e-009
3.556396484375011e-011	7.895146e-011	1.496022e-009
3.580810546875011e-011	9.246885e-011	1.489655e-009
3.605224609375012e-011	1.046955e-010	1.442510e-009
3.629638671875012e-011	1.148241e-010	1.355729e-009
3.654052734375013e-011	1.221333e-010	1.231642e-009
3.666259765625013e-011	1.245377e-010	1.156632e-009
3.678466796875013e-011	1.260234e-010	1.073645e-009
3.702880859375014e-011	1.260437e-010	8.860519e-010
3.715087890625014e-011	1.245075e-010	7.827150e-010
3.727294921875014e-011	1.219120e-010	6.739257e-010
3.739501953125015e-011	1.182501e-010	5.604026e-010
3.751708984375015e-011	1.135261e-010	4.428868e-010
3.763916015625015e-011	1.077559e-010	3.221363e-010
3.776123046875015e-011	1.009662e-010	1.989193e-010
3.788330078125016e-011	9.319497e-011	7.400885e-011
3.800537109375016e-011	8.449012e-011	-5.182341e-011
3.824951171875017e-011	6.452013e-011	-3.032051e-010
3.837158203125017e-011	5.339722e-011	-4.272653e-010
3.849365234375017e-011	4.162374e-011	-5.492786e-010
3.861572265625017e-011	2.928939e-011	-6.685561e-010
3.873779296875018e-011	1.648978e-011	-7.844389e-010
3.885986328125018e-011	3.325549e-012	-8.963012e-010
3.898193359375018e-011	-1.009862e-011	-1.003554e-009
3.910400390625018e-011	-2.367488e-011	-1.105645e-009
3.922607421875019e-011	-3.729321e-011	-1.202067e-009
3.934814453125019e-011	-5.084230e-011	-1.292353e-009
3.947021484375019e-011	-6.421048e-011	-1.376081e-009
3.959228515625019e-011	-7.728668e-011	-1.452874e-009
3.971435546875020e-011	-8.996125e-011	-1.522402e-009
3.983642578125020e-011	-1.021268e-010	-1.584382e-009
3.995849609375020e-011	-1.136789e-010	-1.638575e-009
4.008056640625021e-011	-1.245168e-010	-1.684790e-009
4.020263671875021e-011	-1.345438e-010	-1.722879e-009
4.032470703125021e-011	-1.436684e-010	-1.752740e-009
4.044677734375021e-011	-1.518043e-010	-1.774314e-009
4.056884765625022e-011	-1.588710e-010	-1.787581e-009
4.069091796875022e-011	-1.647944e-010	-1.792564e-009
4.081298828125022e-011	-1.695068e-010	-1.789321e-009
4.093505859375022e-011	-1.729474e-010	-1.777947e-009
4.105712890625023e-011	-1.750626e-010	-1.758572e-009
4.117919921875023e-011	-1.758058e-010	-1.731356e-009
4.142333984375024e-011	-1.730273e-010	-1.654186e-009
4.166748046875024e-011	-1.643864e-010	-1.548271e-009
4.191162109375025e-011	-1.497736e-010	-1.415803e-009
4.215576171875025e-011	-1.291913e-010	-1.259269e-009
4.239990234375026e-011	-1.027490e-010	-1.081380e-009
4.264404296875026e-011	-7.065620e-011	-8.850121e-010
4.288818359375027e-011	-3.321514e-011	-6.731554e-010
4.313232421875027e-011	9.187541e-012	-4.488661e-010
4.337646484375028e-011	5.608906e-011	-2.152300e-010
4.362060546875028e-011	1.069580e-010	2.466687e-011
4.374267578125029e-011	1.336971e-010	1.460046e-010
4.386474609375029e-011	1.612013e-010	2.677616e-010
4.398681640625029e-011	1.893876e-010	3.895615e-010
4.410888671875030e-011	2.181701e-010	5.110307e-010
4.423095703125030e-011	2.474601e-010	6.317996e-010
4.435302734375030e-011	2.771658e-010	7.515017e-010
4.447509765625030e-011	3.071928e-010	8.697750e-010
4.459716796875031e-011	3.374442e-010	9.862612e-010
4.471923828125031e-011	3.678206e-010	1.100606e-009
4.484130859375031e-011	3.982205e-010	1.212460e-009
4.496337890625031e-011	4.285401e-010	1.321477e-009
4.508544921875032e-011	4.586734e-010	1.427318e-009
4.520751953125032e-011	4.885127e-010	1.529645e-009
4.532958984375032e-011	5.179486e-010	1.628129e-009
4.545166015625032e-011	5.468696e-010	1.722443e-009
4.557373046875033e-011	5.751633e-010	1.812268e-009
4.569580078125033e-011	6.027155e-010	1.897288e-009
4.581787109375033e-011	6.294114e-010	1.977197e-009
4.593994140625034e-011	6.551348e-010	2.051693e-009
4.606201171875034e-011	6.762055e-010	2.120482e-009
4.618408203125034e-011	6.892827e-010	2.183278e-009
4.630615234375034e-011	6.985231e-010	2.239805e-009
4.642822265625035e-011	7.078126e-010	2.289793e-009
4.655029296875035e-011	7.171961e-010	2.332984e-009
4.667236328125035e-011	7.267474e-010	2.369133e-009
4.679443359375035e-011	7.365124e-010	2.398003e-009
4.691650390625036e-011	7.464696e-010	2.419373e-009
4.703857421875036e-011	7.565513e-010	2.433034e-009
4.716064453125036e-011	7.666767e-010	2.438791e-009
4.728271484375037e-011	7.767617e-010	2.436469e-009
4.740478515625037e-011	7.867204e-010	2.425907e-009
4.752685546875037e-011	7.964656e-010	2.406963e-009
4.764892578125037e-011	8.059090e-010	2.379514e-009
4.777099609375038e-011	8.149615e-010	2.343460e-009
4.789306640625038e-011	8.235339e-010	2.298721e-009
4.801513671875038e-011	8.315369e-010	2.245240e-009
4.813720703125038e-011	8.388819e-010	2.182986e-009
4.825927734375039e-011	8.454810e-010	2.111952e-009
4.838134765625039e-011	8.512482e-010	2.032159e-009
4.850341796875039e-011	8.560991e-010	1.943653e-009
4.862548828125040e-011	8.599520e-010	1.846512e-009
4.874755859375040e-011	8.627278e-010	1.740841e-009
4.899169921875040e-011	8.647500e-010	1.504485e-009
4.923583984375041e-011	8.616116e-010	1.236052e-009
4.947998046875041e-011	8.528375e-010	9.375236e-010
4.984619140625042e-011	8.283105e-010	4.389353e-010
5.021240234375043e-011	7.894871e-010	-1.109022e-010
5.057861328125044e-011	7.362524e-010	-6.986877e-010
5.094482421875045e-011	6.692550e-010	-1.308697e-009
5.131103515625045e-011	5.899755e-010	-1.923082e-009
5.167724609375046e-011	5.007588e-010	-2.522294e-009
5.204345703125047e-011	4.048037e-010	-3.085606e-009
5.228759765625048e-011	3.390343e-010	-3.430702e-009
5.253173828125048e-011	2.733975e-010	-3.744091e-009
5.277587890625049e-011	2.093818e-010	-4.019611e-009
5.302001953125049e-011	1.485774e-010	-4.251333e-009
5.326416015625050e-011	9.265012e-011	-4.433666e-009
5.350830078125050e-011	4.331192e-011	-4.561465e-009
5.375244140625051e-011	2.289969e-012	-4.630131e-009
5.387451171875051e-011	-1.456662e-011	-4.641027e-009
5.399658203125051e-011	-2.870657e-011	-4.635714e-009
5.411865234375052e-011	-3.992497e-011	-4.613813e-009
5.424072265625052e-011	-4.802263e-011	-4.575001e-009
5.436279296875052e-011	-5.280724e-011	-4.519005e-009
5.448486328125053e-011	-5.409465e-011	-4.445610e-009
5.460693359375053e-011	-5.171003e-011	-4.354660e-009
5.472900390625053e-011	-4.548920e-011	-4.246060e-009
5.485107421875053e-011	-3.527966e-011	-4.119775e-009
5.497314453125054e-011	-2.094173e-011	-3.975837e-009
5.509521484375054e-011	-2.349568e-012	-3.814343e-009
5.521728515625054e-011	2.060765e-011	-3.635454e-009
5.533935546875054e-011	4.802476e-011	-3.439401e-009
5.558349609375055e-011	1.165318e-010	-2.997060e-009
5.570556640625055e-011	1.577225e-010	-2.751573e-009
5.582763671875056e-011	2.035729e-010	-2.490522e-009
5.594970703125056e-011	2.540836e-010	-2.214477e-009
5.619384765625056e-011	3.689825e-010	-1.620026e-009
5.643798828125057e-011	5.019906e-010	-9.741051e-010
5.668212890625057e-011	6.523163e-010	-2.836119e-010
5.692626953125058e-011	8.187964e-010	4.436057e-010
5.704833984375058e-011	9.076282e-010	8.182930e-010
5.717041015625058e-011	9.998926e-010	1.198829e-009
5.729248046875059e-011	1.095339e-009	1.584003e-009
5.741455078125059e-011	1.193696e-009	1.972563e-009
5.753662109375059e-011	1.294667e-009	2.363219e-009
5.765869140625060e-011	1.397936e-009	2.754648e-009
5.778076171875060e-011	1.503166e-009	3.145495e-009
5.790283203125060e-011	1.610001e-009	3.534382e-009
5.802490234375060e-011	1.718063e-009	3.919910e-009
5.814697265625061e-011	1.802980e-009	4.300662e-009
5.826904296875061e-011	1.840366e-009	4.675211e-009
5.839111328125061e-011	1.853909e-009	5.042124e-009
5.851318359375060e-011	1.867585e-009	5.399968e-009
5.863525390625060e-011	1.881783e-009	5.747310e-009
5.875732421875059e-011	1.897234e-009	6.082730e-009
5.887939453125059e-011	1.914620e-009	6.404821e-009
5.900146484375059e-011	1.934202e-009	6.712195e-009
5.912353515625058e-011	1.955918e-009	7.003490e-009
5.924560546875058e-011	1.979597e-009	7.277374e-009
5.936767578125058e-011	2.005044e-009	7.532551e-009
5.948974609375057e-011	2.032046e-009	7.767766e-009
5.961181640625057e-011	2.060375e-009	7.981807e-009
5.973388671875056e-011	2.089788e-009	8.173517e-009
5.985595703125056e-011	2.120027e-009	8.341791e-009
6.010009765625055e-011	2.181900e-009	8.603934e-009
6.022216796875055e-011	2.212962e-009	8.695917e-009
6.034423828125055e-011	2.243713e-009	8.760706e-009
6.058837890625054e-011	2.303053e-009	8.805763e-009
6.083251953125053e-011	2.357425e-009	8.734074e-009
6.095458984375053e-011	2.381958e-009	8.653263e-009
6.107666015625052e-011	2.404303e-009	8.542028e-009
6.119873046875052e-011	2.424148e-009	8.400156e-009
6.132080078125052e-011	2.441187e-009	8.227532e-009
6.144287109375051e-011	2.455121e-009	8.024147e-009
6.156494140625051e-011	2.465659e-009	7.790089e-009
6.168701171875050e-011	2.472517e-009	7.525555e-009
6.180908203125050e-011	2.475429e-009	7.230846e-009
6.193115234375050e-011	2.474136e-009	6.906368e-009
6.205322265625049e-011	2.468401e-009	6.552635e-009
6.217529296875049e-011	2.457998e-009	6.170264e-009
6.229736328125049e-011	2.442724e-009	5.759979e-009
6.241943359375048e-011	2.422393e-009	5.322609e-009
6.254150390625048e-011	2.396842e-009	4.859084e-009
6.266357421875047e-011	2.365930e-009	4.370437e-009
6.290771484375047e-011	2.287584e-009	3.322403e-009
6.315185546875046e-011	2.186730e-009	2.188709e-009
6.351806640625045e-011	1.992959e-009	3.534320e-010
6.388427734375044e-011	1.749562e-009	-1.603153e-009
6.425048828125043e-011	1.460330e-009	-3.630448e-009
6.461669921875041e-011	1.131533e-009	-5.673393e-009
6.498291015625040e-011	7.718628e-010	-7.673897e-009
6.522705078125040e-011	5.202506e-010	-8.954587e-009
6.547119140625039e-011	2.634858e-010	-1.017227e-008
6.571533203125038e-011	5.659693e-012	-1.130955e-008
6.583740234375038e-011	-1.222906e-010	-1.184271e-008
6.595947265625037e-011	-2.488412e-010	-1.234948e-008
6.608154296875037e-011	-3.734075e-010	-1.282785e-008
6.620361328125037e-011	-4.953939e-010	-1.327587e-008
6.632568359375036e-011	-6.141964e-010	-1.369166e-008
6.656982421875035e-011	-8.398046e-010	-1.441941e-008
6.681396484375035e-011	-1.045319e-009	-1.499759e-008
6.705810546875034e-011	-1.225843e-009	-1.541414e-008
6.730224609375033e-011	-1.376580e-009	-1.565861e-008
6.742431640625033e-011	-1.439324e-009	-1.571354e-008
6.754638671875032e-011	-1.492905e-009	-1.572235e-008
6.766845703125032e-011	-1.536787e-009	-1.568426e-008
6.779052734375032e-011	-1.570453e-009	-1.559863e-008
6.791259765625031e-011	-1.593410e-009	-1.546492e-008
6.803466796875031e-011	-1.605193e-009	-1.528277e-008
6.815673828125031e-011	-1.605363e-009	-1.505192e-008
6.827880859375030e-011	-1.593514e-009	-1.477227e-008
6.840087890625030e-011	-1.569271e-009	-1.444386e-008
6.852294921875029e-011	-1.532297e-009	-1.406687e-008
6.864501953125029e-011	-1.482291e-009	-1.364162e-008
6.876708984375029e-011	-1.418988e-009	-1.316860e-008
6.888916015625028e-011	-1.342170e-009	-1.264842e-008
6.901123046875028e-011	-1.251656e-009	-1.208184e-008
6.913330078125028e-011	-1.147314e-009	-1.146978e-008
6.925537109375027e-011	-1.029055e-009	-1.081330e-008
6.937744140625027e-011	-8.968392e-010	-1.011359e-008
6.949951171875026e-011	-7.506737e-010	-9.371991e-009
