time	V(n_3p)	V(sum)
2.333749999999999e-010	1.154470e-001	1.154492e-001
2.336250000000000e-010	1.171958e-001	1.171980e-001
2.338750000000000e-010	1.189533e-001	1.189554e-001
2.341250000000000e-010	1.207193e-001	1.207213e-001
2.343750000000000e-010	1.224935e-001	1.224955e-001
2.346250000000001e-010	1.242758e-001	1.242778e-001
2.348750000000001e-010	1.260659e-001	1.260678e-001
2.351250000000001e-010	1.278636e-001	1.278654e-001
2.353750000000001e-010	1.296686e-001	1.296704e-001
2.356250000000002e-010	1.314808e-001	1.314825e-001
2.358750000000002e-010	1.332998e-001	1.333014e-001
2.361250000000002e-010	1.351254e-001	1.351270e-001
2.363750000000002e-010	1.369574e-001	1.369589e-001
2.366250000000003e-010	1.387955e-001	1.387970e-001
2.368750000000003e-010	1.406395e-001	1.406410e-001
2.371250000000003e-010	1.424892e-001	1.424906e-001
2.373750000000003e-010	1.443443e-001	1.443456e-001
2.376250000000004e-010	1.462045e-001	1.462058e-001
2.378750000000004e-010	1.480697e-001	1.480708e-001
2.381250000000004e-010	1.499394e-001	1.499405e-001
2.383750000000004e-010	1.518136e-001	1.518146e-001
2.386250000000005e-010	1.536919e-001	1.536929e-001
2.388750000000005e-010	1.555741e-001	1.555750e-001
2.391250000000005e-010	1.574598e-001	1.574607e-001
2.393750000000005e-010	1.593490e-001	1.593498e-001
2.396250000000006e-010	1.612412e-001	1.612419e-001
2.398750000000006e-010	1.631363e-001	1.631366e-001
2.400000000000000e-010	1.640848e-001	1.640848e-001
2.400250000000000e-010	1.642746e-001	1.642746e-001
2.400750000000000e-010	1.646542e-001	1.646543e-001
2.401750000000000e-010	1.654138e-001	1.654139e-001
2.403750000000000e-010	1.669339e-001	1.669343e-001
2.406250000000000e-010	1.688358e-001	1.688363e-001
2.408750000000001e-010	1.707396e-001	1.707399e-001
2.411250000000001e-010	1.726448e-001	1.726451e-001
2.413750000000001e-010	1.745512e-001	1.745515e-001
2.416250000000001e-010	1.764586e-001	1.764588e-001
2.418750000000002e-010	1.783667e-001	1.783668e-001
2.421250000000002e-010	1.802752e-001	1.802752e-001
2.423750000000002e-010	1.821838e-001	1.821838e-001
2.426250000000002e-010	1.840923e-001	1.840922e-001
2.428750000000003e-010	1.860003e-001	1.860002e-001
2.431250000000003e-010	1.879077e-001	1.879075e-001
2.433750000000003e-010	1.898141e-001	1.898137e-001
2.436250000000003e-010	1.917192e-001	1.917188e-001
2.438750000000004e-010	1.936228e-001	1.936223e-001
2.441250000000004e-010	1.955245e-001	1.955240e-001
2.443750000000004e-010	1.974241e-001	1.974235e-001
2.446250000000004e-010	1.993214e-001	1.993207e-001
2.448750000000005e-010	2.012160e-001	2.012153e-001
2.451250000000005e-010	2.031076e-001	2.031068e-001
2.453750000000005e-010	2.049960e-001	2.049952e-001
2.456250000000005e-010	2.068809e-001	2.068800e-001
2.458750000000006e-010	2.087620e-001	2.087610e-001
2.461250000000006e-010	2.106390e-001	2.106379e-001
2.463750000000006e-010	2.125116e-001	2.125105e-001
2.466250000000006e-010	2.143796e-001	2.143784e-001
2.468750000000007e-010	2.162426e-001	2.162413e-001
2.471250000000007e-010	2.181004e-001	2.180990e-001
2.473750000000007e-010	2.199527e-001	2.199512e-001
2.476250000000007e-010	2.217992e-001	2.217977e-001
2.478750000000008e-010	2.236396e-001	2.236380e-001
2.481250000000008e-010	2.254737e-001	2.254720e-001
2.483750000000008e-010	2.273011e-001	2.272993e-001
2.486250000000008e-010	2.291216e-001	2.291198e-001
2.488750000000009e-010	2.309349e-001	2.309330e-001
2.491250000000009e-010	2.327407e-001	2.327387e-001
2.493750000000009e-010	2.345387e-001	2.345367e-001
2.496250000000009e-010	2.363288e-001	2.363267e-001
2.498750000000010e-010	2.381105e-001	2.381083e-001
2.501250000000010e-010	2.398836e-001	2.398814e-001
2.503750000000010e-010	2.416479e-001	2.416456e-001
2.506250000000010e-010	2.434031e-001	2.434007e-001
2.508750000000011e-010	2.451489e-001	2.451464e-001
2.511250000000011e-010	2.468850e-001	2.468825e-001
2.513750000000011e-010	2.486112e-001	2.486086e-001
2.516250000000011e-010	2.503272e-001	2.503246e-001
2.518750000000012e-010	2.520328e-001	2.520302e-001
2.521250000000012e-010	2.537278e-001	2.537250e-001
2.523750000000012e-010	2.554117e-001	2.554089e-001
2.526250000000012e-010	2.570845e-001	2.570817e-001
2.528750000000013e-010	2.587459e-001	2.587430e-001
2.531250000000013e-010	2.603956e-001	2.603926e-001
2.533750000000013e-010	2.620334e-001	2.620304e-001
2.536250000000013e-010	2.636590e-001	2.636559e-001
2.538750000000014e-010	2.652723e-001	2.652691e-001
2.541250000000014e-010	2.668729e-001	2.668697e-001
2.543750000000014e-010	2.684608e-001	2.684575e-001
2.546250000000014e-010	2.700355e-001	2.700322e-001
2.548750000000015e-010	2.715971e-001	2.715937e-001
2.551250000000015e-010	2.731451e-001	2.731417e-001
2.553750000000015e-010	2.746795e-001	2.746760e-001
2.556250000000015e-010	2.762000e-001	2.761965e-001
2.558750000000016e-010	2.777064e-001	2.777029e-001
2.561250000000016e-010	2.791986e-001	2.791950e-001
2.563750000000016e-010	2.806763e-001	2.806727e-001
2.566250000000016e-010	2.821394e-001	2.821357e-001
2.568750000000017e-010	2.835878e-001	2.835840e-001
2.571250000000017e-010	2.850211e-001	2.850173e-001
2.573750000000017e-010	2.864393e-001	2.864355e-001
2.576250000000017e-010	2.878423e-001	2.878384e-001
2.578750000000018e-010	2.892298e-001	2.892259e-001
2.581250000000018e-010	2.906017e-001	2.905978e-001
2.583750000000018e-010	2.919580e-001	2.919540e-001
2.586250000000018e-010	2.932984e-001	2.932944e-001
2.588750000000019e-010	2.946228e-001	2.946188e-001
2.591250000000019e-010	2.959311e-001	2.959271e-001
2.593750000000019e-010	2.972233e-001	2.972192e-001
2.596250000000019e-010	2.984991e-001	2.984950e-001
2.598750000000020e-010	2.997586e-001	2.997544e-001
2.601250000000020e-010	3.010015e-001	3.009973e-001
2.603750000000020e-010	3.022279e-001	3.022237e-001
2.606250000000020e-010	3.034376e-001	3.034334e-001
2.608750000000021e-010	3.046306e-001	3.046264e-001
2.611250000000021e-010	3.058068e-001	3.058026e-001
2.613750000000021e-010	3.069662e-001	3.069619e-001
2.616250000000021e-010	3.081086e-001	3.081044e-001
2.618750000000022e-010	3.092341e-001	3.092299e-001
2.621250000000022e-010	3.103427e-001	3.103384e-001
2.623750000000022e-010	3.114343e-001	3.114300e-001
2.626250000000022e-010	3.125088e-001	3.125045e-001
2.628750000000023e-010	3.135663e-001	3.135620e-001
2.631250000000023e-010	3.146068e-001	3.146025e-001
2.633750000000023e-010	3.156302e-001	3.156259e-001
2.636250000000023e-010	3.166366e-001	3.166323e-001
2.638750000000024e-010	3.176259e-001	3.176217e-001
2.641250000000024e-010	3.185983e-001	3.185941e-001
2.643750000000024e-010	3.195537e-001	3.195495e-001
2.646250000000024e-010	3.204922e-001	3.204880e-001
2.648750000000025e-010	3.214138e-001	3.214096e-001
2.651250000000025e-010	3.223185e-001	3.223143e-001
2.653750000000025e-010	3.232065e-001	3.232023e-001
2.656250000000025e-010	3.240777e-001	3.240735e-001
2.658750000000026e-010	3.249322e-001	3.249281e-001
2.661250000000026e-010	3.257702e-001	3.257661e-001
2.663750000000026e-010	3.265916e-001	3.265875e-001
2.666250000000026e-010	3.273967e-001	3.273926e-001
2.668750000000027e-010	3.281854e-001	3.281814e-001
2.671250000000027e-010	3.289579e-001	3.289539e-001
2.673750000000027e-010	3.297143e-001	3.297103e-001
2.676250000000027e-010	3.304546e-001	3.304507e-001
2.678750000000028e-010	3.311791e-001	3.311752e-001
2.681250000000028e-010	3.318878e-001	3.318839e-001
2.683750000000028e-010	3.325808e-001	3.325770e-001
2.686250000000028e-010	3.332584e-001	3.332545e-001
2.688750000000029e-010	3.339205e-001	3.339167e-001
2.691250000000029e-010	3.345674e-001	3.345636e-001
2.693750000000029e-010	3.351992e-001	3.351955e-001
2.696250000000029e-010	3.358161e-001	3.358124e-001
2.698750000000030e-010	3.364181e-001	3.364145e-001
2.701250000000030e-010	3.370055e-001	3.370019e-001
2.703750000000030e-010	3.375785e-001	3.375749e-001
2.706250000000030e-010	3.381371e-001	3.381336e-001
2.708750000000031e-010	3.386816e-001	3.386781e-001
2.711250000000031e-010	3.392121e-001	3.392087e-001
2.713750000000031e-010	3.397288e-001	3.397254e-001
2.716250000000031e-010	3.402319e-001	3.402286e-001
2.718750000000032e-010	3.407216e-001	3.407183e-001
2.721250000000032e-010	3.411980e-001	3.411947e-001
2.723750000000032e-010	3.416613e-001	3.416581e-001
2.726250000000032e-010	3.421118e-001	3.421086e-001
2.728750000000033e-010	3.425495e-001	3.425464e-001
2.731250000000033e-010	3.429748e-001	3.429717e-001
2.733750000000033e-010	3.433877e-001	3.433847e-001
2.736250000000033e-010	3.437885e-001	3.437856e-001
2.738750000000034e-010	3.441774e-001	3.441745e-001
2.741250000000034e-010	3.445545e-001	3.445517e-001
2.743750000000034e-010	3.449202e-001	3.449173e-001
2.746250000000034e-010	3.452744e-001	3.452716e-001
2.748750000000035e-010	3.456176e-001	3.456148e-001
2.751250000000035e-010	3.459497e-001	3.459471e-001
2.753750000000035e-010	3.462712e-001	3.462685e-001
2.756250000000035e-010	3.465820e-001	3.465794e-001
2.758750000000036e-010	3.468825e-001	3.468800e-001
2.761250000000036e-010	3.471729e-001	3.471704e-001
2.763750000000036e-010	3.474532e-001	3.474508e-001
2.766250000000036e-010	3.477238e-001	3.477215e-001
2.768750000000037e-010	3.479849e-001	3.479825e-001
2.771250000000037e-010	3.482365e-001	3.482342e-001
2.773750000000037e-010	3.484789e-001	3.484766e-001
2.776250000000037e-010	3.487123e-001	3.487101e-001
2.778750000000038e-010	3.489369e-001	3.489347e-001
2.781250000000038e-010	3.491528e-001	3.491507e-001
2.783750000000038e-010	3.493603e-001	3.493582e-001
2.786250000000038e-010	3.495595e-001	3.495575e-001
2.788750000000039e-010	3.497506e-001	3.497486e-001
2.791250000000039e-010	3.499337e-001	3.499318e-001
2.793750000000039e-010	3.501092e-001	3.501073e-001
2.796250000000039e-010	3.502770e-001	3.502752e-001
2.798750000000040e-010	3.504375e-001	3.504357e-001
2.801250000000040e-010	3.505907e-001	3.505889e-001
2.803750000000040e-010	3.507368e-001	3.507351e-001
2.806250000000040e-010	3.508761e-001	3.508744e-001
2.808750000000041e-010	3.510085e-001	3.510069e-001
2.811250000000041e-010	3.511344e-001	3.511328e-001
2.813750000000041e-010	3.512538e-001	3.512523e-001
2.816250000000041e-010	3.513670e-001	3.513654e-001
2.818750000000042e-010	3.514740e-001	3.514724e-001
2.821250000000042e-010	3.515749e-001	3.515735e-001
2.823750000000042e-010	3.516701e-001	3.516686e-001
2.826250000000042e-010	3.517595e-001	3.517581e-001
2.828750000000043e-010	3.518433e-001	3.518419e-001
2.831250000000043e-010	3.519216e-001	3.519203e-001
2.833750000000043e-010	3.519946e-001	3.519933e-001
2.836250000000043e-010	3.520624e-001	3.520612e-001
2.838750000000044e-010	3.521252e-001	3.521239e-001
2.841250000000044e-010	3.521830e-001	3.521818e-001
2.843750000000044e-010	3.522359e-001	3.522347e-001
2.846250000000044e-010	3.522841e-001	3.522829e-001
2.848750000000045e-010	3.523277e-001	3.523266e-001
2.851250000000045e-010	3.523668e-001	3.523657e-001
2.853750000000045e-010	3.524015e-001	3.524004e-001
2.856250000000045e-010	3.524319e-001	3.524308e-001
2.858750000000046e-010	3.524580e-001	3.524570e-001
2.861250000000046e-010	3.524801e-001	3.524791e-001
2.863750000000046e-010	3.524982e-001	3.524972e-001
2.866250000000046e-010	3.525123e-001	3.525114e-001
2.868750000000047e-010	3.525227e-001	3.525217e-001
2.871250000000047e-010	3.525293e-001	3.525283e-001
2.873750000000047e-010	3.525322e-001	3.525313e-001
2.876250000000047e-010	3.525316e-001	3.525307e-001
2.878750000000048e-010	3.525275e-001	3.525266e-001
2.881250000000048e-010	3.525199e-001	3.525191e-001
2.883750000000048e-010	3.525091e-001	3.525083e-001
2.886250000000048e-010	3.524950e-001	3.524942e-001
2.888750000000049e-010	3.524777e-001	3.524770e-001
2.891250000000049e-010	3.524573e-001	3.524566e-001
2.893750000000049e-010	3.524339e-001	3.524332e-001
2.896250000000049e-010	3.524076e-001	3.524069e-001
2.898750000000050e-010	3.523783e-001	3.523776e-001
2.901250000000050e-010	3.523462e-001	3.523456e-001
2.903750000000050e-010	3.523114e-001	3.523107e-001
2.906250000000050e-010	3.522739e-001	3.522732e-001
2.908750000000051e-010	3.522337e-001	3.522331e-001
2.911250000000051e-010	3.521910e-001	3.521903e-001
2.913750000000051e-010	3.521458e-001	3.521452e-001
2.916250000000051e-010	3.520981e-001	3.520975e-001
2.918750000000052e-010	3.520481e-001	3.520476e-001
2.921250000000052e-010	3.519958e-001	3.519952e-001
2.923750000000052e-010	3.519413e-001	3.519407e-001
2.926250000000052e-010	3.518845e-001	3.518840e-001
2.928750000000053e-010	3.518257e-001	3.518252e-001
2.931250000000053e-010	3.517648e-001	3.517643e-001
2.933750000000053e-010	3.517019e-001	3.517014e-001
2.936250000000053e-010	3.516371e-001	3.516366e-001
2.938750000000054e-010	3.515704e-001	3.515700e-001
2.941250000000054e-010	3.515020e-001	3.515016e-001
2.943750000000054e-010	3.514318e-001	3.514314e-001
2.946250000000054e-010	3.513600e-001	3.513596e-001
2.948750000000055e-010	3.512866e-001	3.512862e-001
2.951250000000055e-010	3.512116e-001	3.512112e-001
2.953750000000055e-010	3.511352e-001	3.511349e-001
2.956250000000055e-010	3.510574e-001	3.510571e-001
2.958750000000056e-010	3.509783e-001	3.509780e-001
2.961250000000056e-010	3.508980e-001	3.508977e-001
2.963750000000056e-010	3.508165e-001	3.508162e-001
2.966250000000056e-010	3.507339e-001	3.507337e-001
2.968750000000057e-010	3.506503e-001	3.506501e-001
2.971250000000057e-010	3.505658e-001	3.505656e-001
2.973750000000057e-010	3.504804e-001	3.504802e-001
2.976250000000057e-010	3.503942e-001	3.503941e-001
2.978750000000058e-010	3.503074e-001	3.503072e-001
2.981250000000058e-010	3.502199e-001	3.502198e-001
2.983750000000058e-010	3.501319e-001	3.501318e-001
2.986250000000058e-010	3.500435e-001	3.500434e-001
2.988750000000059e-010	3.499547e-001	3.499546e-001
2.991250000000059e-010	3.498656e-001	3.498656e-001
2.993750000000059e-010	3.497764e-001	3.497763e-001
2.996250000000059e-010	3.496870e-001	3.496870e-001
2.998750000000060e-010	3.495977e-001	3.495977e-001
3.001250000000060e-010	3.495085e-001	3.495085e-001
3.003750000000060e-010	3.494194e-001	3.494195e-001
3.006250000000060e-010	3.493307e-001	3.493308e-001
3.007500000000000e-010	3.492865e-001	3.492866e-001
3.010000000000000e-010	3.491984e-001	3.491984e-001
3.010249999999988e-010	3.491896e-001	3.491896e-001
3.010749999999964e-010	3.491721e-001	3.491721e-001
3.011749999999915e-010	3.491370e-001	3.491371e-001
3.013749999999819e-010	3.490673e-001	3.490674e-001
3.016249999999819e-010	3.489807e-001	3.489808e-001
3.017500000000000e-010	3.489377e-001	3.489378e-001
3.020000000000000e-010	3.488524e-001	3.488524e-001
3.020250000000000e-010	3.488439e-001	3.488439e-001
3.020750000000000e-010	3.488269e-001	3.488270e-001
3.021750000000000e-010	3.487932e-001	3.487933e-001
3.023750000000000e-010	3.487262e-001	3.487264e-001
3.026250000000000e-010	3.486434e-001	3.486437e-001
3.028750000000001e-010	3.485619e-001	3.485622e-001
3.031250000000001e-010	3.484817e-001	3.484820e-001
3.033750000000001e-010	3.484029e-001	3.484032e-001
3.036250000000001e-010	3.483256e-001	3.483260e-001
3.038750000000002e-010	3.482500e-001	3.482504e-001
3.041250000000002e-010	3.481762e-001	3.481766e-001
3.043750000000002e-010	3.481042e-001	3.481047e-001
3.046250000000002e-010	3.480341e-001	3.480347e-001
3.048750000000003e-010	3.479662e-001	3.479668e-001
3.051250000000003e-010	3.479005e-001	3.479011e-001
3.053750000000003e-010	3.478371e-001	3.478377e-001
3.056250000000003e-010	3.477761e-001	3.477767e-001
3.058750000000004e-010	3.477176e-001	3.477183e-001
3.061250000000004e-010	3.476618e-001	3.476624e-001
3.063750000000004e-010	3.476087e-001	3.476094e-001
3.066250000000004e-010	3.475584e-001	3.475592e-001
3.068750000000005e-010	3.475112e-001	3.475119e-001
3.071250000000005e-010	3.474670e-001	3.474678e-001
3.073750000000005e-010	3.474259e-001	3.474268e-001
3.076250000000005e-010	3.473882e-001	3.473890e-001
3.078750000000006e-010	3.473538e-001	3.473547e-001
3.081250000000006e-010	3.473230e-001	3.473239e-001
3.083750000000006e-010	3.472957e-001	3.472967e-001
3.086250000000006e-010	3.472722e-001	3.472731e-001
3.088750000000007e-010	3.472524e-001	3.472534e-001
3.091250000000007e-010	3.472365e-001	3.472375e-001
3.093750000000007e-010	3.472247e-001	3.472257e-001
3.096250000000007e-010	3.472169e-001	3.472179e-001
3.098750000000008e-010	3.472133e-001	3.472144e-001
3.101250000000008e-010	3.472140e-001	3.472151e-001
3.103750000000008e-010	3.472190e-001	3.472201e-001
3.106250000000008e-010	3.472285e-001	3.472296e-001
3.108750000000009e-010	3.472425e-001	3.472437e-001
3.111250000000009e-010	3.472612e-001	3.472624e-001
3.113750000000009e-010	3.472846e-001	3.472857e-001
3.116250000000009e-010	3.473127e-001	3.473139e-001
3.118750000000010e-010	3.473457e-001	3.473470e-001
3.121250000000010e-010	3.473837e-001	3.473849e-001
3.123750000000010e-010	3.474266e-001	3.474279e-001
3.126250000000010e-010	3.474747e-001	3.474759e-001
3.128750000000011e-010	3.475278e-001	3.475291e-001
3.131250000000011e-010	3.475862e-001	3.475875e-001
3.133750000000011e-010	3.476499e-001	3.476512e-001
3.136250000000011e-010	3.477188e-001	3.477202e-001
3.138750000000012e-010	3.477932e-001	3.477946e-001
3.141250000000012e-010	3.478730e-001	3.478744e-001
3.143750000000012e-010	3.479583e-001	3.479596e-001
3.146250000000012e-010	3.480491e-001	3.480505e-001
3.148750000000013e-010	3.481455e-001	3.481469e-001
3.151250000000013e-010	3.482475e-001	3.482489e-001
3.153750000000013e-010	3.483551e-001	3.483565e-001
3.156250000000013e-010	3.484685e-001	3.484699e-001
3.158750000000014e-010	3.485875e-001	3.485889e-001
3.161250000000014e-010	3.487123e-001	3.487138e-001
3.163750000000014e-010	3.488429e-001	3.488443e-001
3.166250000000014e-010	3.489793e-001	3.489807e-001
3.168750000000015e-010	3.491214e-001	3.491229e-001
3.171250000000015e-010	3.492694e-001	3.492709e-001
3.173750000000015e-010	3.494233e-001	3.494247e-001
3.176250000000015e-010	3.495829e-001	3.495844e-001
3.178750000000016e-010	3.497485e-001	3.497500e-001
3.181250000000016e-010	3.499199e-001	3.499213e-001
3.183750000000016e-010	3.500971e-001	3.500986e-001
3.186250000000016e-010	3.502802e-001	3.502817e-001
3.188750000000017e-010	3.504691e-001	3.504706e-001
3.191250000000017e-010	3.506639e-001	3.506653e-001
3.193750000000017e-010	3.508644e-001	3.508659e-001
3.196250000000017e-010	3.510708e-001	3.510723e-001
3.198750000000018e-010	3.512830e-001	3.512844e-001
3.201250000000018e-010	3.515009e-001	3.515023e-001
3.203750000000018e-010	3.517245e-001	3.517259e-001
3.206250000000018e-010	3.519538e-001	3.519553e-001
3.208750000000019e-010	3.521889e-001	3.521903e-001
3.211250000000019e-010	3.524295e-001	3.524309e-001
3.213750000000019e-010	3.526758e-001	3.526772e-001
3.216250000000019e-010	3.529276e-001	3.529289e-001
3.218750000000020e-010	3.531849e-001	3.531863e-001
3.221250000000020e-010	3.534477e-001	3.534490e-001
3.223750000000020e-010	3.537159e-001	3.537173e-001
3.226250000000020e-010	3.539895e-001	3.539909e-001
3.228750000000021e-010	3.542684e-001	3.542697e-001
3.231250000000021e-010	3.545526e-001	3.545539e-001
3.233750000000021e-010	3.548420e-001	3.548433e-001
3.236250000000021e-010	3.551365e-001	3.551378e-001
3.238750000000022e-010	3.554362e-001	3.554374e-001
3.241250000000022e-010	3.557408e-001	3.557420e-001
3.243750000000022e-010	3.560504e-001	3.560516e-001
3.246250000000022e-010	3.563649e-001	3.563661e-001
3.248750000000023e-010	3.566841e-001	3.566853e-001
3.251250000000023e-010	3.570082e-001	3.570093e-001
3.253750000000023e-010	3.573368e-001	3.573380e-001
3.256250000000023e-010	3.576701e-001	3.576713e-001
3.258750000000024e-010	3.580079e-001	3.580090e-001
3.261250000000024e-010	3.583501e-001	3.583512e-001
3.263750000000024e-010	3.586967e-001	3.586977e-001
3.266250000000024e-010	3.590475e-001	3.590485e-001
3.268750000000025e-010	3.594025e-001	3.594035e-001
3.271250000000025e-010	3.597616e-001	3.597626e-001
3.273750000000025e-010	3.601247e-001	3.601257e-001
3.276250000000025e-010	3.604917e-001	3.604927e-001
3.278750000000026e-010	3.608626e-001	3.608635e-001
3.281250000000026e-010	3.612371e-001	3.612381e-001
3.283750000000026e-010	3.616154e-001	3.616163e-001
3.286250000000026e-010	3.619971e-001	3.619980e-001
3.288750000000027e-010	3.623824e-001	3.623832e-001
3.291250000000027e-010	3.627710e-001	3.627718e-001
3.293750000000027e-010	3.631628e-001	3.631637e-001
3.296250000000027e-010	3.635579e-001	3.635587e-001
3.298750000000028e-010	3.639560e-001	3.639567e-001
3.301250000000028e-010	3.643571e-001	3.643578e-001
3.303750000000028e-010	3.647611e-001	3.647617e-001
3.306250000000028e-010	3.651678e-001	3.651685e-001
3.308750000000029e-010	3.655772e-001	3.655779e-001
3.311250000000029e-010	3.659892e-001	3.659899e-001
3.313750000000029e-010	3.664037e-001	3.664043e-001
3.316250000000029e-010	3.668206e-001	3.668212e-001
3.318750000000030e-010	3.672398e-001	3.672403e-001
3.321250000000030e-010	3.676611e-001	3.676617e-001
3.323750000000030e-010	3.680845e-001	3.680851e-001
3.326250000000030e-010	3.685100e-001	3.685104e-001
3.328750000000031e-010	3.689373e-001	3.689377e-001
3.331250000000031e-010	3.693663e-001	3.693668e-001
3.333750000000031e-010	3.697971e-001	3.697975e-001
3.336250000000031e-010	3.702295e-001	3.702298e-001
3.338750000000032e-010	3.706633e-001	3.706636e-001
3.341250000000032e-010	3.710985e-001	3.710988e-001
3.343750000000032e-010	3.715350e-001	3.715352e-001
3.346250000000032e-010	3.719726e-001	3.719729e-001
3.348750000000033e-010	3.724114e-001	3.724116e-001
3.351250000000033e-010	3.728511e-001	3.728514e-001
3.353750000000033e-010	3.732918e-001	3.732920e-001
3.356250000000033e-010	3.737332e-001	3.737333e-001
3.358750000000034e-010	3.741753e-001	3.741754e-001
3.361250000000034e-010	3.746180e-001	3.746181e-001
3.363750000000034e-010	3.750612e-001	3.750613e-001
3.366250000000034e-010	3.755048e-001	3.755049e-001
3.368750000000035e-010	3.759487e-001	3.759487e-001
3.371250000000035e-010	3.763928e-001	3.763928e-001
3.373750000000035e-010	3.768370e-001	3.768370e-001
3.376250000000035e-010	3.772812e-001	3.772812e-001
3.378750000000036e-010	3.777254e-001	3.777254e-001
3.381250000000036e-010	3.781694e-001	3.781694e-001
3.383750000000036e-010	3.786131e-001	3.786131e-001
3.386250000000036e-010	3.790565e-001	3.790564e-001
3.388750000000037e-010	3.794994e-001	3.794993e-001
3.391250000000037e-010	3.799418e-001	3.799416e-001
3.393750000000037e-010	3.803836e-001	3.803834e-001
3.396250000000037e-010	3.808246e-001	3.808244e-001
3.398750000000038e-010	3.812647e-001	3.812645e-001
3.401250000000038e-010	3.817040e-001	3.817038e-001
3.403750000000038e-010	3.821423e-001	3.821421e-001
3.406250000000038e-010	3.825795e-001	3.825792e-001
3.408750000000039e-010	3.830155e-001	3.830152e-001
3.411250000000039e-010	3.834503e-001	3.834499e-001
3.413750000000039e-010	3.838837e-001	3.838833e-001
3.416250000000039e-010	3.843156e-001	3.843152e-001
3.418750000000040e-010	3.847460e-001	3.847456e-001
3.421250000000040e-010	3.851748e-001	3.851744e-001
3.423750000000040e-010	3.856019e-001	3.856014e-001
3.426250000000040e-010	3.860271e-001	3.860267e-001
3.428750000000041e-010	3.864505e-001	3.864500e-001
3.431250000000041e-010	3.868719e-001	3.868714e-001
3.433750000000041e-010	3.872913e-001	3.872907e-001
3.436250000000041e-010	3.877085e-001	3.877079e-001
3.438750000000042e-010	3.881234e-001	3.881228e-001
3.441250000000042e-010	3.885360e-001	3.885354e-001
3.443750000000042e-010	3.889462e-001	3.889456e-001
3.446250000000042e-010	3.893540e-001	3.893533e-001
3.448750000000043e-010	3.897591e-001	3.897584e-001
3.451250000000043e-010	3.901615e-001	3.901609e-001
3.453750000000043e-010	3.905613e-001	3.905605e-001
3.456250000000043e-010	3.909581e-001	3.909574e-001
3.458750000000044e-010	3.913520e-001	3.913513e-001
3.461250000000044e-010	3.917429e-001	3.917421e-001
3.463750000000044e-010	3.921307e-001	3.921299e-001
3.466250000000044e-010	3.925153e-001	3.925145e-001
3.468750000000045e-010	3.928966e-001	3.928958e-001
3.471250000000045e-010	3.932745e-001	3.932737e-001
3.473750000000045e-010	3.936490e-001	3.936481e-001
3.476250000000045e-010	3.940200e-001	3.940191e-001
3.478750000000046e-010	3.943873e-001	3.943864e-001
3.481250000000046e-010	3.947510e-001	3.947500e-001
3.483750000000046e-010	3.951108e-001	3.951098e-001
3.486250000000046e-010	3.954667e-001	3.954657e-001
3.488750000000047e-010	3.958187e-001	3.958176e-001
3.491250000000047e-010	3.961666e-001	3.961655e-001
3.493750000000047e-010	3.965103e-001	3.965093e-001
3.496250000000047e-010	3.968498e-001	3.968488e-001
3.498750000000048e-010	3.971851e-001	3.971840e-001
3.501250000000048e-010	3.975159e-001	3.975148e-001
3.503750000000048e-010	3.978422e-001	3.978411e-001
3.506250000000048e-010	3.981640e-001	3.981628e-001
3.508750000000049e-010	3.984811e-001	3.984799e-001
3.511250000000049e-010	3.987935e-001	3.987923e-001
3.513750000000049e-010	3.991010e-001	3.990998e-001
3.516250000000049e-010	3.994037e-001	3.994024e-001
3.518750000000050e-010	3.997014e-001	3.997001e-001
3.521250000000050e-010	3.999940e-001	3.999927e-001
3.523750000000050e-010	4.002815e-001	4.002801e-001
3.526250000000050e-010	4.005637e-001	4.005624e-001
3.528750000000051e-010	4.008407e-001	4.008393e-001
3.531250000000051e-010	4.011122e-001	4.011109e-001
3.533750000000051e-010	4.013783e-001	4.013770e-001
3.536250000000051e-010	4.016389e-001	4.016375e-001
3.538750000000052e-010	4.018939e-001	4.018925e-001
3.541250000000052e-010	4.021432e-001	4.021417e-001
3.543750000000052e-010	4.023868e-001	4.023853e-001
3.546250000000052e-010	4.026245e-001	4.026230e-001
3.548750000000053e-010	4.028563e-001	4.028549e-001
3.551250000000053e-010	4.030822e-001	4.030807e-001
3.553750000000053e-010	4.033021e-001	4.033006e-001
3.556250000000053e-010	4.035159e-001	4.035144e-001
3.558750000000054e-010	4.037236e-001	4.037220e-001
3.561250000000054e-010	4.039250e-001	4.039235e-001
3.563750000000054e-010	4.041202e-001	4.041187e-001
3.566250000000054e-010	4.043091e-001	4.043075e-001
3.568750000000055e-010	4.044917e-001	4.044901e-001
3.571250000000055e-010	4.046678e-001	4.046662e-001
3.573750000000055e-010	4.048375e-001	4.048358e-001
3.576250000000055e-010	4.050006e-001	4.049990e-001
3.578750000000056e-010	4.051572e-001	4.051556e-001
3.581250000000056e-010	4.053073e-001	4.053056e-001
3.583750000000056e-010	4.054507e-001	4.054490e-001
3.586250000000056e-010	4.055875e-001	4.055858e-001
3.588750000000057e-010	4.057176e-001	4.057159e-001
3.591250000000057e-010	4.058409e-001	4.058393e-001
3.593750000000057e-010	4.059576e-001	4.059559e-001
3.596250000000057e-010	4.060675e-001	4.060658e-001
3.598750000000058e-010	4.061706e-001	4.061689e-001
3.601250000000058e-010	4.062670e-001	4.062653e-001
