Freq.	mag(V(d_3p))
Step Information: C_d=100f  (Run: 1/10)
1.48525800000000e+010	(-8.46268429481333e+000dB,0.00000000000000e+000°)
1.48725700000000e+010	(-8.47744805170655e+000dB,0.00000000000000e+000°)
1.48925600000000e+010	(-8.49239792813187e+000dB,0.00000000000000e+000°)
1.49125500000000e+010	(-8.50753091453065e+000dB,0.00000000000000e+000°)
1.49325400000000e+010	(-8.52284397750871e+000dB,0.00000000000000e+000°)
1.49525300000000e+010	(-8.53833406153501e+000dB,0.00000000000000e+000°)
1.49725200000000e+010	(-8.55399809062767e+000dB,0.00000000000000e+000°)
1.49925100000000e+010	(-8.56983297002609e+000dB,0.00000000000000e+000°)
1.50125000000000e+010	(-8.58583558784677e+000dB,0.00000000000000e+000°)
1.50324900000000e+010	(-8.60200281672185e+000dB,0.00000000000000e+000°)
1.50524800000000e+010	(-8.61833151541762e+000dB,0.00000000000000e+000°)
1.50724700000000e+010	(-8.63481853043251e+000dB,0.00000000000000e+000°)
1.50924600000000e+010	(-8.65146069757274e+000dB,0.00000000000000e+000°)
1.51124500000000e+010	(-8.66825484350345e+000dB,0.00000000000000e+000°)
1.51324400000000e+010	(-8.68519778727515e+000dB,0.00000000000000e+000°)
1.51524300000000e+010	(-8.70228634182338e+000dB,0.00000000000000e+000°)
1.51724200000000e+010	(-8.71951731544079e+000dB,0.00000000000000e+000°)
1.51924100000000e+010	(-8.73688751322029e+000dB,0.00000000000000e+000°)
1.52124000000000e+010	(-8.75439373846823e+000dB,0.00000000000000e+000°)
1.52323900000000e+010	(-8.77203279408714e+000dB,0.00000000000000e+000°)
1.52523800000000e+010	(-8.78980148392636e+000dB,0.00000000000000e+000°)
1.52723700000000e+010	(-8.80769661410025e+000dB,0.00000000000000e+000°)
1.52923600000000e+010	(-8.82571499427348e+000dB,0.00000000000000e+000°)
1.53123500000000e+010	(-8.84385343891177e+000dB,0.00000000000000e+000°)
1.53323400000000e+010	(-8.86210876849883e+000dB,0.00000000000000e+000°)
1.53523300000000e+010	(-8.88047781071780e+000dB,0.00000000000000e+000°)
1.53723200000000e+010	(-8.89895740159742e+000dB,0.00000000000000e+000°)
1.53923100000000e+010	(-8.91754438662243e+000dB,0.00000000000000e+000°)
1.54123000000000e+010	(-8.93623562180766e+000dB,0.00000000000000e+000°)
1.54322900000000e+010	(-8.95502797473577e+000dB,0.00000000000000e+000°)
1.54522800000000e+010	(-8.97391832555869e+000dB,0.00000000000000e+000°)
1.54722700000000e+010	(-8.99290356796187e+000dB,0.00000000000000e+000°)
1.54922600000000e+010	(-9.01198061009218e+000dB,0.00000000000000e+000°)
1.55122500000000e+010	(-9.03114637544902e+000dB,0.00000000000000e+000°)
1.55322400000000e+010	(-9.05039780373862e+000dB,0.00000000000000e+000°)
1.55522300000000e+010	(-9.06973185169159e+000dB,0.00000000000000e+000°)
1.55722200000000e+010	(-9.08914549384452e+000dB,0.00000000000000e+000°)
1.55922100000000e+010	(-9.10863572328507e+000dB,0.00000000000000e+000°)
1.56122000000000e+010	(-9.12819955236090e+000dB,0.00000000000000e+000°)
1.56321900000000e+010	(-9.14783401335353e+000dB,0.00000000000000e+000°)
1.56521800000000e+010	(-9.16753615911631e+000dB,0.00000000000000e+000°)
1.56721700000000e+010	(-9.18730306367803e+000dB,0.00000000000000e+000°)
1.56921600000000e+010	(-9.20713182281147e+000dB,0.00000000000000e+000°)
1.57121500000000e+010	(-9.22701955456870e+000dB,0.00000000000000e+000°)
1.57321400000000e+010	(-9.24696339978218e+000dB,0.00000000000000e+000°)
1.57521300000000e+010	(-9.26696052253336e+000dB,0.00000000000000e+000°)
1.57721200000000e+010	(-9.28700811058880e+000dB,0.00000000000000e+000°)
1.57921100000000e+010	(-9.30710337580446e+000dB,0.00000000000000e+000°)
1.58121000000000e+010	(-9.32724355449892e+000dB,0.00000000000000e+000°)
1.58320900000000e+010	(-9.34742590779612e+000dB,0.00000000000000e+000°)
1.58520800000000e+010	(-9.36764772193840e+000dB,0.00000000000000e+000°)
1.58720700000000e+010	(-9.38790630857010e+000dB,0.00000000000000e+000°)
1.58920600000000e+010	(-9.40819900499310e+000dB,0.00000000000000e+000°)
1.59120500000000e+010	(-9.42852317439475e+000dB,0.00000000000000e+000°)
1.59320400000000e+010	(-9.44887620604869e+000dB,0.00000000000000e+000°)
1.59520300000000e+010	(-9.46925551548968e+000dB,0.00000000000000e+000°)
1.59720200000000e+010	(-9.48965854466309e+000dB,0.00000000000000e+000°)
1.59920100000000e+010	(-9.51008276204983e+000dB,0.00000000000000e+000°)
1.60120000000000e+010	(-9.53052566276756e+000dB,0.00000000000000e+000°)
1.60319900000000e+010	(-9.55098476864881e+000dB,0.00000000000000e+000°)
1.60519800000000e+010	(-9.57145762829737e+000dB,0.00000000000000e+000°)
1.60719700000000e+010	(-9.59194181712291e+000dB,0.00000000000000e+000°)
1.60919600000000e+010	(-9.61243493735535e+000dB,0.00000000000000e+000°)
1.61119500000000e+010	(-9.63293461803953e+000dB,0.00000000000000e+000°)
1.61319400000000e+010	(-9.65343851501098e+000dB,0.00000000000000e+000°)
1.61519300000000e+010	(-9.67394431085375e+000dB,0.00000000000000e+000°)
1.61719200000000e+010	(-9.69444971484089e+000dB,0.00000000000000e+000°)
1.61919100000000e+010	(-9.71495246285870e+000dB,0.00000000000000e+000°)
1.62119000000000e+010	(-9.73545031731503e+000dB,0.00000000000000e+000°)
1.62318900000000e+010	(-9.75594106703311e+000dB,0.00000000000000e+000°)
1.62518800000000e+010	(-9.77642252713120e+000dB,0.00000000000000e+000°)
1.62718700000000e+010	(-9.79689253888898e+000dB,0.00000000000000e+000°)
1.62918600000000e+010	(-9.81734896960135e+000dB,0.00000000000000e+000°)
1.63118500000000e+010	(-9.83778971242065e+000dB,0.00000000000000e+000°)
1.63318400000000e+010	(-9.85821268618784e+000dB,0.00000000000000e+000°)
1.63518300000000e+010	(-9.87861583525340e+000dB,0.00000000000000e+000°)
1.63718200000000e+010	(-9.89899712928854e+000dB,0.00000000000000e+000°)
1.63918100000000e+010	(-9.91935456308770e+000dB,0.00000000000000e+000°)
1.64118000000000e+010	(-9.93968615636287e+000dB,0.00000000000000e+000°)
1.64317900000000e+010	(-9.95998995353028e+000dB,0.00000000000000e+000°)
1.64517800000000e+010	(-9.98026402349041e+000dB,0.00000000000000e+000°)
1.64717700000000e+010	(-1.00005064594015e+001dB,0.00000000000000e+000°)
1.64917600000000e+010	(-1.00207153784477e+001dB,0.00000000000000e+000°)
1.65117500000000e+010	(-1.00408889216019e+001dB,0.00000000000000e+000°)
1.65317400000000e+010	(-1.00610252533842e+001dB,0.00000000000000e+000°)
1.65517300000000e+010	(-1.00811225616170e+001dB,0.00000000000000e+000°)
1.65717200000000e+010	(-1.01011790571757e+001dB,0.00000000000000e+000°)
1.65917100000000e+010	(-1.01211929737375e+001dB,0.00000000000000e+000°)
1.66117000000000e+010	(-1.01411625675271e+001dB,0.00000000000000e+000°)
1.66316900000000e+010	(-1.01610861170609e+001dB,0.00000000000000e+000°)
1.66516800000000e+010	(-1.01809619228899e+001dB,0.00000000000000e+000°)
1.66716700000000e+010	(-1.02007883073410e+001dB,0.00000000000000e+000°)
1.66916600000000e+010	(-1.02205636142583e+001dB,0.00000000000000e+000°)
1.67116500000000e+010	(-1.02402862087441e+001dB,0.00000000000000e+000°)
1.67316400000000e+010	(-1.02599544768994e+001dB,0.00000000000000e+000°)
1.67516300000000e+010	(-1.02795668255658e+001dB,0.00000000000000e+000°)
1.67716200000000e+010	(-1.02991216820677e+001dB,0.00000000000000e+000°)
1.67916100000000e+010	(-1.03186174939556e+001dB,0.00000000000000e+000°)
1.68116000000000e+010	(-1.03380527287510e+001dB,0.00000000000000e+000°)
1.68315900000000e+010	(-1.03574258736930e+001dB,0.00000000000000e+000°)
1.68515800000000e+010	(-1.03767354354865e+001dB,0.00000000000000e+000°)
1.68715700000000e+010	(-1.03959799400529e+001dB,0.00000000000000e+000°)
1.68915600000000e+010	(-1.04151579322833e+001dB,0.00000000000000e+000°)
1.69115500000000e+010	(-1.04342679757932e+001dB,0.00000000000000e+000°)
1.69315400000000e+010	(-1.04533086526812e+001dB,0.00000000000000e+000°)
1.69515300000000e+010	(-1.04722785632900e+001dB,0.00000000000000e+000°)
1.69715200000000e+010	(-1.04911763259701e+001dB,0.00000000000000e+000°)
1.69915100000000e+010	(-1.05100005768468e+001dB,0.00000000000000e+000°)
1.70115000000000e+010	(-1.05287499695911e+001dB,0.00000000000000e+000°)
1.70314900000000e+010	(-1.05474231751925e+001dB,0.00000000000000e+000°)
1.70514800000000e+010	(-1.05660188817366e+001dB,0.00000000000000e+000°)
1.70714700000000e+010	(-1.05845357941853e+001dB,0.00000000000000e+000°)
1.70914600000000e+010	(-1.06029726341606e+001dB,0.00000000000000e+000°)
1.71114500000000e+010	(-1.06213281397321e+001dB,0.00000000000000e+000°)
1.71314400000000e+010	(-1.06396010652081e+001dB,0.00000000000000e+000°)
1.71514300000000e+010	(-1.06577901809302e+001dB,0.00000000000000e+000°)
1.71714200000000e+010	(-1.06758942730712e+001dB,0.00000000000000e+000°)
1.71914100000000e+010	(-1.06939121434370e+001dB,0.00000000000000e+000°)
1.72114000000000e+010	(-1.07118426092724e+001dB,0.00000000000000e+000°)
1.72313900000000e+010	(-1.07296845030690e+001dB,0.00000000000000e+000°)
1.72513800000000e+010	(-1.07474366723786e+001dB,0.00000000000000e+000°)
1.72713700000000e+010	(-1.07650979796289e+001dB,0.00000000000000e+000°)
1.72913600000000e+010	(-1.07826673019429e+001dB,0.00000000000000e+000°)
1.73113500000000e+010	(-1.08001435309619e+001dB,0.00000000000000e+000°)
1.73313400000000e+010	(-1.08175255726718e+001dB,0.00000000000000e+000°)
1.73513300000000e+010	(-1.08348123472332e+001dB,0.00000000000000e+000°)
1.73713200000000e+010	(-1.08520027888139e+001dB,0.00000000000000e+000°)
1.73913100000000e+010	(-1.08690958454255e+001dB,0.00000000000000e+000°)
1.74113000000000e+010	(-1.08860904787632e+001dB,0.00000000000000e+000°)
1.74312900000000e+010	(-1.09029856640479e+001dB,0.00000000000000e+000°)
1.74512800000000e+010	(-1.09197803898723e+001dB,0.00000000000000e+000°)
1.74712700000000e+010	(-1.09364736580496e+001dB,0.00000000000000e+000°)
1.74912600000000e+010	(-1.09530644834649e+001dB,0.00000000000000e+000°)
1.75112500000000e+010	(-1.09695518939302e+001dB,0.00000000000000e+000°)
1.75312400000000e+010	(-1.09859349300411e+001dB,0.00000000000000e+000°)
1.75512300000000e+010	(-1.10022126450371e+001dB,0.00000000000000e+000°)
1.75712200000000e+010	(-1.10183841046639e+001dB,0.00000000000000e+000°)
1.75912100000000e+010	(-1.10344483870389e+001dB,0.00000000000000e+000°)
1.76112000000000e+010	(-1.10504045825182e+001dB,0.00000000000000e+000°)
1.76311900000000e+010	(-1.10662517935663e+001dB,0.00000000000000e+000°)
1.76511800000000e+010	(-1.10819891346289e+001dB,0.00000000000000e+000°)
1.76711700000000e+010	(-1.10976157320062e+001dB,0.00000000000000e+000°)
1.76911600000000e+010	(-1.11131307237299e+001dB,0.00000000000000e+000°)
1.77111500000000e+010	(-1.11285332594408e+001dB,0.00000000000000e+000°)
1.77311400000000e+010	(-1.11438225002691e+001dB,0.00000000000000e+000°)
1.77511300000000e+010	(-1.11589976187167e+001dB,0.00000000000000e+000°)
1.77711200000000e+010	(-1.11740577985400e+001dB,0.00000000000000e+000°)
1.77911100000000e+010	(-1.11890022346359e+001dB,0.00000000000000e+000°)
1.78111000000000e+010	(-1.12038301329280e+001dB,0.00000000000000e+000°)
1.78310900000000e+010	(-1.12185407102550e+001dB,0.00000000000000e+000°)
1.78510800000000e+010	(-1.12331331942605e+001dB,0.00000000000000e+000°)
1.78710700000000e+010	(-1.12476068232835e+001dB,0.00000000000000e+000°)
1.78910600000000e+010	(-1.12619608462508e+001dB,0.00000000000000e+000°)
1.79110500000000e+010	(-1.12761945225703e+001dB,0.00000000000000e+000°)
1.79310400000000e+010	(-1.12903071220256e+001dB,0.00000000000000e+000°)
1.79510300000000e+010	(-1.13042979246710e+001dB,0.00000000000000e+000°)
1.79710200000000e+010	(-1.13181662207285e+001dB,0.00000000000000e+000°)
1.79910100000000e+010	(-1.13319113104850e+001dB,0.00000000000000e+000°)
1.80110000000000e+010	(-1.13455325041906e+001dB,0.00000000000000e+000°)
1.80309900000000e+010	(-1.13590291219577e+001dB,0.00000000000000e+000°)
1.80509800000000e+010	(-1.13724004936614e+001dB,0.00000000000000e+000°)
1.80709700000000e+010	(-1.13856459588398e+001dB,0.00000000000000e+000°)
1.80909600000000e+010	(-1.13987648665955e+001dB,0.00000000000000e+000°)
1.81109500000000e+010	(-1.14117565754982e+001dB,0.00000000000000e+000°)
1.81309400000000e+010	(-1.14246204534872e+001dB,0.00000000000000e+000°)
1.81509300000000e+010	(-1.14373558777751e+001dB,0.00000000000000e+000°)
1.81709200000000e+010	(-1.14499622347519e+001dB,0.00000000000000e+000°)
1.81909100000000e+010	(-1.14624389198895e+001dB,0.00000000000000e+000°)
1.82109000000000e+010	(-1.14747853376479e+001dB,0.00000000000000e+000°)
1.82308900000000e+010	(-1.14870009013800e+001dB,0.00000000000000e+000°)
1.82508800000000e+010	(-1.14990850332391e+001dB,0.00000000000000e+000°)
1.82708700000000e+010	(-1.15110371640855e+001dB,0.00000000000000e+000°)
1.82908600000000e+010	(-1.15228567333940e+001dB,0.00000000000000e+000°)
1.83108500000000e+010	(-1.15345431891628e+001dB,0.00000000000000e+000°)
1.83308400000000e+010	(-1.15460959878213e+001dB,0.00000000000000e+000°)
1.83508300000000e+010	(-1.15575145941402e+001dB,0.00000000000000e+000°)
1.83708200000000e+010	(-1.15687984811413e+001dB,0.00000000000000e+000°)
1.83908100000000e+010	(-1.15799471300074e+001dB,0.00000000000000e+000°)
1.84108000000000e+010	(-1.15909600299939e+001dB,0.00000000000000e+000°)
1.84307900000000e+010	(-1.16018366783401e+001dB,0.00000000000000e+000°)
1.84507800000000e+010	(-1.16125765801818e+001dB,0.00000000000000e+000°)
1.84707700000000e+010	(-1.16231792484635e+001dB,0.00000000000000e+000°)
1.84907600000000e+010	(-1.16336442038524e+001dB,0.00000000000000e+000°)
1.85107500000000e+010	(-1.16439709746523e+001dB,0.00000000000000e+000°)
1.85307400000000e+010	(-1.16541590967182e+001dB,0.00000000000000e+000°)
1.85507300000000e+010	(-1.16642081133720e+001dB,0.00000000000000e+000°)
1.85707200000000e+010	(-1.16741175753183e+001dB,0.00000000000000e+000°)
1.85907100000000e+010	(-1.16838870405616e+001dB,0.00000000000000e+000°)
1.86107000000000e+010	(-1.16935160743236e+001dB,0.00000000000000e+000°)
1.86306900000000e+010	(-1.17030042489614e+001dB,0.00000000000000e+000°)
1.86506800000000e+010	(-1.17123511438869e+001dB,0.00000000000000e+000°)
1.86706700000000e+010	(-1.17215563454868e+001dB,0.00000000000000e+000°)
1.86906600000000e+010	(-1.17306194470429e+001dB,0.00000000000000e+000°)
1.87106500000000e+010	(-1.17395400486539e+001dB,0.00000000000000e+000°)
1.87306400000000e+010	(-1.17483177571583e+001dB,0.00000000000000e+000°)
1.87506300000000e+010	(-1.17569521860572e+001dB,0.00000000000000e+000°)
1.87706200000000e+010	(-1.17654429554387e+001dB,0.00000000000000e+000°)
1.87906100000000e+010	(-1.17737896919037e+001dB,0.00000000000000e+000°)
1.88106000000000e+010	(-1.17819920284918e+001dB,0.00000000000000e+000°)
1.88305900000000e+010	(-1.17900496046086e+001dB,0.00000000000000e+000°)
1.88505800000000e+010	(-1.17979620659541e+001dB,0.00000000000000e+000°)
1.88705700000000e+010	(-1.18057290644524e+001dB,0.00000000000000e+000°)
1.88905600000000e+010	(-1.18133502581819e+001dB,0.00000000000000e+000°)
1.89105500000000e+010	(-1.18208253113072e+001dB,0.00000000000000e+000°)
1.89305400000000e+010	(-1.18281538940122e+001dB,0.00000000000000e+000°)
1.89505300000000e+010	(-1.18353356824336e+001dB,0.00000000000000e+000°)
1.89705200000000e+010	(-1.18423703585965e+001dB,0.00000000000000e+000°)
1.89905100000000e+010	(-1.18492576103512e+001dB,0.00000000000000e+000°)
1.90105000000000e+010	(-1.18559971313107e+001dB,0.00000000000000e+000°)
1.90304900000000e+010	(-1.18625886207902e+001dB,0.00000000000000e+000°)
1.90504800000000e+010	(-1.18690317837470e+001dB,0.00000000000000e+000°)
1.90704700000000e+010	(-1.18753263307234e+001dB,0.00000000000000e+000°)
1.90904600000000e+010	(-1.18814719777890e+001dB,0.00000000000000e+000°)
1.91104500000000e+010	(-1.18874684464864e+001dB,0.00000000000000e+000°)
1.91304400000000e+010	(-1.18933154637766e+001dB,0.00000000000000e+000°)
1.91504300000000e+010	(-1.18990127619874e+001dB,0.00000000000000e+000°)
1.91704200000000e+010	(-1.19045600787624e+001dB,0.00000000000000e+000°)
1.91904100000000e+010	(-1.19099571570119e+001dB,0.00000000000000e+000°)
1.92104000000000e+010	(-1.19152037448653e+001dB,0.00000000000000e+000°)
1.92303900000000e+010	(-1.19202995956253e+001dB,0.00000000000000e+000°)
1.92503800000000e+010	(-1.19252444677238e+001dB,0.00000000000000e+000°)
1.92703700000000e+010	(-1.19300381246789e+001dB,0.00000000000000e+000°)
1.92903600000000e+010	(-1.19346803350544e+001dB,0.00000000000000e+000°)
1.93103500000000e+010	(-1.19391708724207e+001dB,0.00000000000000e+000°)
1.93303400000000e+010	(-1.19435095153176e+001dB,0.00000000000000e+000°)
1.93503300000000e+010	(-1.19476960472184e+001dB,0.00000000000000e+000°)
1.93703200000000e+010	(-1.19517302564968e+001dB,0.00000000000000e+000°)
1.93903100000000e+010	(-1.19556119363946e+001dB,0.00000000000000e+000°)
1.94103000000000e+010	(-1.19593408849927e+001dB,0.00000000000000e+000°)
1.94302900000000e+010	(-1.19629169051823e+001dB,0.00000000000000e+000°)
1.94502800000000e+010	(-1.19663398046395e+001dB,0.00000000000000e+000°)
1.94702700000000e+010	(-1.19696093958013e+001dB,0.00000000000000e+000°)
1.94902600000000e+010	(-1.19727254958436e+001dB,0.00000000000000e+000°)
1.95102500000000e+010	(-1.19756879266618e+001dB,0.00000000000000e+000°)
1.95302400000000e+010	(-1.19784965148526e+001dB,0.00000000000000e+000°)
1.95502300000000e+010	(-1.19811510916987e+001dB,0.00000000000000e+000°)
1.95702200000000e+010	(-1.19836514931556e+001dB,0.00000000000000e+000°)
1.95902100000000e+010	(-1.19859975598399e+001dB,0.00000000000000e+000°)
1.96102000000000e+010	(-1.19881891370211e+001dB,0.00000000000000e+000°)
1.96301900000000e+010	(-1.19902260746144e+001dB,0.00000000000000e+000°)
1.96501800000000e+010	(-1.19921082271765e+001dB,0.00000000000000e+000°)
1.96701700000000e+010	(-1.19938354539037e+001dB,0.00000000000000e+000°)
1.96901600000000e+010	(-1.19954076186320e+001dB,0.00000000000000e+000°)
1.97101500000000e+010	(-1.19968245898404e+001dB,0.00000000000000e+000°)
1.97301400000000e+010	(-1.19980862406557e+001dB,0.00000000000000e+000°)
1.97501300000000e+010	(-1.19991924488605e+001dB,0.00000000000000e+000°)
1.97701200000000e+010	(-1.20001430969032e+001dB,0.00000000000000e+000°)
1.97901100000000e+010	(-1.20009380719113e+001dB,0.00000000000000e+000°)
1.98101000000000e+010	(-1.20015772657064e+001dB,0.00000000000000e+000°)
1.98300900000000e+010	(-1.20020605748227e+001dB,0.00000000000000e+000°)
1.98500800000000e+010	(-1.20023879005275e+001dB,0.00000000000000e+000°)
1.98700700000000e+010	(-1.20025591488447e+001dB,0.00000000000000e+000°)
1.98900600000000e+010	(-1.20025742305815e+001dB,0.00000000000000e+000°)
1.99100500000000e+010	(-1.20024330613572e+001dB,0.00000000000000e+000°)
1.99300400000000e+010	(-1.20021355616351e+001dB,0.00000000000000e+000°)
1.99500300000000e+010	(-1.20016816567579e+001dB,0.00000000000000e+000°)
1.99700200000000e+010	(-1.20010712769848e+001dB,0.00000000000000e+000°)
1.99900100000000e+010	(-1.20003043575330e+001dB,0.00000000000000e+000°)
2.00100000000000e+010	(-1.19993808386215e+001dB,0.00000000000000e+000°)
2.00299900000000e+010	(-1.19983006655175e+001dB,0.00000000000000e+000°)
2.00499800000000e+010	(-1.19970637885877e+001dB,0.00000000000000e+000°)
2.00699700000000e+010	(-1.19956701633504e+001dB,0.00000000000000e+000°)
2.00899600000000e+010	(-1.19941197505330e+001dB,0.00000000000000e+000°)
2.01099500000000e+010	(-1.19924125161317e+001dB,0.00000000000000e+000°)
2.01299400000000e+010	(-1.19905484314745e+001dB,0.00000000000000e+000°)
2.01499300000000e+010	(-1.19885274732884e+001dB,0.00000000000000e+000°)
2.01699200000000e+010	(-1.19863496237693e+001dB,0.00000000000000e+000°)
2.01899100000000e+010	(-1.19840148706556e+001dB,0.00000000000000e+000°)
2.02099000000000e+010	(-1.19815232073061e+001dB,0.00000000000000e+000°)
2.02298900000000e+010	(-1.19788746327805e+001dB,0.00000000000000e+000°)
2.02498800000000e+010	(-1.19760691519244e+001dB,0.00000000000000e+000°)
2.02698700000000e+010	(-1.19731067754577e+001dB,0.00000000000000e+000°)
2.02898600000000e+010	(-1.19699875200673e+001dB,0.00000000000000e+000°)
2.03098500000000e+010	(-1.19667114085031e+001dB,0.00000000000000e+000°)
2.03298400000000e+010	(-1.19632784696788e+001dB,0.00000000000000e+000°)
2.03498300000000e+010	(-1.19596887387758e+001dB,0.00000000000000e+000°)
2.03698200000000e+010	(-1.19559422573524e+001dB,0.00000000000000e+000°)
2.03898100000000e+010	(-1.19520390734564e+001dB,0.00000000000000e+000°)
2.04098000000000e+010	(-1.19479792417420e+001dB,0.00000000000000e+000°)
2.04297900000000e+010	(-1.19437628235921e+001dB,0.00000000000000e+000°)
2.04497800000000e+010	(-1.19393898872436e+001dB,0.00000000000000e+000°)
2.04697700000000e+010	(-1.19348605079185e+001dB,0.00000000000000e+000°)
2.04897600000000e+010	(-1.19301747679590e+001dB,0.00000000000000e+000°)
2.05097500000000e+010	(-1.19253327569678e+001dB,0.00000000000000e+000°)
2.05297400000000e+010	(-1.19203345719526e+001dB,0.00000000000000e+000°)
2.05497300000000e+010	(-1.19151803174763e+001dB,0.00000000000000e+000°)
2.05697200000000e+010	(-1.19098701058120e+001dB,0.00000000000000e+000°)
2.05897100000000e+010	(-1.19044040571024e+001dB,0.00000000000000e+000°)
2.06097000000000e+010	(-1.18987822995258e+001dB,0.00000000000000e+000°)
2.06296900000000e+010	(-1.18930049694664e+001dB,0.00000000000000e+000°)
2.06496800000000e+010	(-1.18870722116905e+001dB,0.00000000000000e+000°)
2.06696700000000e+010	(-1.18809841795281e+001dB,0.00000000000000e+000°)
2.06896600000000e+010	(-1.18747410350605e+001dB,0.00000000000000e+000°)
2.07096500000000e+010	(-1.18683429493135e+001dB,0.00000000000000e+000°)
2.07296400000000e+010	(-1.18617901024564e+001dB,0.00000000000000e+000°)
2.07496300000000e+010	(-1.18550826840072e+001dB,0.00000000000000e+000°)
2.07696200000000e+010	(-1.18482208930446e+001dB,0.00000000000000e+000°)
2.07896100000000e+010	(-1.18412049384251e+001dB,0.00000000000000e+000°)
2.08096000000000e+010	(-1.18340350390077e+001dB,0.00000000000000e+000°)
2.08295900000000e+010	(-1.18267114238846e+001dB,0.00000000000000e+000°)
2.08495800000000e+010	(-1.18192343326189e+001dB,0.00000000000000e+000°)
2.08695700000000e+010	(-1.18116040154894e+001dB,0.00000000000000e+000°)
2.08895600000000e+010	(-1.18038207337418e+001dB,0.00000000000000e+000°)
2.09095500000000e+010	(-1.17958847598481e+001dB,0.00000000000000e+000°)
2.09295400000000e+010	(-1.17877963777723e+001dB,0.00000000000000e+000°)
2.09495300000000e+010	(-1.17795558832447e+001dB,0.00000000000000e+000°)
2.09695200000000e+010	(-1.17711635840434e+001dB,0.00000000000000e+000°)
2.09895100000000e+010	(-1.17626198002838e+001dB,0.00000000000000e+000°)
2.10095000000000e+010	(-1.17539248647158e+001dB,0.00000000000000e+000°)
2.10294900000000e+010	(-1.17450791230305e+001dB,0.00000000000000e+000°)
2.10494800000000e+010	(-1.17360829341737e+001dB,0.00000000000000e+000°)
2.10694700000000e+010	(-1.17269366706699e+001dB,0.00000000000000e+000°)
2.10894600000000e+010	(-1.17176407189534e+001dB,0.00000000000000e+000°)
2.11094500000000e+010	(-1.17081954797099e+001dB,0.00000000000000e+000°)
2.11294400000000e+010	(-1.16986013682270e+001dB,0.00000000000000e+000°)
2.11494300000000e+010	(-1.16888588147539e+001dB,0.00000000000000e+000°)
2.11694200000000e+010	(-1.16789682648712e+001dB,0.00000000000000e+000°)
2.11894100000000e+010	(-1.16689301798710e+001dB,0.00000000000000e+000°)
2.12094000000000e+010	(-1.16587450371468e+001dB,0.00000000000000e+000°)
2.12293900000000e+010	(-1.16484133305942e+001dB,0.00000000000000e+000°)
2.12493800000000e+010	(-1.16379355710223e+001dB,0.00000000000000e+000°)
2.12693700000000e+010	(-1.16273122865764e+001dB,0.00000000000000e+000°)
2.12893600000000e+010	(-1.16165440231719e+001dB,0.00000000000000e+000°)
2.13093500000000e+010	(-1.16056313449399e+001dB,0.00000000000000e+000°)
2.13293400000000e+010	(-1.15945748346844e+001dB,0.00000000000000e+000°)
2.13493300000000e+010	(-1.15833750943528e+001dB,0.00000000000000e+000°)
2.13693200000000e+010	(-1.15720327455178e+001dB,0.00000000000000e+000°)
2.13893100000000e+010	(-1.15605484298729e+001dB,0.00000000000000e+000°)
2.14093000000000e+010	(-1.15489228097412e+001dB,0.00000000000000e+000°)
2.14292900000000e+010	(-1.15371565685974e+001dB,0.00000000000000e+000°)
2.14492800000000e+010	(-1.15252504116045e+001dB,0.00000000000000e+000°)
2.14692700000000e+010	(-1.15132050661641e+001dB,0.00000000000000e+000°)
2.14892600000000e+010	(-1.15010212824821e+001dB,0.00000000000000e+000°)
2.15092500000000e+010	(-1.14886998341494e+001dB,0.00000000000000e+000°)
2.15292400000000e+010	(-1.14762415187378e+001dB,0.00000000000000e+000°)
2.15492300000000e+010	(-1.14636471584130e+001dB,0.00000000000000e+000°)
2.15692200000000e+010	(-1.14509176005632e+001dB,0.00000000000000e+000°)
2.15892100000000e+010	(-1.14380537184448e+001dB,0.00000000000000e+000°)
2.16092000000000e+010	(-1.14250564118461e+001dB,0.00000000000000e+000°)
2.16291900000000e+010	(-1.14119266077687e+001dB,0.00000000000000e+000°)
2.16491800000000e+010	(-1.13986652611270e+001dB,0.00000000000000e+000°)
2.16691700000000e+010	(-1.13852733554679e+001dB,0.00000000000000e+000°)
2.16891600000000e+010	(-1.13717519037090e+001dB,0.00000000000000e+000°)
2.17091500000000e+010	(-1.13581019488976e+001dB,0.00000000000000e+000°)
2.17291400000000e+010	(-1.13443245649907e+001dB,0.00000000000000e+000°)
2.17491300000000e+010	(-1.13304208576562e+001dB,0.00000000000000e+000°)
2.17691200000000e+010	(-1.13163919650963e+001dB,0.00000000000000e+000°)
2.17891100000000e+010	(-1.13022390588943e+001dB,0.00000000000000e+000°)
2.18091000000000e+010	(-1.12879633448839e+001dB,0.00000000000000e+000°)
2.18290900000000e+010	(-1.12735660640442e+001dB,0.00000000000000e+000°)
2.18490800000000e+010	(-1.12590484934188e+001dB,0.00000000000000e+000°)
2.18690700000000e+010	(-1.12444119470612e+001dB,0.00000000000000e+000°)
2.18890600000000e+010	(-1.12296577770071e+001dB,0.00000000000000e+000°)
2.19090500000000e+010	(-1.12147873742739e+001dB,0.00000000000000e+000°)
2.19290400000000e+010	(-1.11998021698896e+001dB,0.00000000000000e+000°)
2.19490300000000e+010	(-1.11847036359500e+001dB,0.00000000000000e+000°)
2.19690200000000e+010	(-1.11694932867078e+001dB,0.00000000000000e+000°)
2.19890100000000e+010	(-1.11541726796917e+001dB,0.00000000000000e+000°)
