Freq.	mag(V(d_3p))
Step Information: C_d=100f  (Run: 1/10)
7.99610000000000e+008	(-7.74007543152292e+000dB,0.00000000000000e+000°)
8.19600000000000e+008	(-7.72682318775414e+000dB,0.00000000000000e+000°)
8.39590000000000e+008	(-7.71328315505932e+000dB,0.00000000000000e+000°)
8.59580000000000e+008	(-7.69946390805575e+000dB,0.00000000000000e+000°)
8.79570000000000e+008	(-7.68537414127251e+000dB,0.00000000000000e+000°)
8.99560000000000e+008	(-7.67102268024370e+000dB,0.00000000000000e+000°)
9.19550000000000e+008	(-7.65641849260896e+000dB,0.00000000000000e+000°)
9.39540000000000e+008	(-7.64157069912509e+000dB,0.00000000000000e+000°)
9.59530000000000e+008	(-7.62648858451626e+000dB,0.00000000000000e+000°)
9.79520000000000e+008	(-7.61118160810804e+000dB,0.00000000000000e+000°)
9.99510000000000e+008	(-7.59565941420486e+000dB,0.00000000000000e+000°)
1.01950000000000e+009	(-7.57993184218054e+000dB,0.00000000000000e+000°)
1.03949000000000e+009	(-7.56400893625964e+000dB,0.00000000000000e+000°)
1.05948000000000e+009	(-7.54790095497217e+000dB,0.00000000000000e+000°)
1.07947000000000e+009	(-7.53161838026832e+000dB,0.00000000000000e+000°)
1.09946000000000e+009	(-7.51517192628145e+000dB,0.00000000000000e+000°)
1.11945000000000e+009	(-7.49857254773011e+000dB,0.00000000000000e+000°)
1.13944000000000e+009	(-7.48183144794852e+000dB,0.00000000000000e+000°)
1.15943000000000e+009	(-7.46496008653574e+000dB,0.00000000000000e+000°)
1.17942000000000e+009	(-7.44797018661306e+000dB,0.00000000000000e+000°)
1.19941000000000e+009	(-7.43087374167671e+000dB,0.00000000000000e+000°)
1.21940000000000e+009	(-7.41368302203364e+000dB,0.00000000000000e+000°)
1.23939000000000e+009	(-7.39641058080401e+000dB,0.00000000000000e+000°)
1.25938000000000e+009	(-7.37906925947438e+000dB,0.00000000000000e+000°)
1.27937000000000e+009	(-7.36167219298209e+000dB,0.00000000000000e+000°)
1.29936000000000e+009	(-7.34423281431079e+000dB,0.00000000000000e+000°)
1.31935000000000e+009	(-7.32676485857376e+000dB,0.00000000000000e+000°)
1.33934000000000e+009	(-7.30928236656081e+000dB,0.00000000000000e+000°)
1.35933000000000e+009	(-7.29179968772187e+000dB,0.00000000000000e+000°)
1.37932000000000e+009	(-7.27433148255954e+000dB,0.00000000000000e+000°)
1.39931000000000e+009	(-7.25689272439968e+000dB,0.00000000000000e+000°)
1.41930000000000e+009	(-7.23949870050902e+000dB,0.00000000000000e+000°)
1.43929000000000e+009	(-7.22216501252659e+000dB,0.00000000000000e+000°)
1.45928000000000e+009	(-7.20490757617370e+000dB,0.00000000000000e+000°)
1.47927000000000e+009	(-7.18774262020763e+000dB,0.00000000000000e+000°)
1.49926000000000e+009	(-7.17068668458189e+000dB,0.00000000000000e+000°)
1.51925000000000e+009	(-7.15375661777553e+000dB,0.00000000000000e+000°)
1.53924000000000e+009	(-7.13696957325353e+000dB,0.00000000000000e+000°)
1.55923000000000e+009	(-7.12034300501994e+000dB,0.00000000000000e+000°)
1.57922000000000e+009	(-7.10389466222499e+000dB,0.00000000000000e+000°)
1.59921000000000e+009	(-7.08764258278880e+000dB,0.00000000000000e+000°)
1.61920000000000e+009	(-7.07160508600297e+000dB,0.00000000000000e+000°)
1.63919000000000e+009	(-7.05580076407431e+000dB,0.00000000000000e+000°)
1.65918000000000e+009	(-7.04024847257422e+000dB,0.00000000000000e+000°)
1.67917000000000e+009	(-7.02496731976084e+000dB,0.00000000000000e+000°)
1.69916000000000e+009	(-7.00997665474100e+000dB,0.00000000000000e+000°)
1.71915000000000e+009	(-6.99529605444346e+000dB,0.00000000000000e+000°)
1.73914000000000e+009	(-6.98094530937542e+000dB,0.00000000000000e+000°)
1.75913000000000e+009	(-6.96694440814047e+000dB,0.00000000000000e+000°)
1.77912000000000e+009	(-6.95331352069645e+000dB,0.00000000000000e+000°)
1.79911000000000e+009	(-6.94007298033918e+000dB,0.00000000000000e+000°)
1.81910000000000e+009	(-6.92724326439965e+000dB,0.00000000000000e+000°)
1.83909000000000e+009	(-6.91484497365012e+000dB,0.00000000000000e+000°)
1.85908000000000e+009	(-6.90289881041719e+000dB,0.00000000000000e+000°)
1.87907000000000e+009	(-6.89142555540883e+000dB,0.00000000000000e+000°)
1.89906000000000e+009	(-6.88044604326614e+000dB,0.00000000000000e+000°)
1.91905000000000e+009	(-6.86998113685954e+000dB,0.00000000000000e+000°)
1.93904000000000e+009	(-6.86005170035458e+000dB,0.00000000000000e+000°)
1.95903000000000e+009	(-6.85067857108138e+000dB,0.00000000000000e+000°)
1.97902000000000e+009	(-6.84188253024914e+000dB,0.00000000000000e+000°)
1.99901000000000e+009	(-6.83368427255473e+000dB,0.00000000000000e+000°)
2.01900000000000e+009	(-6.82610437474398e+000dB,0.00000000000000e+000°)
2.03899000000000e+009	(-6.81916326319158e+000dB,0.00000000000000e+000°)
2.05898000000000e+009	(-6.81288118057494e+000dB,0.00000000000000e+000°)
2.07897000000000e+009	(-6.80727815172575e+000dB,0.00000000000000e+000°)
2.09896000000000e+009	(-6.80237394875144e+000dB,0.00000000000000e+000°)
2.11895000000000e+009	(-6.79818805552771e+000dB,0.00000000000000e+000°)
2.13894000000000e+009	(-6.79473963167039e+000dB,0.00000000000000e+000°)
2.15893000000000e+009	(-6.79204747610508e+000dB,0.00000000000000e+000°)
2.17892000000000e+009	(-6.79012999035761e+000dB,0.00000000000000e+000°)
2.19891000000000e+009	(-6.78900514169808e+000dB,0.00000000000000e+000°)
2.21890000000000e+009	(-6.78869042627630e+000dB,0.00000000000000e+000°)
2.23889000000000e+009	(-6.78920283239196e+000dB,0.00000000000000e+000°)
2.25888000000000e+009	(-6.79055880404966e+000dB,0.00000000000000e+000°)
2.27887000000000e+009	(-6.79277420495052e+000dB,0.00000000000000e+000°)
2.29886000000000e+009	(-6.79586428307762e+000dB,0.00000000000000e+000°)
2.31885000000000e+009	(-6.79984363603334e+000dB,0.00000000000000e+000°)
2.33884000000000e+009	(-6.80472617728810e+000dB,0.00000000000000e+000°)
2.35883000000000e+009	(-6.81052510350023e+000dB,0.00000000000000e+000°)
2.37882000000000e+009	(-6.81725286306513e+000dB,0.00000000000000e+000°)
2.39881000000000e+009	(-6.82492112604952e+000dB,0.00000000000000e+000°)
2.41880000000000e+009	(-6.83354075566303e+000dB,0.00000000000000e+000°)
2.43879000000000e+009	(-6.84312178141416e+000dB,0.00000000000000e+000°)
2.45878000000000e+009	(-6.85367337409185e+000dB,0.00000000000000e+000°)
2.47877000000000e+009	(-6.86520382270580e+000dB,0.00000000000000e+000°)
2.49876000000000e+009	(-6.87772051351130e+000dB,0.00000000000000e+000°)
2.51875000000000e+009	(-6.89122991123279e+000dB,0.00000000000000e+000°)
2.53874000000000e+009	(-6.90573754259208e+000dB,0.00000000000000e+000°)
2.55873000000000e+009	(-6.92124798223279e+000dB,0.00000000000000e+000°)
2.57872000000000e+009	(-6.93776484112231e+000dB,0.00000000000000e+000°)
2.59871000000000e+009	(-6.95529075749740e+000dB,0.00000000000000e+000°)
2.61870000000000e+009	(-6.97382739040734e+000dB,0.00000000000000e+000°)
2.63869000000000e+009	(-6.99337541589244e+000dB,0.00000000000000e+000°)
2.65868000000000e+009	(-7.01393452582202e+000dB,0.00000000000000e+000°)
2.67867000000000e+009	(-7.03550342940056e+000dB,0.00000000000000e+000°)
2.69866000000000e+009	(-7.05807985733571e+000dB,0.00000000000000e+000°)
2.71865000000000e+009	(-7.08166056864659e+000dB,0.00000000000000e+000°)
2.73864000000000e+009	(-7.10624136007661e+000dB,0.00000000000000e+000°)
2.75863000000000e+009	(-7.13181707805974e+000dB,0.00000000000000e+000°)
2.77862000000000e+009	(-7.15838163317623e+000dB,0.00000000000000e+000°)
2.79861000000000e+009	(-7.18592801701972e+000dB,0.00000000000000e+000°)
2.81860000000000e+009	(-7.21444832138592e+000dB,0.00000000000000e+000°)
2.83859000000000e+009	(-7.24393375968006e+000dB,0.00000000000000e+000°)
2.85858000000000e+009	(-7.27437469043190e+000dB,0.00000000000000e+000°)
2.87857000000000e+009	(-7.30576064279464e+000dB,0.00000000000000e+000°)
2.89856000000000e+009	(-7.33808034389810e+000dB,0.00000000000000e+000°)
2.91855000000000e+009	(-7.37132174791734e+000dB,0.00000000000000e+000°)
2.93854000000000e+009	(-7.40547206671281e+000dB,0.00000000000000e+000°)
2.95853000000000e+009	(-7.44051780189255e+000dB,0.00000000000000e+000°)
2.97852000000000e+009	(-7.47644477814359e+000dB,0.00000000000000e+000°)
2.99851000000000e+009	(-7.51323817767681e+000dB,0.00000000000000e+000°)
3.01850000000000e+009	(-7.55088257562878e+000dB,0.00000000000000e+000°)
3.03849000000000e+009	(-7.58936197626303e+000dB,0.00000000000000e+000°)
3.05848000000000e+009	(-7.62865984981489e+000dB,0.00000000000000e+000°)
3.07847000000000e+009	(-7.66875916982569e+000dB,0.00000000000000e+000°)
3.09846000000000e+009	(-7.70964245081437e+000dB,0.00000000000000e+000°)
3.11845000000000e+009	(-7.75129178613984e+000dB,0.00000000000000e+000°)
3.13844000000000e+009	(-7.79368888590994e+000dB,0.00000000000000e+000°)
3.15843000000000e+009	(-7.83681511480006e+000dB,0.00000000000000e+000°)
3.17842000000000e+009	(-7.88065152964911e+000dB,0.00000000000000e+000°)
3.19841000000000e+009	(-7.92517891670682e+000dB,0.00000000000000e+000°)
3.21840000000000e+009	(-7.97037782841461e+000dB,0.00000000000000e+000°)
3.23839000000000e+009	(-8.01622861960736e+000dB,0.00000000000000e+000°)
3.25838000000000e+009	(-8.06271148303246e+000dB,0.00000000000000e+000°)
3.27837000000000e+009	(-8.10980648408900e+000dB,0.00000000000000e+000°)
3.29836000000000e+009	(-8.15749359469855e+000dB,0.00000000000000e+000°)
3.31835000000000e+009	(-8.20575272622494e+000dB,0.00000000000000e+000°)
3.33834000000000e+009	(-8.25456376137059e+000dB,0.00000000000000e+000°)
3.35833000000000e+009	(-8.30390658498146e+000dB,0.00000000000000e+000°)
3.37832000000000e+009	(-8.35376111370255e+000dB,0.00000000000000e+000°)
3.39831000000000e+009	(-8.40410732443132e+000dB,0.00000000000000e+000°)
3.41830000000000e+009	(-8.45492528152398e+000dB,0.00000000000000e+000°)
3.43829000000000e+009	(-8.50619516271662e+000dB,0.00000000000000e+000°)
3.45828000000000e+009	(-8.55789728372800e+000dB,0.00000000000000e+000°)
3.47827000000000e+009	(-8.61001212151974e+000dB,0.00000000000000e+000°)
3.49826000000000e+009	(-8.66252033619217e+000dB,0.00000000000000e+000°)
3.51825000000000e+009	(-8.71540279150283e+000dB,0.00000000000000e+000°)
3.53824000000000e+009	(-8.76864057399767e+000dB,0.00000000000000e+000°)
3.55823000000000e+009	(-8.82221501075231e+000dB,0.00000000000000e+000°)
3.57822000000000e+009	(-8.87610768572349e+000dB,0.00000000000000e+000°)
3.59821000000000e+009	(-8.93030045471791e+000dB,0.00000000000000e+000°)
3.61820000000000e+009	(-8.98477545898873e+000dB,0.00000000000000e+000°)
3.63819000000000e+009	(-9.03951513747541e+000dB,0.00000000000000e+000°)
3.65818000000000e+009	(-9.09450223770662e+000dB,0.00000000000000e+000°)
3.67817000000000e+009	(-9.14971982539067e+000dB,0.00000000000000e+000°)
3.69816000000000e+009	(-9.20515129272160e+000dB,0.00000000000000e+000°)
3.71815000000000e+009	(-9.26078036543364e+000dB,0.00000000000000e+000°)
3.73814000000000e+009	(-9.31659110864066e+000dB,0.00000000000000e+000°)
3.75813000000000e+009	(-9.37256793150069e+000dB,0.00000000000000e+000°)
3.77812000000000e+009	(-9.42869559075017e+000dB,0.00000000000000e+000°)
3.79811000000000e+009	(-9.48495919315477e+000dB,0.00000000000000e+000°)
3.81810000000000e+009	(-9.54134419692869e+000dB,0.00000000000000e+000°)
3.83809000000000e+009	(-9.59783641217561e+000dB,0.00000000000000e+000°)
3.85808000000000e+009	(-9.65442200040848e+000dB,0.00000000000000e+000°)
3.87807000000000e+009	(-9.71108747320720e+000dB,0.00000000000000e+000°)
3.89806000000000e+009	(-9.76781969007562e+000dB,0.00000000000000e+000°)
3.91805000000000e+009	(-9.82460585556028e+000dB,0.00000000000000e+000°)
3.93804000000000e+009	(-9.88143351569554e+000dB,0.00000000000000e+000°)
3.95803000000000e+009	(-9.93829055383935e+000dB,0.00000000000000e+000°)
3.97802000000000e+009	(-9.99516518596458e+000dB,0.00000000000000e+000°)
3.99801000000000e+009	(-1.00520459554710e+001dB,0.00000000000000e+000°)
4.01800000000000e+009	(-1.01089217275808e+001dB,0.00000000000000e+000°)
4.03799000000000e+009	(-1.01657816833813e+001dB,0.00000000000000e+000°)
4.05798000000000e+009	(-1.02226153135732e+001dB,0.00000000000000e+000°)
4.07797000000000e+009	(-1.02794124119852e+001dB,0.00000000000000e+000°)
4.09796000000000e+009	(-1.03361630689075e+001dB,0.00000000000000e+000°)
4.11795000000000e+009	(-1.03928576642989e+001dB,0.00000000000000e+000°)
4.13794000000000e+009	(-1.04494868609137e+001dB,0.00000000000000e+000°)
4.15793000000000e+009	(-1.05060415973948e+001dB,0.00000000000000e+000°)
4.17792000000000e+009	(-1.05625130813734e+001dB,0.00000000000000e+000°)
4.19791000000000e+009	(-1.06188927826107e+001dB,0.00000000000000e+000°)
4.21790000000000e+009	(-1.06751724262156e+001dB,0.00000000000000e+000°)
4.23789000000000e+009	(-1.07313439859650e+001dB,0.00000000000000e+000°)
4.25788000000000e+009	(-1.07873996777507e+001dB,0.00000000000000e+000°)
4.27787000000000e+009	(-1.08433319531731e+001dB,0.00000000000000e+000°)
4.29786000000000e+009	(-1.08991334932962e+001dB,0.00000000000000e+000°)
4.31785000000000e+009	(-1.09547972025770e+001dB,0.00000000000000e+000°)
4.33784000000000e+009	(-1.10103162029759e+001dB,0.00000000000000e+000°)
4.35783000000000e+009	(-1.10656838282554e+001dB,0.00000000000000e+000°)
4.37782000000000e+009	(-1.11208936184671e+001dB,0.00000000000000e+000°)
4.39781000000000e+009	(-1.11759393146283e+001dB,0.00000000000000e+000°)
4.41780000000000e+009	(-1.12308148535839e+001dB,0.00000000000000e+000°)
4.43779000000000e+009	(-1.12855143630509e+001dB,0.00000000000000e+000°)
4.45778000000000e+009	(-1.13400321568367e+001dB,0.00000000000000e+000°)
4.47777000000000e+009	(-1.13943627302270e+001dB,0.00000000000000e+000°)
4.49776000000000e+009	(-1.14485007555321e+001dB,0.00000000000000e+000°)
4.51775000000000e+009	(-1.15024410777831e+001dB,0.00000000000000e+000°)
4.53774000000000e+009	(-1.15561787105697e+001dB,0.00000000000000e+000°)
4.55773000000000e+009	(-1.16097088320081e+001dB,0.00000000000000e+000°)
4.57772000000000e+009	(-1.16630267808307e+001dB,0.00000000000000e+000°)
4.59771000000000e+009	(-1.17161280525859e+001dB,0.00000000000000e+000°)
4.61770000000000e+009	(-1.17690082959421e+001dB,0.00000000000000e+000°)
4.63769000000000e+009	(-1.18216633090830e+001dB,0.00000000000000e+000°)
4.65768000000000e+009	(-1.18740890361890e+001dB,0.00000000000000e+000°)
4.67767000000000e+009	(-1.19262815639960e+001dB,0.00000000000000e+000°)
4.69766000000000e+009	(-1.19782371184237e+001dB,0.00000000000000e+000°)
4.71765000000000e+009	(-1.20299520612688e+001dB,0.00000000000000e+000°)
4.73764000000000e+009	(-1.20814228869554e+001dB,0.00000000000000e+000°)
4.75763000000000e+009	(-1.21326462193397e+001dB,0.00000000000000e+000°)
4.77762000000000e+009	(-1.21836188085632e+001dB,0.00000000000000e+000°)
4.79761000000000e+009	(-1.22343375279517e+001dB,0.00000000000000e+000°)
4.81760000000000e+009	(-1.22847993709564e+001dB,0.00000000000000e+000°)
4.83759000000000e+009	(-1.23350014481356e+001dB,0.00000000000000e+000°)
4.85758000000000e+009	(-1.23849409841737e+001dB,0.00000000000000e+000°)
4.87757000000000e+009	(-1.24346153149383e+001dB,0.00000000000000e+000°)
4.89756000000000e+009	(-1.24840218845719e+001dB,0.00000000000000e+000°)
4.91755000000000e+009	(-1.25331582426198e+001dB,0.00000000000000e+000°)
4.93754000000000e+009	(-1.25820220411925e+001dB,0.00000000000000e+000°)
4.95753000000000e+009	(-1.26306110321631e+001dB,0.00000000000000e+000°)
4.97752000000000e+009	(-1.26789230644009e+001dB,0.00000000000000e+000°)
4.99751000000000e+009	(-1.27269560810401e+001dB,0.00000000000000e+000°)
5.01750000000000e+009	(-1.27747081167850e+001dB,0.00000000000000e+000°)
5.03749000000000e+009	(-1.28221772952529e+001dB,0.00000000000000e+000°)
5.05748000000000e+009	(-1.28693618263549e+001dB,0.00000000000000e+000°)
5.07747000000000e+009	(-1.29162600037154e+001dB,0.00000000000000e+000°)
5.09746000000000e+009	(-1.29628702021322e+001dB,0.00000000000000e+000°)
5.11745000000000e+009	(-1.30091908750765e+001dB,0.00000000000000e+000°)
5.13744000000000e+009	(-1.30552205522354e+001dB,0.00000000000000e+000°)
5.15743000000000e+009	(-1.31009578370963e+001dB,0.00000000000000e+000°)
5.17742000000000e+009	(-1.31464014045755e+001dB,0.00000000000000e+000°)
5.19741000000000e+009	(-1.31915499986902e+001dB,0.00000000000000e+000°)
5.21740000000000e+009	(-1.32364024302756e+001dB,0.00000000000000e+000°)
5.23739000000000e+009	(-1.32809575747472e+001dB,0.00000000000000e+000°)
5.25738000000000e+009	(-1.33252143699101e+001dB,0.00000000000000e+000°)
5.27737000000000e+009	(-1.33691718138125e+001dB,0.00000000000000e+000°)
5.29736000000000e+009	(-1.34128289626480e+001dB,0.00000000000000e+000°)
5.31735000000000e+009	(-1.34561849287039e+001dB,0.00000000000000e+000°)
5.33734000000000e+009	(-1.34992388783559e+001dB,0.00000000000000e+000°)
5.35733000000000e+009	(-1.35419900301118e+001dB,0.00000000000000e+000°)
5.37732000000000e+009	(-1.35844376526998e+001dB,0.00000000000000e+000°)
5.39731000000000e+009	(-1.36265810632057e+001dB,0.00000000000000e+000°)
5.41730000000000e+009	(-1.36684196252556e+001dB,0.00000000000000e+000°)
5.43729000000000e+009	(-1.37099527472459e+001dB,0.00000000000000e+000°)
5.45728000000000e+009	(-1.37511798806186e+001dB,0.00000000000000e+000°)
5.47727000000000e+009	(-1.37921005181822e+001dB,0.00000000000000e+000°)
5.49726000000000e+009	(-1.38327141924781e+001dB,0.00000000000000e+000°)
5.51725000000000e+009	(-1.38730204741914e+001dB,0.00000000000000e+000°)
5.53724000000000e+009	(-1.39130189706051e+001dB,0.00000000000000e+000°)
5.55723000000000e+009	(-1.39527093240976e+001dB,0.00000000000000e+000°)
5.57722000000000e+009	(-1.39920912106832e+001dB,0.00000000000000e+000°)
5.59721000000000e+009	(-1.40311643385935e+001dB,0.00000000000000e+000°)
5.61720000000000e+009	(-1.40699284468999e+001dB,0.00000000000000e+000°)
5.63719000000000e+009	(-1.41083833041773e+001dB,0.00000000000000e+000°)
5.65718000000000e+009	(-1.41465287072048e+001dB,0.00000000000000e+000°)
5.67717000000000e+009	(-1.41843644797070e+001dB,0.00000000000000e+000°)
5.69716000000000e+009	(-1.42218904711321e+001dB,0.00000000000000e+000°)
5.71715000000000e+009	(-1.42591065554664e+001dB,0.00000000000000e+000°)
5.73714000000000e+009	(-1.42960126300850e+001dB,0.00000000000000e+000°)
5.75713000000000e+009	(-1.43326086146384e+001dB,0.00000000000000e+000°)
5.77712000000000e+009	(-1.43688944499718e+001dB,0.00000000000000e+000°)
5.79711000000000e+009	(-1.44048700970789e+001dB,0.00000000000000e+000°)
5.81710000000000e+009	(-1.44405355360884e+001dB,0.00000000000000e+000°)
5.83709000000000e+009	(-1.44758907652813e+001dB,0.00000000000000e+000°)
5.85708000000000e+009	(-1.45109358001404e+001dB,0.00000000000000e+000°)
5.87707000000000e+009	(-1.45456706724293e+001dB,0.00000000000000e+000°)
5.89706000000000e+009	(-1.45800954293004e+001dB,0.00000000000000e+000°)
5.91705000000000e+009	(-1.46142101324330e+001dB,0.00000000000000e+000°)
5.93704000000000e+009	(-1.46480148571974e+001dB,0.00000000000000e+000°)
5.95703000000000e+009	(-1.46815096918473e+001dB,0.00000000000000e+000°)
5.97702000000000e+009	(-1.47146947367386e+001dB,0.00000000000000e+000°)
5.99701000000000e+009	(-1.47475701035727e+001dB,0.00000000000000e+000°)
6.01700000000000e+009	(-1.47801359146657e+001dB,0.00000000000000e+000°)
6.03699000000000e+009	(-1.48123923022413e+001dB,0.00000000000000e+000°)
6.05698000000000e+009	(-1.48443394077474e+001dB,0.00000000000000e+000°)
6.07697000000000e+009	(-1.48759773811942e+001dB,0.00000000000000e+000°)
6.09696000000000e+009	(-1.49073063805163e+001dB,0.00000000000000e+000°)
6.11695000000000e+009	(-1.49383265709547e+001dB,0.00000000000000e+000°)
6.13694000000000e+009	(-1.49690381244590e+001dB,0.00000000000000e+000°)
6.15693000000000e+009	(-1.49994412191114e+001dB,0.00000000000000e+000°)
6.17692000000000e+009	(-1.50295360385679e+001dB,0.00000000000000e+000°)
6.19691000000000e+009	(-1.50593227715205e+001dB,0.00000000000000e+000°)
6.21690000000000e+009	(-1.50888016111749e+001dB,0.00000000000000e+000°)
6.23689000000000e+009	(-1.51179727547478e+001dB,0.00000000000000e+000°)
6.25688000000000e+009	(-1.51468364029802e+001dB,0.00000000000000e+000°)
6.27687000000000e+009	(-1.51753927596671e+001dB,0.00000000000000e+000°)
6.29686000000000e+009	(-1.52036420312030e+001dB,0.00000000000000e+000°)
6.31685000000000e+009	(-1.52315844261427e+001dB,0.00000000000000e+000°)
6.33684000000000e+009	(-1.52592201547767e+001dB,0.00000000000000e+000°)
6.35683000000000e+009	(-1.52865494287215e+001dB,0.00000000000000e+000°)
6.37682000000000e+009	(-1.53135724605220e+001dB,0.00000000000000e+000°)
6.39681000000000e+009	(-1.53402894632693e+001dB,0.00000000000000e+000°)
6.41680000000000e+009	(-1.53667006502297e+001dB,0.00000000000000e+000°)
6.43679000000000e+009	(-1.53928062344862e+001dB,0.00000000000000e+000°)
6.45678000000000e+009	(-1.54186064285930e+001dB,0.00000000000000e+000°)
6.47677000000000e+009	(-1.54441014442403e+001dB,0.00000000000000e+000°)
6.49676000000000e+009	(-1.54692914919310e+001dB,0.00000000000000e+000°)
6.51675000000000e+009	(-1.54941767806673e+001dB,0.00000000000000e+000°)
6.53674000000000e+009	(-1.55187575176486e+001dB,0.00000000000000e+000°)
6.55673000000000e+009	(-1.55430339079785e+001dB,0.00000000000000e+000°)
6.57672000000000e+009	(-1.55670061543824e+001dB,0.00000000000000e+000°)
6.59671000000000e+009	(-1.55906744569328e+001dB,0.00000000000000e+000°)
6.61670000000000e+009	(-1.56140390127859e+001dB,0.00000000000000e+000°)
6.63669000000000e+009	(-1.56371000159237e+001dB,0.00000000000000e+000°)
6.65668000000000e+009	(-1.56598576569082e+001dB,0.00000000000000e+000°)
6.67667000000000e+009	(-1.56823121226398e+001dB,0.00000000000000e+000°)
6.69666000000000e+009	(-1.57044635961265e+001dB,0.00000000000000e+000°)
6.71665000000000e+009	(-1.57263122562588e+001dB,0.00000000000000e+000°)
6.73664000000000e+009	(-1.57478582775926e+001dB,0.00000000000000e+000°)
6.75663000000000e+009	(-1.57691018301386e+001dB,0.00000000000000e+000°)
6.77662000000000e+009	(-1.57900430791590e+001dB,0.00000000000000e+000°)
6.79661000000000e+009	(-1.58106821849699e+001dB,0.00000000000000e+000°)
6.81660000000000e+009	(-1.58310193027503e+001dB,0.00000000000000e+000°)
6.83659000000000e+009	(-1.58510545823578e+001dB,0.00000000000000e+000°)
6.85658000000000e+009	(-1.58707881681490e+001dB,0.00000000000000e+000°)
6.87657000000000e+009	(-1.58902201988058e+001dB,0.00000000000000e+000°)
6.89656000000000e+009	(-1.59093508071678e+001dB,0.00000000000000e+000°)
6.91655000000000e+009	(-1.59281801200691e+001dB,0.00000000000000e+000°)
6.93654000000000e+009	(-1.59467082581808e+001dB,0.00000000000000e+000°)
6.95653000000000e+009	(-1.59649353358577e+001dB,0.00000000000000e+000°)
6.97652000000000e+009	(-1.59828614609903e+001dB,0.00000000000000e+000°)
6.99651000000000e+009	(-1.60004867348606e+001dB,0.00000000000000e+000°)
7.01650000000000e+009	(-1.60178112520039e+001dB,0.00000000000000e+000°)
7.03649000000000e+009	(-1.60348351000722e+001dB,0.00000000000000e+000°)
7.05648000000000e+009	(-1.60515583597048e+001dB,0.00000000000000e+000°)
7.07647000000000e+009	(-1.60679811043999e+001dB,0.00000000000000e+000°)
7.09646000000000e+009	(-1.60841034003921e+001dB,0.00000000000000e+000°)
7.11645000000000e+009	(-1.60999253065334e+001dB,0.00000000000000e+000°)
7.13644000000000e+009	(-1.61154468741761e+001dB,0.00000000000000e+000°)
7.15643000000000e+009	(-1.61306681470615e+001dB,0.00000000000000e+000°)
7.17642000000000e+009	(-1.61455891612104e+001dB,0.00000000000000e+000°)
7.19641000000000e+009	(-1.61602099448172e+001dB,0.00000000000000e+000°)
7.21640000000000e+009	(-1.61745305181481e+001dB,0.00000000000000e+000°)
7.23639000000000e+009	(-1.61885508934405e+001dB,0.00000000000000e+000°)
7.25638000000000e+009	(-1.62022710748073e+001dB,0.00000000000000e+000°)
7.27637000000000e+009	(-1.62156910581432e+001dB,0.00000000000000e+000°)
7.29636000000000e+009	(-1.62288108310337e+001dB,0.00000000000000e+000°)
7.31635000000000e+009	(-1.62416303726676e+001dB,0.00000000000000e+000°)
7.33634000000000e+009	(-1.62541496537510e+001dB,0.00000000000000e+000°)
7.35633000000000e+009	(-1.62663686364254e+001dB,0.00000000000000e+000°)
7.37632000000000e+009	(-1.62782872741876e+001dB,0.00000000000000e+000°)
7.39631000000000e+009	(-1.62899055118113e+001dB,0.00000000000000e+000°)
7.41630000000000e+009	(-1.63012232852735e+001dB,0.00000000000000e+000°)
7.43629000000000e+009	(-1.63122405216805e+001dB,0.00000000000000e+000°)
7.45628000000000e+009	(-1.63229571391987e+001dB,0.00000000000000e+000°)
7.47627000000000e+009	(-1.63333730469859e+001dB,0.00000000000000e+000°)
7.49626000000000e+009	(-1.63434881451266e+001dB,0.00000000000000e+000°)
7.51625000000000e+009	(-1.63533023245683e+001dB,0.00000000000000e+000°)
7.53624000000000e+009	(-1.63628154670605e+001dB,0.00000000000000e+000°)
7.55623000000000e+009	(-1.63720274450962e+001dB,0.00000000000000e+000°)
7.57622000000000e+009	(-1.63809381218556e+001dB,0.00000000000000e+000°)
7.59621000000000e+009	(-1.63895473511515e+001dB,0.00000000000000e+000°)
7.61620000000000e+009	(-1.63978549773774e+001dB,0.00000000000000e+000°)
7.63619000000000e+009	(-1.64058608354583e+001dB,0.00000000000000e+000°)
7.65618000000000e+009	(-1.64135647508023e+001dB,0.00000000000000e+000°)
7.67617000000000e+009	(-1.64209665392560e+001dB,0.00000000000000e+000°)
7.69616000000000e+009	(-1.64280660070618e+001dB,0.00000000000000e+000°)
7.71615000000000e+009	(-1.64348629508159e+001dB,0.00000000000000e+000°)
7.73614000000000e+009	(-1.64413571574315e+001dB,0.00000000000000e+000°)
7.75613000000000e+009	(-1.64475484041013e+001dB,0.00000000000000e+000°)
7.77612000000000e+009	(-1.64534364582650e+001dB,0.00000000000000e+000°)
7.79611000000000e+009	(-1.64590210775769e+001dB,0.00000000000000e+000°)
7.81610000000000e+009	(-1.64643020098779e+001dB,0.00000000000000e+000°)
7.83609000000000e+009	(-1.64692789931685e+001dB,0.00000000000000e+000°)
7.85608000000000e+009	(-1.64739517555854e+001dB,0.00000000000000e+000°)
7.87607000000000e+009	(-1.64783200153803e+001dB,0.00000000000000e+000°)
7.89606000000000e+009	(-1.64823834809006e+001dB,0.00000000000000e+000°)
7.91605000000000e+009	(-1.64861418505748e+001dB,0.00000000000000e+000°)
7.93604000000000e+009	(-1.64895948128985e+001dB,0.00000000000000e+000°)
